epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621178576227,2021-05-16T17.22.56.227,0.000,5.488,-57.805,34.146
1621178576237,2021-05-16T17.22.56.237,0.010,5.427,-56.159,33.902
1621178576247,2021-05-16T17.22.56.247,0.020,4.817,-45.915,32.561
1621178576257,2021-05-16T17.22.56.257,0.030,3.963,-30.122,30.488
1621178576267,2021-05-16T17.22.56.267,0.040,4.390,-13.476,28.963
1621178576277,2021-05-16T17.22.56.277,0.050,5.000,-2.134,27.256
1621178576287,2021-05-16T17.22.56.287,0.060,6.890,-0.671,25.244
1621178576297,2021-05-16T17.22.56.297,0.070,8.720,-8.415,23.049
1621178576307,2021-05-16T17.22.56.307,0.080,9.390,-20.061,21.159
1621178576317,2021-05-16T17.22.56.317,0.090,11.890,-33.963,20.000
1621178576327,2021-05-16T17.22.56.327,0.100,13.110,-52.744,19.085
1621178576337,2021-05-16T17.22.56.337,0.110,11.890,-67.744,18.720
1621178576347,2021-05-16T17.22.56.347,0.120,11.463,-70.000,18.720
1621178576357,2021-05-16T17.22.56.357,0.130,11.341,-63.902,18.780
1621178576367,2021-05-16T17.22.56.367,0.140,11.463,-54.573,19.146
1621178576377,2021-05-16T17.22.56.377,0.150,11.768,-45.915,19.268
1621178576387,2021-05-16T17.22.56.387,0.160,13.171,-37.927,19.634
1621178576397,2021-05-16T17.22.56.397,0.170,18.780,-38.415,20.061
1621178576407,2021-05-16T17.22.56.407,0.180,21.768,-49.512,20.549
1621178576417,2021-05-16T17.22.56.417,0.190,18.902,-59.695,23.598
1621178576427,2021-05-16T17.22.56.427,0.200,17.195,-60.549,26.463
1621178576437,2021-05-16T17.22.56.437,0.210,17.378,-52.622,29.146
1621178576447,2021-05-16T17.22.56.447,0.220,18.293,-35.244,32.195
1621178576457,2021-05-16T17.22.56.457,0.230,21.829,-18.354,36.463
1621178576467,2021-05-16T17.22.56.467,0.240,26.951,-16.341,42.134
1621178576477,2021-05-16T17.22.56.477,0.250,30.000,-24.268,50.122
1621178576487,2021-05-16T17.22.56.487,0.260,33.902,-41.951,60.305
1621178576497,2021-05-16T17.22.56.497,0.270,34.329,-52.378,70.854
1621178576507,2021-05-16T17.22.56.507,0.280,35.122,-52.988,80.854
1621178576517,2021-05-16T17.22.56.517,0.290,35.793,-46.890,89.695
1621178576527,2021-05-16T17.22.56.527,0.300,36.768,-37.195,98.659
1621178576537,2021-05-16T17.22.56.537,0.310,37.988,-30.061,109.085
1621178576547,2021-05-16T17.22.56.547,0.320,38.232,-27.622,119.634
1621178576557,2021-05-16T17.22.56.557,0.330,39.878,-34.817,130.671
1621178576567,2021-05-16T17.22.56.567,0.340,39.390,-37.500,139.939
1621178576577,2021-05-16T17.22.56.577,0.350,36.951,-34.329,146.890
1621178576587,2021-05-16T17.22.56.587,0.360,35.122,-30.000,154.573
1621178576597,2021-05-16T17.22.56.597,0.370,32.866,-24.695,160.976
1621178576607,2021-05-16T17.22.56.607,0.380,30.183,-20.061,167.744
1621178576617,2021-05-16T17.22.56.617,0.390,27.927,-11.280,173.354
1621178576627,2021-05-16T17.22.56.627,0.400,25.427,-0.244,177.195
1621178576637,2021-05-16T17.22.56.637,0.410,22.500,11.890,179.512
1621178576647,2021-05-16T17.22.56.647,0.420,18.049,26.707,179.085
1621178576657,2021-05-16T17.22.56.657,0.430,12.622,42.134,177.622
1621178576667,2021-05-16T17.22.56.667,0.440,7.378,52.622,176.098
1621178576677,2021-05-16T17.22.56.677,0.450,4.085,53.841,174.085
1621178576687,2021-05-16T17.22.56.687,0.460,1.707,50.305,170.610
1621178576697,2021-05-16T17.22.56.697,0.470,-0.061,45.915,164.207
1621178576707,2021-05-16T17.22.56.707,0.480,0.610,38.963,159.207
1621178576717,2021-05-16T17.22.56.717,0.490,-3.293,33.476,154.695
1621178576727,2021-05-16T17.22.56.727,0.500,-10.122,40.549,150.671
1621178576737,2021-05-16T17.22.56.737,0.510,-19.207,62.073,149.573
