epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621262046306,2021-05-17T16.34.06.306,0.000,-0.292,0.184,0.927
1621262046316,2021-05-17T16.34.06.316,0.010,-0.287,0.186,0.938
1621262046326,2021-05-17T16.34.06.326,0.020,-0.287,0.186,0.943
1621262046336,2021-05-17T16.34.06.336,0.030,-0.296,0.187,0.947
1621262046346,2021-05-17T16.34.06.346,0.040,-0.313,0.186,0.946
1621262046356,2021-05-17T16.34.06.356,0.050,-0.312,0.190,0.946
1621262046366,2021-05-17T16.34.06.366,0.060,-0.307,0.196,0.942
1621262046376,2021-05-17T16.34.06.376,0.070,-0.312,0.195,0.936
1621262046386,2021-05-17T16.34.06.386,0.080,-0.300,0.197,0.934
1621262046396,2021-05-17T16.34.06.396,0.090,-0.285,0.198,0.936
1621262046406,2021-05-17T16.34.06.406,0.100,-0.275,0.195,0.937
1621262046416,2021-05-17T16.34.06.416,0.110,-0.282,0.188,0.934
1621262046426,2021-05-17T16.34.06.426,0.120,-0.282,0.185,0.937
1621262046436,2021-05-17T16.34.06.436,0.130,-0.285,0.185,0.944
1621262046446,2021-05-17T16.34.06.446,0.140,-0.288,0.185,0.944
1621262046456,2021-05-17T16.34.06.456,0.150,-0.302,0.188,0.938
1621262046466,2021-05-17T16.34.06.466,0.160,-0.307,0.188,0.936
1621262046476,2021-05-17T16.34.06.476,0.170,-0.308,0.188,0.936
1621262046486,2021-05-17T16.34.06.486,0.180,-0.305,0.190,0.940
1621262046496,2021-05-17T16.34.06.496,0.190,-0.296,0.185,0.940
1621262046506,2021-05-17T16.34.06.506,0.200,-0.289,0.185,0.938
1621262046516,2021-05-17T16.34.06.516,0.210,-0.282,0.183,0.935
1621262046526,2021-05-17T16.34.06.526,0.220,-0.288,0.183,0.939
1621262046536,2021-05-17T16.34.06.536,0.230,-0.296,0.182,0.946
1621262046546,2021-05-17T16.34.06.546,0.240,-0.301,0.180,0.949
1621262046556,2021-05-17T16.34.06.556,0.250,-0.298,0.188,0.945
1621262046566,2021-05-17T16.34.06.566,0.260,-0.293,0.192,0.940
