epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621181427840,2021-05-16T18.10.27.840,0.000,0.146,0.666,0.715
1621181427850,2021-05-16T18.10.27.850,0.010,0.149,0.670,0.721
1621181427860,2021-05-16T18.10.27.860,0.020,0.147,0.670,0.714
1621181427870,2021-05-16T18.10.27.870,0.030,0.146,0.674,0.712
1621181427880,2021-05-16T18.10.27.880,0.040,0.146,0.674,0.714
1621181427890,2021-05-16T18.10.27.890,0.050,0.146,0.673,0.717
1621181427900,2021-05-16T18.10.27.900,0.060,0.148,0.671,0.721
1621181427910,2021-05-16T18.10.27.910,0.070,0.148,0.670,0.727
1621181427920,2021-05-16T18.10.27.920,0.080,0.149,0.666,0.733
1621181427930,2021-05-16T18.10.27.930,0.090,0.150,0.666,0.728
1621181427940,2021-05-16T18.10.27.940,0.100,0.149,0.667,0.730
1621181427950,2021-05-16T18.10.27.950,0.110,0.151,0.669,0.725
1621181427960,2021-05-16T18.10.27.960,0.120,0.149,0.671,0.718
1621181427970,2021-05-16T18.10.27.970,0.130,0.147,0.670,0.717
1621181427980,2021-05-16T18.10.27.980,0.140,0.150,0.671,0.717
1621181427990,2021-05-16T18.10.27.990,0.150,0.153,0.673,0.717
1621181428000,2021-05-16T18.10.28.000,0.160,0.157,0.673,0.716
1621181428010,2021-05-16T18.10.28.010,0.170,0.157,0.673,0.715
1621181428020,2021-05-16T18.10.28.020,0.180,0.157,0.671,0.716
1621181428030,2021-05-16T18.10.28.030,0.190,0.159,0.672,0.716
1621181428040,2021-05-16T18.10.28.040,0.200,0.164,0.670,0.721
1621181428050,2021-05-16T18.10.28.050,0.210,0.166,0.669,0.721
1621181428060,2021-05-16T18.10.28.060,0.220,0.165,0.668,0.720
1621181428070,2021-05-16T18.10.28.070,0.230,0.164,0.668,0.719
1621181428080,2021-05-16T18.10.28.080,0.240,0.162,0.669,0.721
1621181428090,2021-05-16T18.10.28.090,0.250,0.160,0.671,0.721
1621181428100,2021-05-16T18.10.28.100,0.260,0.159,0.670,0.722
1621181428110,2021-05-16T18.10.28.110,0.270,0.154,0.671,0.723
1621181428120,2021-05-16T18.10.28.120,0.280,0.151,0.672,0.720
1621181428130,2021-05-16T18.10.28.130,0.290,0.151,0.669,0.719
1621181428140,2021-05-16T18.10.28.140,0.300,0.148,0.669,0.719
1621181428150,2021-05-16T18.10.28.150,0.310,0.149,0.670,0.719
1621181428160,2021-05-16T18.10.28.160,0.320,0.148,0.669,0.723
1621181428170,2021-05-16T18.10.28.170,0.330,0.147,0.671,0.723
1621181428180,2021-05-16T18.10.28.180,0.340,0.147,0.669,0.722
1621181428190,2021-05-16T18.10.28.190,0.350,0.149,0.668,0.725
1621181428200,2021-05-16T18.10.28.200,0.360,0.150,0.667,0.728
1621181428210,2021-05-16T18.10.28.210,0.370,0.149,0.666,0.725
1621181428220,2021-05-16T18.10.28.220,0.380,0.150,0.667,0.727
1621181428230,2021-05-16T18.10.28.230,0.390,0.152,0.667,0.729
1621181428240,2021-05-16T18.10.28.240,0.400,0.152,0.667,0.726
1621181428250,2021-05-16T18.10.28.250,0.410,0.151,0.667,0.722
1621181428260,2021-05-16T18.10.28.260,0.420,0.153,0.669,0.724
1621181428270,2021-05-16T18.10.28.270,0.430,0.152,0.667,0.724
1621181428280,2021-05-16T18.10.28.280,0.440,0.153,0.669,0.718
1621181428290,2021-05-16T18.10.28.290,0.450,0.156,0.671,0.718
1621181428300,2021-05-16T18.10.28.300,0.460,0.156,0.671,0.718
1621181428310,2021-05-16T18.10.28.310,0.470,0.155,0.671,0.716
1621181428320,2021-05-16T18.10.28.320,0.480,0.157,0.671,0.717
1621181428330,2021-05-16T18.10.28.330,0.490,0.158,0.671,0.719
1621181428340,2021-05-16T18.10.28.340,0.500,0.159,0.670,0.720
1621181428350,2021-05-16T18.10.28.350,0.510,0.159,0.668,0.721
1621181428360,2021-05-16T18.10.28.360,0.520,0.160,0.667,0.721
1621181428370,2021-05-16T18.10.28.370,0.530,0.161,0.666,0.723
1621181428380,2021-05-16T18.10.28.380,0.540,0.161,0.666,0.720
1621181428390,2021-05-16T18.10.28.390,0.550,0.160,0.668,0.720
1621181428400,2021-05-16T18.10.28.400,0.560,0.160,0.667,0.722
1621181428410,2021-05-16T18.10.28.410,0.570,0.158,0.668,0.725
1621181428420,2021-05-16T18.10.28.420,0.580,0.157,0.668,0.723
1621181428430,2021-05-16T18.10.28.430,0.590,0.155,0.668,0.723
1621181428440,2021-05-16T18.10.28.440,0.600,0.156,0.668,0.725
1621181428450,2021-05-16T18.10.28.450,0.610,0.153,0.669,0.724
1621181428460,2021-05-16T18.10.28.460,0.620,0.152,0.667,0.726
1621181428470,2021-05-16T18.10.28.470,0.630,0.152,0.666,0.727
1621181428480,2021-05-16T18.10.28.480,0.640,0.153,0.666,0.727
