epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621182843445,2021-05-16T18.34.03.445,0.000,0.610,0.244,-0.732
1621182843455,2021-05-16T18.34.03.455,0.010,0.671,-0.122,-0.427
1621182843465,2021-05-16T18.34.03.465,0.020,1.524,0.061,-0.122
1621182843475,2021-05-16T18.34.03.475,0.030,2.561,1.280,0.305
1621182843485,2021-05-16T18.34.03.485,0.040,2.256,3.841,0.183
1621182843495,2021-05-16T18.34.03.495,0.050,1.829,4.878,-0.122
1621182843505,2021-05-16T18.34.03.505,0.060,1.951,2.927,0.000
1621182843515,2021-05-16T18.34.03.515,0.070,1.829,1.768,0.061
1621182843525,2021-05-16T18.34.03.525,0.080,1.463,1.890,0.061
1621182843535,2021-05-16T18.34.03.535,0.090,1.037,1.768,0.061
1621182843545,2021-05-16T18.34.03.545,0.100,0.854,1.402,0.000
1621182843555,2021-05-16T18.34.03.555,0.110,0.793,1.280,-0.183
1621182843565,2021-05-16T18.34.03.565,0.120,0.610,1.159,-0.427
1621182843575,2021-05-16T18.34.03.575,0.130,0.610,0.671,-0.488
1621182843585,2021-05-16T18.34.03.585,0.140,0.549,0.183,-0.549
1621182843595,2021-05-16T18.34.03.595,0.150,0.488,-0.122,-0.488
1621182843605,2021-05-16T18.34.03.605,0.160,0.488,-0.183,-0.549
1621182843615,2021-05-16T18.34.03.615,0.170,0.427,-0.366,-0.549
1621182843625,2021-05-16T18.34.03.625,0.180,0.244,-0.610,-0.427
1621182843635,2021-05-16T18.34.03.635,0.190,0.122,-0.671,-0.244
1621182843645,2021-05-16T18.34.03.645,0.200,-0.061,-0.976,-0.122
1621182843655,2021-05-16T18.34.03.655,0.210,-0.122,-0.976,-0.122
1621182843665,2021-05-16T18.34.03.665,0.220,-0.305,-0.976,-0.122
1621182843675,2021-05-16T18.34.03.675,0.230,-0.488,-1.037,-0.244
1621182843685,2021-05-16T18.34.03.685,0.240,-0.549,-1.220,-0.183
1621182843695,2021-05-16T18.34.03.695,0.250,-0.610,-1.280,-0.244
1621182843705,2021-05-16T18.34.03.705,0.260,-0.610,-1.220,-0.305
1621182843715,2021-05-16T18.34.03.715,0.270,-0.854,-1.159,-0.427
1621182843725,2021-05-16T18.34.03.725,0.280,-0.793,-1.098,-0.488
1621182843735,2021-05-16T18.34.03.735,0.290,-0.732,-0.976,-0.488
1621182843745,2021-05-16T18.34.03.745,0.300,-0.671,-0.793,-0.488
1621182843755,2021-05-16T18.34.03.755,0.310,-0.549,-0.549,-0.549
1621182843765,2021-05-16T18.34.03.765,0.320,-0.549,-0.305,-0.427
1621182843775,2021-05-16T18.34.03.775,0.330,-0.488,0.000,-0.305
1621182843785,2021-05-16T18.34.03.785,0.340,-0.488,0.244,-0.366
1621182843795,2021-05-16T18.34.03.795,0.350,-0.427,0.244,-0.305
1621182843805,2021-05-16T18.34.03.805,0.360,-0.244,0.305,-0.305
