epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621694444068,2021-05-22T16.40.44.068,0.000,-0.678,-0.780,0.047
1621694444078,2021-05-22T16.40.44.078,0.010,-0.680,-0.785,0.049
1621694444088,2021-05-22T16.40.44.088,0.020,-0.675,-0.783,0.049
1621694444098,2021-05-22T16.40.44.098,0.030,-0.672,-0.785,0.048
1621694444108,2021-05-22T16.40.44.108,0.040,-0.674,-0.784,0.048
1621694444118,2021-05-22T16.40.44.118,0.050,-0.677,-0.785,0.049
1621694444128,2021-05-22T16.40.44.128,0.060,-0.678,-0.786,0.050
1621694444138,2021-05-22T16.40.44.138,0.070,-0.680,-0.782,0.050
1621694444148,2021-05-22T16.40.44.148,0.080,-0.681,-0.783,0.051
1621694444158,2021-05-22T16.40.44.158,0.090,-0.677,-0.784,0.052
1621694444168,2021-05-22T16.40.44.168,0.100,-0.678,-0.783,0.054
1621694444178,2021-05-22T16.40.44.178,0.110,-0.681,-0.782,0.051
1621694444188,2021-05-22T16.40.44.188,0.120,-0.685,-0.780,0.053
1621694444198,2021-05-22T16.40.44.198,0.130,-0.682,-0.781,0.051
1621694444208,2021-05-22T16.40.44.208,0.140,-0.678,-0.780,0.051
1621694444218,2021-05-22T16.40.44.218,0.150,-0.678,-0.784,0.057
1621694444228,2021-05-22T16.40.44.228,0.160,-0.677,-0.784,0.056
1621694444238,2021-05-22T16.40.44.238,0.170,-0.676,-0.781,0.054
1621694444248,2021-05-22T16.40.44.248,0.180,-0.675,-0.785,0.054
1621694444258,2021-05-22T16.40.44.258,0.190,-0.676,-0.785,0.054
1621694444268,2021-05-22T16.40.44.268,0.200,-0.676,-0.783,0.055
1621694444278,2021-05-22T16.40.44.278,0.210,-0.677,-0.785,0.050
1621694444288,2021-05-22T16.40.44.288,0.220,-0.676,-0.784,0.051
1621694444298,2021-05-22T16.40.44.298,0.230,-0.673,-0.783,0.054
1621694444308,2021-05-22T16.40.44.308,0.240,-0.673,-0.782,0.055
1621694444318,2021-05-22T16.40.44.318,0.250,-0.671,-0.785,0.056
1621694444328,2021-05-22T16.40.44.328,0.260,-0.675,-0.784,0.052
1621694444338,2021-05-22T16.40.44.338,0.270,-0.675,-0.782,0.054
1621694444348,2021-05-22T16.40.44.348,0.280,-0.677,-0.782,0.055
1621694444358,2021-05-22T16.40.44.358,0.290,-0.676,-0.784,0.054
1621694444368,2021-05-22T16.40.44.368,0.300,-0.675,-0.785,0.052
1621694444378,2021-05-22T16.40.44.378,0.310,-0.676,-0.784,0.051
1621694444388,2021-05-22T16.40.44.388,0.320,-0.677,-0.782,0.053
1621694444398,2021-05-22T16.40.44.398,0.330,-0.676,-0.784,0.051
1621694444408,2021-05-22T16.40.44.408,0.340,-0.679,-0.785,0.049
1621694444418,2021-05-22T16.40.44.418,0.350,-0.677,-0.781,0.051
1621694444428,2021-05-22T16.40.44.428,0.360,-0.675,-0.782,0.052
1621694444438,2021-05-22T16.40.44.438,0.370,-0.678,-0.783,0.049
1621694444448,2021-05-22T16.40.44.448,0.380,-0.678,-0.784,0.050
1621694444458,2021-05-22T16.40.44.458,0.390,-0.680,-0.785,0.050
1621694444468,2021-05-22T16.40.44.468,0.400,-0.676,-0.785,0.049
1621694444478,2021-05-22T16.40.44.478,0.410,-0.677,-0.786,0.049
1621694444488,2021-05-22T16.40.44.488,0.420,-0.680,-0.779,0.046
1621694444498,2021-05-22T16.40.44.498,0.430,-0.680,-0.779,0.046
1621694444508,2021-05-22T16.40.44.508,0.440,-0.679,-0.784,0.047
1621694444518,2021-05-22T16.40.44.518,0.450,-0.678,-0.783,0.049
1621694444528,2021-05-22T16.40.44.528,0.460,-0.678,-0.780,0.048
1621694444538,2021-05-22T16.40.44.538,0.470,-0.680,-0.784,0.047
1621694444548,2021-05-22T16.40.44.548,0.480,-0.678,-0.782,0.049
1621694444558,2021-05-22T16.40.44.558,0.490,-0.678,-0.782,0.050
1621694444568,2021-05-22T16.40.44.568,0.500,-0.681,-0.783,0.047
1621694444578,2021-05-22T16.40.44.578,0.510,-0.680,-0.782,0.046
1621694444588,2021-05-22T16.40.44.588,0.520,-0.680,-0.781,0.047
1621694444598,2021-05-22T16.40.44.598,0.530,-0.681,-0.781,0.047
1621694444608,2021-05-22T16.40.44.608,0.540,-0.682,-0.783,0.048
1621694444618,2021-05-22T16.40.44.618,0.550,-0.679,-0.784,0.044
1621694444628,2021-05-22T16.40.44.628,0.560,-0.678,-0.783,0.047
1621694444638,2021-05-22T16.40.44.638,0.570,-0.675,-0.784,0.049
1621694444648,2021-05-22T16.40.44.648,0.580,-0.680,-0.785,0.047
1621694444658,2021-05-22T16.40.44.658,0.590,-0.679,-0.785,0.048
1621694444668,2021-05-22T16.40.44.668,0.600,-0.680,-0.782,0.049
1621694444678,2021-05-22T16.40.44.678,0.610,-0.678,-0.783,0.050
1621694444688,2021-05-22T16.40.44.688,0.620,-0.677,-0.781,0.051
1621694444698,2021-05-22T16.40.44.698,0.630,-0.678,-0.782,0.051
1621694444708,2021-05-22T16.40.44.708,0.640,-0.679,-0.783,0.051
1621694444718,2021-05-22T16.40.44.718,0.650,-0.679,-0.780,0.050
1621694444728,2021-05-22T16.40.44.728,0.660,-0.678,-0.784,0.051
1621694444738,2021-05-22T16.40.44.738,0.670,-0.679,-0.782,0.050
1621694444748,2021-05-22T16.40.44.748,0.680,-0.679,-0.783,0.050
1621694444758,2021-05-22T16.40.44.758,0.690,-0.676,-0.783,0.050
1621694444768,2021-05-22T16.40.44.768,0.700,-0.678,-0.784,0.049
1621694444778,2021-05-22T16.40.44.778,0.710,-0.678,-0.783,0.051
1621694444788,2021-05-22T16.40.44.788,0.720,-0.678,-0.782,0.050
1621694444798,2021-05-22T16.40.44.798,0.730,-0.680,-0.782,0.049
1621694444808,2021-05-22T16.40.44.808,0.740,-0.680,-0.782,0.049
1621694444818,2021-05-22T16.40.44.818,0.750,-0.679,-0.782,0.051
1621694444828,2021-05-22T16.40.44.828,0.760,-0.676,-0.782,0.051
1621694444838,2021-05-22T16.40.44.838,0.770,-0.680,-0.781,0.051
1621694444848,2021-05-22T16.40.44.848,0.780,-0.680,-0.783,0.050
1621694444858,2021-05-22T16.40.44.858,0.790,-0.681,-0.781,0.049
1621694444868,2021-05-22T16.40.44.868,0.800,-0.677,-0.783,0.050
1621694444878,2021-05-22T16.40.44.878,0.810,-0.676,-0.783,0.050
1621694444888,2021-05-22T16.40.44.888,0.820,-0.677,-0.783,0.049
1621694444898,2021-05-22T16.40.44.898,0.830,-0.677,-0.784,0.048
1621694444908,2021-05-22T16.40.44.908,0.840,-0.678,-0.783,0.050
1621694444918,2021-05-22T16.40.44.918,0.850,-0.677,-0.782,0.051
1621694444928,2021-05-22T16.40.44.928,0.860,-0.679,-0.784,0.052
1621694444938,2021-05-22T16.40.44.938,0.870,-0.679,-0.783,0.051
1621694444948,2021-05-22T16.40.44.948,0.880,-0.678,-0.780,0.047
1621694444958,2021-05-22T16.40.44.958,0.890,-0.678,-0.781,0.050
1621694444968,2021-05-22T16.40.44.968,0.900,-0.679,-0.783,0.051
1621694444978,2021-05-22T16.40.44.978,0.910,-0.677,-0.784,0.050
1621694444988,2021-05-22T16.40.44.988,0.920,-0.678,-0.781,0.050
1621694444998,2021-05-22T16.40.44.998,0.930,-0.679,-0.781,0.051
1621694445008,2021-05-22T16.40.45.008,0.940,-0.680,-0.784,0.049
1621694445018,2021-05-22T16.40.45.018,0.950,-0.679,-0.782,0.048
1621694445028,2021-05-22T16.40.45.028,0.960,-0.678,-0.783,0.049
1621694445038,2021-05-22T16.40.45.038,0.970,-0.678,-0.782,0.047
1621694445048,2021-05-22T16.40.45.048,0.980,-0.679,-0.781,0.048
1621694445058,2021-05-22T16.40.45.058,0.990,-0.681,-0.780,0.049
1621694445068,2021-05-22T16.40.45.068,1.000,-0.680,-0.782,0.048
1621694445078,2021-05-22T16.40.45.078,1.010,-0.678,-0.781,0.047
1621694445088,2021-05-22T16.40.45.088,1.020,-0.677,-0.782,0.048
1621694445098,2021-05-22T16.40.45.098,1.030,-0.680,-0.782,0.052
1621694445108,2021-05-22T16.40.45.108,1.040,-0.679,-0.782,0.050
1621694445118,2021-05-22T16.40.45.118,1.050,-0.683,-0.782,0.049
1621694445128,2021-05-22T16.40.45.128,1.060,-0.678,-0.784,0.052
1621694445138,2021-05-22T16.40.45.138,1.070,-0.678,-0.782,0.051
1621694445148,2021-05-22T16.40.45.148,1.080,-0.679,-0.782,0.049
1621694445158,2021-05-22T16.40.45.158,1.090,-0.676,-0.783,0.049
1621694445168,2021-05-22T16.40.45.168,1.100,-0.678,-0.782,0.050
1621694445178,2021-05-22T16.40.45.178,1.110,-0.680,-0.781,0.051
1621694445188,2021-05-22T16.40.45.188,1.120,-0.680,-0.783,0.048
1621694445198,2021-05-22T16.40.45.198,1.130,-0.679,-0.784,0.047
1621694445208,2021-05-22T16.40.45.208,1.140,-0.680,-0.783,0.048
1621694445218,2021-05-22T16.40.45.218,1.150,-0.678,-0.782,0.049
1621694445228,2021-05-22T16.40.45.228,1.160,-0.679,-0.782,0.050
