epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1619282024702,2021-04-24T18.33.44.702,0.000,-0.145,-0.082,-0.980
1619282024712,2021-04-24T18.33.44.712,0.010,-0.147,-0.083,-0.988
1619282024722,2021-04-24T18.33.44.722,0.020,-0.146,-0.082,-0.983
1619282024732,2021-04-24T18.33.44.732,0.030,-0.146,-0.079,-0.984
1619282024742,2021-04-24T18.33.44.742,0.040,-0.146,-0.083,-0.986
1619282024752,2021-04-24T18.33.44.752,0.050,-0.144,-0.083,-0.987
1619282024762,2021-04-24T18.33.44.762,0.060,-0.146,-0.083,-0.988
1619282024772,2021-04-24T18.33.44.772,0.070,-0.143,-0.083,-0.985
1619282024782,2021-04-24T18.33.44.782,0.080,-0.144,-0.083,-0.989
1619282024792,2021-04-24T18.33.44.792,0.090,-0.145,-0.083,-0.986
1619282024802,2021-04-24T18.33.44.802,0.100,-0.144,-0.080,-0.987
1619282024812,2021-04-24T18.33.44.812,0.110,-0.144,-0.082,-0.987
1619282024822,2021-04-24T18.33.44.822,0.120,-0.144,-0.083,-0.987
1619282024832,2021-04-24T18.33.44.832,0.130,-0.144,-0.082,-0.987
1619282024842,2021-04-24T18.33.44.842,0.140,-0.148,-0.082,-0.988
1619282024852,2021-04-24T18.33.44.852,0.150,-0.145,-0.083,-0.985
1619282024862,2021-04-24T18.33.44.862,0.160,-0.145,-0.084,-0.985
1619282024872,2021-04-24T18.33.44.872,0.170,-0.144,-0.082,-0.985
1619282024882,2021-04-24T18.33.44.882,0.180,-0.144,-0.081,-0.987
1619282024892,2021-04-24T18.33.44.892,0.190,-0.144,-0.083,-0.985
1619282024902,2021-04-24T18.33.44.902,0.200,-0.144,-0.084,-0.990
1619282024912,2021-04-24T18.33.44.912,0.210,-0.145,-0.083,-0.990
1619282024922,2021-04-24T18.33.44.922,0.220,-0.144,-0.082,-0.987
1619282024932,2021-04-24T18.33.44.932,0.230,-0.144,-0.081,-0.985
1619282024942,2021-04-24T18.33.44.942,0.240,-0.144,-0.081,-0.985
1619282024952,2021-04-24T18.33.44.952,0.250,-0.145,-0.083,-0.990
1619282024962,2021-04-24T18.33.44.962,0.260,-0.144,-0.083,-0.987
1619282024972,2021-04-24T18.33.44.972,0.270,-0.145,-0.081,-0.986
1619282024982,2021-04-24T18.33.44.982,0.280,-0.145,-0.083,-0.988
1619282024992,2021-04-24T18.33.44.992,0.290,-0.145,-0.083,-0.987
1619282025002,2021-04-24T18.33.45.002,0.300,-0.143,-0.082,-0.989
1619282025012,2021-04-24T18.33.45.012,0.310,-0.146,-0.082,-0.984
1619282025022,2021-04-24T18.33.45.022,0.320,-0.146,-0.082,-0.988
1619282025032,2021-04-24T18.33.45.032,0.330,-0.145,-0.081,-0.987
1619282025042,2021-04-24T18.33.45.042,0.340,-0.146,-0.082,-0.986
1619282025052,2021-04-24T18.33.45.052,0.350,-0.148,-0.082,-0.986
1619282025062,2021-04-24T18.33.45.062,0.360,-0.145,-0.081,-0.987
1619282025072,2021-04-24T18.33.45.072,0.370,-0.145,-0.082,-0.985
1619282025082,2021-04-24T18.33.45.082,0.380,-0.145,-0.082,-0.987
1619282025092,2021-04-24T18.33.45.092,0.390,-0.144,-0.083,-0.987
1619282025102,2021-04-24T18.33.45.102,0.400,-0.144,-0.083,-0.986
1619282025112,2021-04-24T18.33.45.112,0.410,-0.146,-0.083,-0.986
1619282025122,2021-04-24T18.33.45.122,0.420,-0.145,-0.082,-0.988
1619282025132,2021-04-24T18.33.45.132,0.430,-0.143,-0.081,-0.984
1619282025142,2021-04-24T18.33.45.142,0.440,-0.146,-0.082,-0.985
1619282025152,2021-04-24T18.33.45.152,0.450,-0.145,-0.082,-0.987
1619282025162,2021-04-24T18.33.45.162,0.460,-0.148,-0.082,-0.986
1619282025172,2021-04-24T18.33.45.172,0.470,-0.145,-0.081,-0.987
1619282025182,2021-04-24T18.33.45.182,0.480,-0.144,-0.081,-0.983
1619282025192,2021-04-24T18.33.45.192,0.490,-0.146,-0.083,-0.985
1619282025202,2021-04-24T18.33.45.202,0.500,-0.144,-0.083,-0.988
1619282025212,2021-04-24T18.33.45.212,0.510,-0.145,-0.083,-0.985
1619282025222,2021-04-24T18.33.45.222,0.520,-0.144,-0.082,-0.985
1619282025232,2021-04-24T18.33.45.232,0.530,-0.146,-0.082,-0.987
1619282025242,2021-04-24T18.33.45.242,0.540,-0.147,-0.082,-0.986
1619282025252,2021-04-24T18.33.45.252,0.550,-0.143,-0.079,-0.986
1619282025262,2021-04-24T18.33.45.262,0.560,-0.145,-0.081,-0.986
1619282025272,2021-04-24T18.33.45.272,0.570,-0.146,-0.083,-0.987
1619282025282,2021-04-24T18.33.45.282,0.580,-0.143,-0.081,-0.989
1619282025292,2021-04-24T18.33.45.292,0.590,-0.146,-0.082,-0.989
1619282025302,2021-04-24T18.33.45.302,0.600,-0.145,-0.081,-0.985
1619282025312,2021-04-24T18.33.45.312,0.610,-0.142,-0.081,-0.986
1619282025322,2021-04-24T18.33.45.322,0.620,-0.142,-0.080,-0.987
1619282025332,2021-04-24T18.33.45.332,0.630,-0.141,-0.082,-0.986
1619282025342,2021-04-24T18.33.45.342,0.640,-0.144,-0.083,-0.985
1619282025352,2021-04-24T18.33.45.352,0.650,-0.144,-0.083,-0.985
1619282025362,2021-04-24T18.33.45.362,0.660,-0.144,-0.083,-0.985
1619282025372,2021-04-24T18.33.45.372,0.670,-0.148,-0.081,-0.986
1619282025382,2021-04-24T18.33.45.382,0.680,-0.146,-0.084,-0.987
1619282025392,2021-04-24T18.33.45.392,0.690,-0.144,-0.083,-0.985
1619282025402,2021-04-24T18.33.45.402,0.700,-0.146,-0.083,-0.984
1619282025412,2021-04-24T18.33.45.412,0.710,-0.146,-0.083,-0.987
1619282025422,2021-04-24T18.33.45.422,0.720,-0.145,-0.083,-0.985
1619282025432,2021-04-24T18.33.45.432,0.730,-0.142,-0.083,-0.986
1619282025442,2021-04-24T18.33.45.442,0.740,-0.143,-0.084,-0.988
1619282025452,2021-04-24T18.33.45.452,0.750,-0.145,-0.082,-0.985
1619282025462,2021-04-24T18.33.45.462,0.760,-0.145,-0.083,-0.985
1619282025472,2021-04-24T18.33.45.472,0.770,-0.146,-0.083,-0.985
1619282025482,2021-04-24T18.33.45.482,0.780,-0.143,-0.082,-0.986
