epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1619282024703,2021-04-24T18.33.44.703,0.000,0.244,0.000,-0.183
1619282024713,2021-04-24T18.33.44.713,0.010,-0.366,0.061,-0.427
1619282024723,2021-04-24T18.33.44.723,0.020,0.366,0.000,-0.305
1619282024733,2021-04-24T18.33.44.733,0.030,0.488,0.000,-0.305
1619282024743,2021-04-24T18.33.44.743,0.040,0.427,0.061,-0.305
1619282024753,2021-04-24T18.33.44.753,0.050,0.427,0.122,-0.366
1619282024763,2021-04-24T18.33.44.763,0.060,0.366,0.122,-0.366
1619282024773,2021-04-24T18.33.44.773,0.070,0.366,0.122,-0.366
1619282024783,2021-04-24T18.33.44.783,0.080,0.427,0.061,-0.366
1619282024793,2021-04-24T18.33.44.793,0.090,0.488,0.061,-0.305
1619282024803,2021-04-24T18.33.44.803,0.100,0.549,0.122,-0.366
1619282024813,2021-04-24T18.33.44.813,0.110,0.427,0.000,-0.305
1619282024823,2021-04-24T18.33.44.823,0.120,0.488,-0.061,-0.305
1619282024833,2021-04-24T18.33.44.833,0.130,0.488,-0.061,-0.366
1619282024843,2021-04-24T18.33.44.843,0.140,0.427,0.000,-0.366
1619282024853,2021-04-24T18.33.44.853,0.150,0.366,0.000,-0.366
1619282024863,2021-04-24T18.33.44.863,0.160,0.305,0.061,-0.366
1619282024873,2021-04-24T18.33.44.873,0.170,0.427,0.000,-0.366
1619282024883,2021-04-24T18.33.44.883,0.180,0.244,-0.061,-0.305
1619282024893,2021-04-24T18.33.44.893,0.190,0.305,0.000,-0.305
1619282024903,2021-04-24T18.33.44.903,0.200,0.244,0.061,-0.366
1619282024913,2021-04-24T18.33.44.913,0.210,0.183,0.122,-0.366
1619282024923,2021-04-24T18.33.44.923,0.220,0.244,0.122,-0.427
1619282024933,2021-04-24T18.33.44.933,0.230,0.305,0.122,-0.305
1619282024943,2021-04-24T18.33.44.943,0.240,0.183,0.183,-0.366
1619282024953,2021-04-24T18.33.44.953,0.250,0.244,0.122,-0.366
1619282024963,2021-04-24T18.33.44.963,0.260,0.183,0.183,-0.427
1619282024973,2021-04-24T18.33.44.973,0.270,0.183,0.183,-0.305
1619282024983,2021-04-24T18.33.44.983,0.280,0.305,0.244,-0.366
1619282024993,2021-04-24T18.33.44.993,0.290,0.244,0.244,-0.305
1619282025003,2021-04-24T18.33.45.003,0.300,0.244,0.244,-0.305
1619282025013,2021-04-24T18.33.45.013,0.310,0.427,0.122,-0.366
1619282025023,2021-04-24T18.33.45.023,0.320,0.305,0.183,-0.305
1619282025033,2021-04-24T18.33.45.033,0.330,0.183,0.244,-0.366
1619282025043,2021-04-24T18.33.45.043,0.340,0.305,0.305,-0.366
1619282025053,2021-04-24T18.33.45.053,0.350,0.244,0.244,-0.427
1619282025063,2021-04-24T18.33.45.063,0.360,0.244,0.183,-0.427
1619282025073,2021-04-24T18.33.45.073,0.370,0.305,0.183,-0.305
1619282025083,2021-04-24T18.33.45.083,0.380,0.244,0.183,-0.305
1619282025093,2021-04-24T18.33.45.093,0.390,0.366,0.122,-0.305
1619282025103,2021-04-24T18.33.45.103,0.400,0.305,0.061,-0.305
1619282025113,2021-04-24T18.33.45.113,0.410,0.244,0.000,-0.305
1619282025123,2021-04-24T18.33.45.123,0.420,0.366,0.000,-0.366
1619282025133,2021-04-24T18.33.45.133,0.430,0.183,0.122,-0.244
1619282025143,2021-04-24T18.33.45.143,0.440,0.244,0.183,-0.366
1619282025153,2021-04-24T18.33.45.153,0.450,0.305,0.244,-0.244
1619282025163,2021-04-24T18.33.45.163,0.460,0.183,0.244,-0.366
1619282025173,2021-04-24T18.33.45.173,0.470,0.366,0.183,-0.427
1619282025183,2021-04-24T18.33.45.183,0.480,0.366,0.122,-0.366
1619282025193,2021-04-24T18.33.45.193,0.490,0.122,0.122,-0.366
1619282025203,2021-04-24T18.33.45.203,0.500,0.122,0.183,-0.366
1619282025213,2021-04-24T18.33.45.213,0.510,0.183,0.122,-0.305
1619282025223,2021-04-24T18.33.45.223,0.520,0.244,0.122,-0.305
1619282025233,2021-04-24T18.33.45.233,0.530,0.305,0.183,-0.305
1619282025243,2021-04-24T18.33.45.243,0.540,0.305,0.244,-0.305
1619282025253,2021-04-24T18.33.45.253,0.550,0.244,0.244,-0.305
1619282025263,2021-04-24T18.33.45.263,0.560,0.305,0.244,-0.305
1619282025273,2021-04-24T18.33.45.273,0.570,0.366,0.305,-0.305
1619282025283,2021-04-24T18.33.45.283,0.580,0.305,0.183,-0.305
1619282025293,2021-04-24T18.33.45.293,0.590,0.244,0.183,-0.366
1619282025303,2021-04-24T18.33.45.303,0.600,0.366,0.183,-0.366
1619282025313,2021-04-24T18.33.45.313,0.610,0.366,0.122,-0.366
1619282025323,2021-04-24T18.33.45.323,0.620,0.305,0.122,-0.305
1619282025333,2021-04-24T18.33.45.333,0.630,0.244,0.122,-0.366
1619282025343,2021-04-24T18.33.45.343,0.640,0.305,0.122,-0.366
1619282025353,2021-04-24T18.33.45.353,0.650,0.366,0.122,-0.305
1619282025363,2021-04-24T18.33.45.363,0.660,0.122,0.183,-0.305
1619282025373,2021-04-24T18.33.45.373,0.670,0.122,0.183,-0.305
1619282025383,2021-04-24T18.33.45.383,0.680,0.122,0.183,-0.305
1619282025393,2021-04-24T18.33.45.393,0.690,0.000,0.183,-0.366
1619282025403,2021-04-24T18.33.45.403,0.700,-0.122,0.244,-0.427
