epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1619356961100,2021-04-25T15.22.41.100,0.000,25.793,4.085,-0.549
1619356961110,2021-04-25T15.22.41.110,0.010,27.073,1.220,-2.988
1619356961120,2021-04-25T15.22.41.120,0.020,30.488,-4.207,-8.171
1619356961130,2021-04-25T15.22.41.130,0.030,33.476,1.341,-12.256
1619356961140,2021-04-25T15.22.41.140,0.040,33.780,12.500,-12.988
1619356961150,2021-04-25T15.22.41.150,0.050,33.598,22.378,-11.524
1619356961160,2021-04-25T15.22.41.160,0.060,33.354,30.671,-10.610
1619356961170,2021-04-25T15.22.41.170,0.070,33.537,33.963,-9.451
1619356961180,2021-04-25T15.22.41.180,0.080,31.951,30.793,-7.378
1619356961190,2021-04-25T15.22.41.190,0.090,31.220,25.244,-7.988
1619356961200,2021-04-25T15.22.41.200,0.100,31.585,23.476,-8.171
1619356961210,2021-04-25T15.22.41.210,0.110,29.756,23.476,-7.500
1619356961220,2021-04-25T15.22.41.220,0.120,27.683,25.427,-6.463
1619356961230,2021-04-25T15.22.41.230,0.130,27.256,24.390,-6.341
1619356961240,2021-04-25T15.22.41.240,0.140,27.805,21.890,-5.793
1619356961250,2021-04-25T15.22.41.250,0.150,27.378,20.610,-4.878
1619356961260,2021-04-25T15.22.41.260,0.160,28.537,19.817,-5.366
1619356961270,2021-04-25T15.22.41.270,0.170,29.146,23.171,-6.220
1619356961280,2021-04-25T15.22.41.280,0.180,28.841,27.256,-7.927
1619356961290,2021-04-25T15.22.41.290,0.190,25.976,32.988,-9.573
1619356961300,2021-04-25T15.22.41.300,0.200,22.073,34.939,-11.707
1619356961310,2021-04-25T15.22.41.310,0.210,18.963,37.988,-12.927
1619356961320,2021-04-25T15.22.41.320,0.220,17.805,42.134,-12.195
1619356961330,2021-04-25T15.22.41.330,0.230,17.134,44.268,-11.220
1619356961340,2021-04-25T15.22.41.340,0.240,15.915,42.439,-14.268
1619356961350,2021-04-25T15.22.41.350,0.250,16.037,37.317,-17.561
