epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621694810374,2021-05-22T16.46.50.374,0.000,-0.084,0.709,0.713
1621694810384,2021-05-22T16.46.50.384,0.010,-0.085,0.714,0.716
1621694810394,2021-05-22T16.46.50.394,0.020,-0.082,0.712,0.709
1621694810404,2021-05-22T16.46.50.404,0.030,-0.082,0.716,0.711
1621694810414,2021-05-22T16.46.50.414,0.040,-0.085,0.712,0.707
1621694810424,2021-05-22T16.46.50.424,0.050,-0.086,0.715,0.705
1621694810434,2021-05-22T16.46.50.434,0.060,-0.082,0.714,0.707
1621694810444,2021-05-22T16.46.50.444,0.070,-0.083,0.715,0.706
1621694810454,2021-05-22T16.46.50.454,0.080,-0.080,0.716,0.705
1621694810464,2021-05-22T16.46.50.464,0.090,-0.084,0.718,0.703
1621694810474,2021-05-22T16.46.50.474,0.100,-0.085,0.718,0.701
1621694810484,2021-05-22T16.46.50.484,0.110,-0.083,0.717,0.699
1621694810494,2021-05-22T16.46.50.494,0.120,-0.087,0.717,0.697
1621694810504,2021-05-22T16.46.50.504,0.130,-0.085,0.720,0.700
1621694810514,2021-05-22T16.46.50.514,0.140,-0.083,0.718,0.697
1621694810524,2021-05-22T16.46.50.524,0.150,-0.079,0.719,0.694
1621694810534,2021-05-22T16.46.50.534,0.160,-0.081,0.719,0.695
1621694810544,2021-05-22T16.46.50.544,0.170,-0.077,0.722,0.695
1621694810554,2021-05-22T16.46.50.554,0.180,-0.069,0.719,0.697
1621694810564,2021-05-22T16.46.50.564,0.190,-0.070,0.720,0.697
1621694810574,2021-05-22T16.46.50.574,0.200,-0.071,0.717,0.695
1621694810584,2021-05-22T16.46.50.584,0.210,-0.074,0.719,0.693
1621694810594,2021-05-22T16.46.50.594,0.220,-0.076,0.718,0.695
1621694810604,2021-05-22T16.46.50.604,0.230,-0.074,0.719,0.695
1621694810614,2021-05-22T16.46.50.614,0.240,-0.075,0.718,0.696
1621694810624,2021-05-22T16.46.50.624,0.250,-0.065,0.718,0.699
1621694810634,2021-05-22T16.46.50.634,0.260,-0.067,0.716,0.701
