epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621092695601,2021-05-15T17.31.35.601,0.000,7.683,-9.268,-4.512
1621092695611,2021-05-15T17.31.35.611,0.010,8.537,-9.268,-4.390
1621092695621,2021-05-15T17.31.35.621,0.020,8.841,-8.049,-5.000
1621092695631,2021-05-15T17.31.35.631,0.030,9.024,-6.463,-5.244
1621092695641,2021-05-15T17.31.35.641,0.040,8.963,-6.524,-4.695
1621092695651,2021-05-15T17.31.35.651,0.050,9.024,-7.500,-4.268
1621092695661,2021-05-15T17.31.35.661,0.060,8.963,-8.598,-3.720
1621092695671,2021-05-15T17.31.35.671,0.070,8.963,-9.939,-3.293
1621092695681,2021-05-15T17.31.35.681,0.080,9.024,-10.854,-2.927
1621092695691,2021-05-15T17.31.35.691,0.090,8.963,-9.329,-2.500
1621092695701,2021-05-15T17.31.35.701,0.100,8.720,-7.378,-2.439
1621092695711,2021-05-15T17.31.35.711,0.110,8.537,-6.585,-2.561
1621092695721,2021-05-15T17.31.35.721,0.120,8.293,-6.341,-2.622
1621092695731,2021-05-15T17.31.35.731,0.130,8.171,-5.793,-2.500
1621092695741,2021-05-15T17.31.35.741,0.140,7.988,-6.098,-2.439
1621092695751,2021-05-15T17.31.35.751,0.150,7.927,-7.012,-2.500
1621092695761,2021-05-15T17.31.35.761,0.160,8.049,-8.232,-2.317
1621092695771,2021-05-15T17.31.35.771,0.170,8.110,-9.085,-2.195
1621092695781,2021-05-15T17.31.35.781,0.180,8.049,-8.415,-2.073
1621092695791,2021-05-15T17.31.35.791,0.190,7.744,-7.012,-1.951
1621092695801,2021-05-15T17.31.35.801,0.200,7.195,-5.732,-1.646
1621092695811,2021-05-15T17.31.35.811,0.210,6.280,-4.878,-1.707
1621092695821,2021-05-15T17.31.35.821,0.220,5.610,-4.451,-1.707
1621092695831,2021-05-15T17.31.35.831,0.230,5.122,-4.390,-1.585
1621092695841,2021-05-15T17.31.35.841,0.240,4.939,-4.573,-1.280
1621092695851,2021-05-15T17.31.35.851,0.250,4.756,-4.207,-1.037
1621092695861,2021-05-15T17.31.35.861,0.260,4.512,-3.902,-0.732
1621092695871,2021-05-15T17.31.35.871,0.270,4.451,-3.780,-0.366
1621092695881,2021-05-15T17.31.35.881,0.280,4.451,-2.317,-0.061
1621092695891,2021-05-15T17.31.35.891,0.290,4.329,-0.366,0.061
1621092695901,2021-05-15T17.31.35.901,0.300,4.085,0.976,-0.061
1621092695911,2021-05-15T17.31.35.911,0.310,4.146,1.707,-0.366
1621092695921,2021-05-15T17.31.35.921,0.320,4.085,1.646,-0.488
1621092695931,2021-05-15T17.31.35.931,0.330,3.841,0.183,-0.915
1621092695941,2021-05-15T17.31.35.941,0.340,3.902,-1.402,-1.220
1621092695951,2021-05-15T17.31.35.951,0.350,3.780,-2.561,-1.098
1621092695961,2021-05-15T17.31.35.961,0.360,3.415,-3.780,-0.915
1621092695971,2021-05-15T17.31.35.971,0.370,2.866,-4.329,-0.671
1621092695981,2021-05-15T17.31.35.981,0.380,2.317,-4.634,-0.305
1621092695991,2021-05-15T17.31.35.991,0.390,2.073,-4.756,-0.183
1621092696001,2021-05-15T17.31.36.001,0.400,1.768,-4.939,-0.244
1621092696011,2021-05-15T17.31.36.011,0.410,1.585,-5.122,-0.427
1621092696021,2021-05-15T17.31.36.021,0.420,1.707,-4.573,-0.427
1621092696031,2021-05-15T17.31.36.031,0.430,1.585,-3.110,-0.183
1621092696041,2021-05-15T17.31.36.041,0.440,1.402,-2.317,0.000
1621092696051,2021-05-15T17.31.36.051,0.450,1.341,-2.073,0.183
1621092696061,2021-05-15T17.31.36.061,0.460,0.854,-1.402,0.366
1621092696071,2021-05-15T17.31.36.071,0.470,0.488,-0.793,0.488
1621092696081,2021-05-15T17.31.36.081,0.480,0.122,-1.037,0.732
1621092696091,2021-05-15T17.31.36.091,0.490,-0.244,-1.037,1.037
1621092696101,2021-05-15T17.31.36.101,0.500,-0.610,-0.915,1.220
1621092696111,2021-05-15T17.31.36.111,0.510,-0.549,-1.463,1.402
1621092696121,2021-05-15T17.31.36.121,0.520,-0.366,-2.256,1.585
1621092696131,2021-05-15T17.31.36.131,0.530,-0.183,-2.927,1.646
1621092696141,2021-05-15T17.31.36.141,0.540,0.061,-3.171,1.707
1621092696151,2021-05-15T17.31.36.151,0.550,0.366,-3.110,1.646
1621092696161,2021-05-15T17.31.36.161,0.560,0.732,-3.171,1.585
1621092696171,2021-05-15T17.31.36.171,0.570,1.098,-2.622,1.524
1621092696181,2021-05-15T17.31.36.181,0.580,1.159,-2.195,1.524
1621092696191,2021-05-15T17.31.36.191,0.590,1.220,-2.378,1.585
1621092696201,2021-05-15T17.31.36.201,0.600,1.098,-2.622,1.463
1621092696211,2021-05-15T17.31.36.211,0.610,1.159,-2.500,1.341
1621092696221,2021-05-15T17.31.36.221,0.620,1.220,-2.439,1.220
1621092696231,2021-05-15T17.31.36.231,0.630,1.037,-1.890,1.037
1621092696241,2021-05-15T17.31.36.241,0.640,0.976,-1.646,0.793
1621092696251,2021-05-15T17.31.36.251,0.650,1.037,-1.585,0.610
1621092696261,2021-05-15T17.31.36.261,0.660,1.037,-1.951,0.427
1621092696271,2021-05-15T17.31.36.271,0.670,0.915,-2.256,0.427
1621092696281,2021-05-15T17.31.36.281,0.680,0.793,-2.195,0.427
1621092696291,2021-05-15T17.31.36.291,0.690,0.793,-1.951,0.610
1621092696301,2021-05-15T17.31.36.301,0.700,0.671,-1.890,0.671
1621092696311,2021-05-15T17.31.36.311,0.710,0.671,-2.134,0.793
1621092696321,2021-05-15T17.31.36.321,0.720,0.732,-2.622,0.976
1621092696331,2021-05-15T17.31.36.331,0.730,0.854,-2.866,1.037
1621092696341,2021-05-15T17.31.36.341,0.740,1.037,-2.378,0.915
1621092696351,2021-05-15T17.31.36.351,0.750,1.037,-1.829,0.732
1621092696361,2021-05-15T17.31.36.361,0.760,0.976,-1.768,0.732
1621092696371,2021-05-15T17.31.36.371,0.770,0.915,-1.585,0.610
1621092696381,2021-05-15T17.31.36.381,0.780,0.732,-1.463,0.244
1621092696391,2021-05-15T17.31.36.391,0.790,0.915,-1.707,-0.183
1621092696401,2021-05-15T17.31.36.401,0.800,0.671,-2.561,-0.244
1621092696411,2021-05-15T17.31.36.411,0.810,0.549,-2.805,-0.244
1621092696421,2021-05-15T17.31.36.421,0.820,0.488,-2.317,-0.366
