epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621262489964,2021-05-17T16.41.29.964,0.000,-0.668,0.259,0.689
1621262489974,2021-05-17T16.41.29.974,0.010,-0.674,0.259,0.695
1621262489984,2021-05-17T16.41.29.984,0.020,-0.680,0.260,0.688
1621262489994,2021-05-17T16.41.29.994,0.030,-0.678,0.265,0.684
1621262490004,2021-05-17T16.41.30.004,0.040,-0.670,0.264,0.676
1621262490014,2021-05-17T16.41.30.014,0.050,-0.670,0.257,0.675
1621262490024,2021-05-17T16.41.30.024,0.060,-0.667,0.247,0.696
1621262490034,2021-05-17T16.41.30.034,0.070,-0.663,0.255,0.705
1621262490044,2021-05-17T16.41.30.044,0.080,-0.669,0.257,0.689
1621262490054,2021-05-17T16.41.30.054,0.090,-0.678,0.256,0.674
1621262490064,2021-05-17T16.41.30.064,0.100,-0.683,0.257,0.675
1621262490074,2021-05-17T16.41.30.074,0.110,-0.687,0.252,0.677
1621262490084,2021-05-17T16.41.30.084,0.120,-0.687,0.255,0.682
1621262490094,2021-05-17T16.41.30.094,0.130,-0.673,0.256,0.685
1621262490104,2021-05-17T16.41.30.104,0.140,-0.667,0.254,0.695
1621262490114,2021-05-17T16.41.30.114,0.150,-0.670,0.265,0.696
1621262490124,2021-05-17T16.41.30.124,0.160,-0.657,0.270,0.688
1621262490134,2021-05-17T16.41.30.134,0.170,-0.659,0.267,0.681
1621262490144,2021-05-17T16.41.30.144,0.180,-0.674,0.261,0.682
1621262490154,2021-05-17T16.41.30.154,0.190,-0.679,0.256,0.679
1621262490164,2021-05-17T16.41.30.164,0.200,-0.680,0.253,0.675
1621262490174,2021-05-17T16.41.30.174,0.210,-0.690,0.242,0.686
1621262490184,2021-05-17T16.41.30.184,0.220,-0.692,0.250,0.699
1621262490194,2021-05-17T16.41.30.194,0.230,-0.683,0.260,0.690
1621262490204,2021-05-17T16.41.30.204,0.240,-0.673,0.259,0.676
1621262490214,2021-05-17T16.41.30.214,0.250,-0.666,0.258,0.677
1621262490224,2021-05-17T16.41.30.224,0.260,-0.662,0.256,0.694
1621262490234,2021-05-17T16.41.30.234,0.270,-0.662,0.259,0.694
1621262490244,2021-05-17T16.41.30.244,0.280,-0.668,0.259,0.681
1621262490254,2021-05-17T16.41.30.254,0.290,-0.681,0.252,0.676
1621262490264,2021-05-17T16.41.30.264,0.300,-0.690,0.253,0.686
1621262490274,2021-05-17T16.41.30.274,0.310,-0.686,0.258,0.685
1621262490284,2021-05-17T16.41.30.284,0.320,-0.680,0.260,0.677
1621262490294,2021-05-17T16.41.30.294,0.330,-0.670,0.262,0.685
1621262490304,2021-05-17T16.41.30.304,0.340,-0.660,0.256,0.686
1621262490314,2021-05-17T16.41.30.314,0.350,-0.672,0.257,0.686
1621262490324,2021-05-17T16.41.30.324,0.360,-0.677,0.258,0.686
1621262490334,2021-05-17T16.41.30.334,0.370,-0.673,0.253,0.682
1621262490344,2021-05-17T16.41.30.344,0.380,-0.685,0.248,0.688
1621262490354,2021-05-17T16.41.30.354,0.390,-0.692,0.253,0.686
1621262490364,2021-05-17T16.41.30.364,0.400,-0.678,0.254,0.679
1621262490374,2021-05-17T16.41.30.374,0.410,-0.674,0.255,0.682
