epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621262489965,2021-05-17T16.41.29.965,0.000,-0.122,0.915,-0.793
1621262489975,2021-05-17T16.41.29.975,0.010,0.061,0.366,-0.488
1621262489985,2021-05-17T16.41.29.985,0.020,0.183,0.122,-0.366
1621262489995,2021-05-17T16.41.29.995,0.030,-0.122,0.000,-0.549
1621262490005,2021-05-17T16.41.30.005,0.040,0.061,0.244,-0.671
1621262490015,2021-05-17T16.41.30.015,0.050,0.305,-0.061,-0.732
1621262490025,2021-05-17T16.41.30.025,0.060,0.488,-0.061,-0.793
1621262490035,2021-05-17T16.41.30.035,0.070,0.610,0.793,-0.732
1621262490045,2021-05-17T16.41.30.045,0.080,0.610,1.524,-0.671
1621262490055,2021-05-17T16.41.30.055,0.090,0.488,1.829,-0.610
1621262490065,2021-05-17T16.41.30.065,0.100,0.488,1.768,-0.488
1621262490075,2021-05-17T16.41.30.075,0.110,0.427,1.037,-0.427
1621262490085,2021-05-17T16.41.30.085,0.120,0.244,0.061,-0.488
1621262490095,2021-05-17T16.41.30.095,0.130,0.488,-0.061,-0.549
1621262490105,2021-05-17T16.41.30.105,0.140,0.915,-0.122,-0.610
1621262490115,2021-05-17T16.41.30.115,0.150,0.915,-0.122,-0.854
1621262490125,2021-05-17T16.41.30.125,0.160,0.976,0.671,-1.098
1621262490135,2021-05-17T16.41.30.135,0.170,0.915,1.524,-1.037
1621262490145,2021-05-17T16.41.30.145,0.180,0.732,1.951,-0.854
1621262490155,2021-05-17T16.41.30.155,0.190,0.549,2.012,-0.976
1621262490165,2021-05-17T16.41.30.165,0.200,0.610,1.890,-0.915
1621262490175,2021-05-17T16.41.30.175,0.210,0.915,0.854,-0.366
1621262490185,2021-05-17T16.41.30.185,0.220,0.854,-0.305,-0.183
1621262490195,2021-05-17T16.41.30.195,0.230,0.732,-0.854,-0.427
1621262490205,2021-05-17T16.41.30.205,0.240,0.732,-0.976,-0.549
1621262490215,2021-05-17T16.41.30.215,0.250,0.732,-0.305,-0.793
1621262490225,2021-05-17T16.41.30.225,0.260,0.671,0.366,-0.854
1621262490235,2021-05-17T16.41.30.235,0.270,0.488,0.976,-1.037
1621262490245,2021-05-17T16.41.30.245,0.280,0.427,1.524,-1.037
1621262490255,2021-05-17T16.41.30.255,0.290,0.366,1.037,-0.732
1621262490265,2021-05-17T16.41.30.265,0.300,0.244,0.305,-0.427
1621262490275,2021-05-17T16.41.30.275,0.310,0.183,-0.366,-0.366
1621262490285,2021-05-17T16.41.30.285,0.320,0.366,-0.915,-0.366
1621262490295,2021-05-17T16.41.30.295,0.330,0.366,-0.610,-0.732
1621262490305,2021-05-17T16.41.30.305,0.340,0.427,0.061,-1.037
1621262490315,2021-05-17T16.41.30.315,0.350,0.549,0.488,-1.037
1621262490325,2021-05-17T16.41.30.325,0.360,0.732,0.976,-1.280
1621262490335,2021-05-17T16.41.30.335,0.370,1.037,1.402,-1.402
1621262490345,2021-05-17T16.41.30.345,0.380,1.220,0.915,-1.098
1621262490355,2021-05-17T16.41.30.355,0.390,1.098,0.305,-1.037
1621262490365,2021-05-17T16.41.30.365,0.400,1.098,0.305,-1.037
1621262490375,2021-05-17T16.41.30.375,0.410,0.976,0.061,-0.610
1621262490385,2021-05-17T16.41.30.385,0.420,0.854,-0.122,-0.366
1621262490395,2021-05-17T16.41.30.395,0.430,0.549,-0.122,-0.549
1621262490405,2021-05-17T16.41.30.405,0.440,0.488,0.305,-0.732
1621262490415,2021-05-17T16.41.30.415,0.450,0.671,0.854,-0.793
1621262490425,2021-05-17T16.41.30.425,0.460,0.854,0.366,-0.793
1621262490435,2021-05-17T16.41.30.435,0.470,0.732,0.427,-0.671
1621262490445,2021-05-17T16.41.30.445,0.480,0.793,0.732,-0.549
1621262490455,2021-05-17T16.41.30.455,0.490,0.732,0.732,-0.244
1621262490465,2021-05-17T16.41.30.465,0.500,0.671,0.427,0.122
1621262490475,2021-05-17T16.41.30.475,0.510,0.549,-0.061,0.183
1621262490485,2021-05-17T16.41.30.485,0.520,0.671,-0.549,0.183
1621262490495,2021-05-17T16.41.30.495,0.530,0.610,-0.915,0.183
1621262490505,2021-05-17T16.41.30.505,0.540,0.366,-0.610,0.183
1621262490515,2021-05-17T16.41.30.515,0.550,0.549,-0.549,0.427
1621262490525,2021-05-17T16.41.30.525,0.560,0.549,-0.610,0.122
1621262490535,2021-05-17T16.41.30.535,0.570,0.549,-0.671,-0.305
1621262490545,2021-05-17T16.41.30.545,0.580,0.305,-0.427,-0.366
1621262490555,2021-05-17T16.41.30.555,0.590,0.305,0.244,-0.671
1621262490565,2021-05-17T16.41.30.565,0.600,0.488,0.793,-0.671
1621262490575,2021-05-17T16.41.30.575,0.610,0.610,0.549,-0.488
1621262490585,2021-05-17T16.41.30.585,0.620,0.610,0.427,-0.305
1621262490595,2021-05-17T16.41.30.595,0.630,0.549,0.061,-0.244
1621262490605,2021-05-17T16.41.30.605,0.640,0.305,0.061,-0.488
1621262490615,2021-05-17T16.41.30.615,0.650,0.427,-0.061,-0.549
1621262490625,2021-05-17T16.41.30.625,0.660,0.610,-0.732,-0.549
1621262490635,2021-05-17T16.41.30.635,0.670,0.671,-0.671,-0.732
1621262490645,2021-05-17T16.41.30.645,0.680,0.610,0.305,-0.854
1621262490655,2021-05-17T16.41.30.655,0.690,0.610,0.793,-1.220
1621262490665,2021-05-17T16.41.30.665,0.700,0.427,0.854,-1.463
1621262490675,2021-05-17T16.41.30.675,0.710,0.366,0.854,-1.646
1621262490685,2021-05-17T16.41.30.685,0.720,0.732,0.488,-1.463
