epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621694062125,2021-05-22T16.34.22.125,0.000,6.341,0.488,4.390
1621694062135,2021-05-22T16.34.22.135,0.010,6.098,0.549,4.451
1621694062145,2021-05-22T16.34.22.145,0.020,5.427,0.549,5.183
1621694062155,2021-05-22T16.34.22.155,0.030,4.573,1.646,5.854
1621694062165,2021-05-22T16.34.22.165,0.040,3.537,4.146,5.549
1621694062175,2021-05-22T16.34.22.175,0.050,2.439,7.561,4.756
1621694062185,2021-05-22T16.34.22.185,0.060,2.134,10.061,4.268
1621694062195,2021-05-22T16.34.22.195,0.070,2.500,10.244,3.780
1621694062205,2021-05-22T16.34.22.205,0.080,2.866,9.634,3.293
1621694062215,2021-05-22T16.34.22.215,0.090,3.049,8.415,2.500
1621694062225,2021-05-22T16.34.22.225,0.100,2.805,6.768,1.646
1621694062235,2021-05-22T16.34.22.235,0.110,2.744,6.463,1.098
1621694062245,2021-05-22T16.34.22.245,0.120,2.805,6.037,0.793
1621694062255,2021-05-22T16.34.22.255,0.130,2.744,5.244,0.549
1621694062265,2021-05-22T16.34.22.265,0.140,2.683,5.427,0.427
1621694062275,2021-05-22T16.34.22.275,0.150,2.805,6.585,0.427
1621694062285,2021-05-22T16.34.22.285,0.160,2.927,7.805,0.732
1621694062295,2021-05-22T16.34.22.295,0.170,3.110,8.171,0.549
1621694062305,2021-05-22T16.34.22.305,0.180,3.232,7.683,0.183
1621694062315,2021-05-22T16.34.22.315,0.190,3.293,7.073,0.000
1621694062325,2021-05-22T16.34.22.325,0.200,3.659,6.768,0.122
1621694062335,2021-05-22T16.34.22.335,0.210,4.024,6.220,0.427
1621694062345,2021-05-22T16.34.22.345,0.220,4.085,5.915,1.402
1621694062355,2021-05-22T16.34.22.355,0.230,4.024,5.488,2.866
1621694062365,2021-05-22T16.34.22.365,0.240,4.268,5.000,4.512
1621694062375,2021-05-22T16.34.22.375,0.250,4.207,5.427,5.915
1621694062385,2021-05-22T16.34.22.385,0.260,3.720,7.134,7.134
1621694062395,2021-05-22T16.34.22.395,0.270,2.805,7.073,7.683
1621694062405,2021-05-22T16.34.22.405,0.280,1.341,6.463,7.195
1621694062415,2021-05-22T16.34.22.415,0.290,0.305,6.585,6.280
1621694062425,2021-05-22T16.34.22.425,0.300,-1.037,8.720,6.463
1621694062435,2021-05-22T16.34.22.435,0.310,-1.524,12.012,6.707
1621694062445,2021-05-22T16.34.22.445,0.320,-1.463,17.256,7.012
1621694062455,2021-05-22T16.34.22.455,0.330,-1.098,22.622,6.524
1621694062465,2021-05-22T16.34.22.465,0.340,0.061,23.902,5.244
1621694062475,2021-05-22T16.34.22.475,0.350,1.707,23.232,4.939
1621694062485,2021-05-22T16.34.22.485,0.360,3.293,23.415,4.695
1621694062495,2021-05-22T16.34.22.495,0.370,3.780,24.451,4.207
1621694062505,2021-05-22T16.34.22.505,0.380,3.780,24.268,3.232
1621694062515,2021-05-22T16.34.22.515,0.390,1.585,18.963,0.488
1621694062525,2021-05-22T16.34.22.525,0.400,2.134,20.366,1.585
1621694062535,2021-05-22T16.34.22.535,0.410,3.171,22.195,3.598
1621694062545,2021-05-22T16.34.22.545,0.420,3.598,24.085,4.878
1621694062555,2021-05-22T16.34.22.555,0.430,1.768,22.012,4.512
1621694062565,2021-05-22T16.34.22.565,0.440,-0.244,15.244,3.720
1621694062575,2021-05-22T16.34.22.575,0.450,-1.159,9.207,3.720
1621694062585,2021-05-22T16.34.22.585,0.460,-2.012,5.244,3.963
1621694062595,2021-05-22T16.34.22.595,0.470,-2.622,2.378,4.207
1621694062605,2021-05-22T16.34.22.605,0.480,-2.683,-0.549,4.268
1621694062615,2021-05-22T16.34.22.615,0.490,-2.561,-3.232,4.207
1621694062625,2021-05-22T16.34.22.625,0.500,-2.317,-5.000,4.390
1621694062635,2021-05-22T16.34.22.635,0.510,-1.951,-5.915,4.756
1621694062645,2021-05-22T16.34.22.645,0.520,-1.341,-6.829,4.756
1621694062655,2021-05-22T16.34.22.655,0.530,-0.854,-7.683,4.329
1621694062665,2021-05-22T16.34.22.665,0.540,-0.183,-7.134,4.085
