epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621164025986,2021-05-16T13.20.25.986,0.000,-0.778,0.063,-0.619
1621164025996,2021-05-16T13.20.25.996,0.010,-0.784,0.065,-0.626
1621164026006,2021-05-16T13.20.26.006,0.020,-0.781,0.064,-0.621
1621164026016,2021-05-16T13.20.26.016,0.030,-0.781,0.062,-0.623
1621164026026,2021-05-16T13.20.26.026,0.040,-0.782,0.064,-0.624
1621164026036,2021-05-16T13.20.26.036,0.050,-0.782,0.066,-0.624
1621164026046,2021-05-16T13.20.26.046,0.060,-0.781,0.064,-0.623
1621164026056,2021-05-16T13.20.26.056,0.070,-0.781,0.064,-0.619
1621164026066,2021-05-16T13.20.26.066,0.080,-0.781,0.064,-0.621
1621164026076,2021-05-16T13.20.26.076,0.090,-0.781,0.065,-0.620
1621164026086,2021-05-16T13.20.26.086,0.100,-0.780,0.065,-0.623
1621164026096,2021-05-16T13.20.26.096,0.110,-0.781,0.066,-0.625
1621164026106,2021-05-16T13.20.26.106,0.120,-0.782,0.066,-0.623
1621164026116,2021-05-16T13.20.26.116,0.130,-0.783,0.064,-0.619
1621164026126,2021-05-16T13.20.26.126,0.140,-0.786,0.059,-0.620
1621164026136,2021-05-16T13.20.26.136,0.150,-0.783,0.062,-0.626
1621164026146,2021-05-16T13.20.26.146,0.160,-0.782,0.066,-0.628
1621164026156,2021-05-16T13.20.26.156,0.170,-0.781,0.070,-0.629
1621164026166,2021-05-16T13.20.26.166,0.180,-0.781,0.069,-0.629
1621164026176,2021-05-16T13.20.26.176,0.190,-0.783,0.068,-0.628
1621164026186,2021-05-16T13.20.26.186,0.200,-0.786,0.066,-0.631
1621164026196,2021-05-16T13.20.26.196,0.210,-0.783,0.069,-0.627
1621164026206,2021-05-16T13.20.26.206,0.220,-0.781,0.068,-0.625
1621164026216,2021-05-16T13.20.26.216,0.230,-0.783,0.067,-0.626
1621164026226,2021-05-16T13.20.26.226,0.240,-0.782,0.064,-0.621
1621164026236,2021-05-16T13.20.26.236,0.250,-0.782,0.063,-0.618
1621164026246,2021-05-16T13.20.26.246,0.260,-0.784,0.063,-0.619
1621164026256,2021-05-16T13.20.26.256,0.270,-0.780,0.062,-0.620
1621164026266,2021-05-16T13.20.26.266,0.280,-0.782,0.063,-0.620
1621164026276,2021-05-16T13.20.26.276,0.290,-0.781,0.062,-0.619
1621164026286,2021-05-16T13.20.26.286,0.300,-0.781,0.065,-0.619
1621164026296,2021-05-16T13.20.26.296,0.310,-0.783,0.065,-0.624
1621164026306,2021-05-16T13.20.26.306,0.320,-0.781,0.064,-0.625
1621164026316,2021-05-16T13.20.26.316,0.330,-0.784,0.065,-0.623
1621164026326,2021-05-16T13.20.26.326,0.340,-0.784,0.065,-0.625
1621164026336,2021-05-16T13.20.26.336,0.350,-0.784,0.065,-0.627
1621164026346,2021-05-16T13.20.26.346,0.360,-0.783,0.066,-0.627
1621164026356,2021-05-16T13.20.26.356,0.370,-0.783,0.065,-0.623
1621164026366,2021-05-16T13.20.26.366,0.380,-0.782,0.066,-0.621
1621164026376,2021-05-16T13.20.26.376,0.390,-0.782,0.068,-0.620
1621164026386,2021-05-16T13.20.26.386,0.400,-0.782,0.064,-0.617
1621164026396,2021-05-16T13.20.26.396,0.410,-0.782,0.066,-0.618
1621164026406,2021-05-16T13.20.26.406,0.420,-0.779,0.065,-0.619
1621164026416,2021-05-16T13.20.26.416,0.430,-0.780,0.069,-0.615
1621164026426,2021-05-16T13.20.26.426,0.440,-0.781,0.070,-0.621
1621164026436,2021-05-16T13.20.26.436,0.450,-0.781,0.069,-0.621
1621164026446,2021-05-16T13.20.26.446,0.460,-0.783,0.067,-0.623
1621164026456,2021-05-16T13.20.26.456,0.470,-0.783,0.066,-0.625
1621164026466,2021-05-16T13.20.26.466,0.480,-0.781,0.065,-0.625
1621164026476,2021-05-16T13.20.26.476,0.490,-0.782,0.065,-0.624
1621164026486,2021-05-16T13.20.26.486,0.500,-0.782,0.065,-0.629
1621164026496,2021-05-16T13.20.26.496,0.510,-0.780,0.067,-0.629
1621164026506,2021-05-16T13.20.26.506,0.520,-0.783,0.064,-0.628
1621164026516,2021-05-16T13.20.26.516,0.530,-0.782,0.063,-0.628
1621164026526,2021-05-16T13.20.26.526,0.540,-0.781,0.062,-0.628
1621164026536,2021-05-16T13.20.26.536,0.550,-0.783,0.061,-0.631
1621164026546,2021-05-16T13.20.26.546,0.560,-0.785,0.061,-0.630
1621164026556,2021-05-16T13.20.26.556,0.570,-0.783,0.062,-0.627
1621164026566,2021-05-16T13.20.26.566,0.580,-0.782,0.061,-0.622
1621164026576,2021-05-16T13.20.26.576,0.590,-0.782,0.061,-0.622
1621164026586,2021-05-16T13.20.26.586,0.600,-0.782,0.060,-0.622
1621164026596,2021-05-16T13.20.26.596,0.610,-0.783,0.064,-0.624
1621164026606,2021-05-16T13.20.26.606,0.620,-0.783,0.066,-0.614
1621164026616,2021-05-16T13.20.26.616,0.630,-0.782,0.064,-0.617
1621164026626,2021-05-16T13.20.26.626,0.640,-0.783,0.066,-0.620
1621164026636,2021-05-16T13.20.26.636,0.650,-0.783,0.068,-0.618
1621164026646,2021-05-16T13.20.26.646,0.660,-0.783,0.070,-0.617
1621164026656,2021-05-16T13.20.26.656,0.670,-0.781,0.069,-0.620
1621164026666,2021-05-16T13.20.26.666,0.680,-0.782,0.069,-0.621
1621164026676,2021-05-16T13.20.26.676,0.690,-0.780,0.067,-0.625
1621164026686,2021-05-16T13.20.26.686,0.700,-0.782,0.067,-0.625
1621164026696,2021-05-16T13.20.26.696,0.710,-0.781,0.069,-0.624
1621164026706,2021-05-16T13.20.26.706,0.720,-0.782,0.069,-0.625
1621164026716,2021-05-16T13.20.26.716,0.730,-0.782,0.068,-0.627
1621164026726,2021-05-16T13.20.26.726,0.740,-0.783,0.069,-0.626
1621164026736,2021-05-16T13.20.26.736,0.750,-0.782,0.065,-0.627
1621164026746,2021-05-16T13.20.26.746,0.760,-0.782,0.064,-0.627
1621164026756,2021-05-16T13.20.26.756,0.770,-0.783,0.066,-0.623
1621164026766,2021-05-16T13.20.26.766,0.780,-0.781,0.064,-0.622
1621164026776,2021-05-16T13.20.26.776,0.790,-0.782,0.062,-0.624
1621164026786,2021-05-16T13.20.26.786,0.800,-0.782,0.064,-0.621
1621164026796,2021-05-16T13.20.26.796,0.810,-0.782,0.062,-0.621
1621164026806,2021-05-16T13.20.26.806,0.820,-0.781,0.059,-0.618
1621164026816,2021-05-16T13.20.26.816,0.830,-0.783,0.061,-0.622
1621164026826,2021-05-16T13.20.26.826,0.840,-0.783,0.064,-0.623
1621164026836,2021-05-16T13.20.26.836,0.850,-0.780,0.062,-0.625
1621164026846,2021-05-16T13.20.26.846,0.860,-0.780,0.061,-0.624
1621164026856,2021-05-16T13.20.26.856,0.870,-0.780,0.066,-0.623
1621164026866,2021-05-16T13.20.26.866,0.880,-0.782,0.067,-0.621
1621164026876,2021-05-16T13.20.26.876,0.890,-0.782,0.067,-0.620
1621164026886,2021-05-16T13.20.26.886,0.900,-0.778,0.066,-0.623
1621164026896,2021-05-16T13.20.26.896,0.910,-0.781,0.069,-0.622
1621164026906,2021-05-16T13.20.26.906,0.920,-0.780,0.068,-0.623
1621164026916,2021-05-16T13.20.26.916,0.930,-0.780,0.067,-0.624
1621164026926,2021-05-16T13.20.26.926,0.940,-0.780,0.068,-0.620
1621164026936,2021-05-16T13.20.26.936,0.950,-0.782,0.069,-0.621
1621164026946,2021-05-16T13.20.26.946,0.960,-0.783,0.066,-0.624
1621164026956,2021-05-16T13.20.26.956,0.970,-0.784,0.064,-0.620
1621164026966,2021-05-16T13.20.26.966,0.980,-0.783,0.064,-0.620
1621164026976,2021-05-16T13.20.26.976,0.990,-0.780,0.067,-0.621
1621164026986,2021-05-16T13.20.26.986,1.000,-0.781,0.071,-0.622
