epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621164026233,2021-05-16T13.20.26.233,0.000,-0.246,0.639,0.623
1621164026243,2021-05-16T13.20.26.243,0.010,-0.162,0.636,0.554
1621164026253,2021-05-16T13.20.26.253,0.020,-0.052,0.668,0.476
1621164026263,2021-05-16T13.20.26.263,0.030,0.100,0.681,0.505
1621164026273,2021-05-16T13.20.26.273,0.040,0.190,0.675,0.586
1621164026283,2021-05-16T13.20.26.283,0.050,0.240,0.686,0.680
1621164026293,2021-05-16T13.20.26.293,0.060,0.245,0.698,0.758
1621164026303,2021-05-16T13.20.26.303,0.070,0.265,0.660,0.902
1621164026313,2021-05-16T13.20.26.313,0.080,0.262,0.627,1.027
1621164026323,2021-05-16T13.20.26.323,0.090,0.201,0.610,1.086
1621164026333,2021-05-16T13.20.26.333,0.100,0.213,0.586,1.107
1621164026343,2021-05-16T13.20.26.343,0.110,0.275,0.554,1.112
1621164026353,2021-05-16T13.20.26.353,0.120,0.326,0.505,1.109
1621164026363,2021-05-16T13.20.26.363,0.130,0.209,0.497,1.081
1621164026373,2021-05-16T13.20.26.373,0.140,0.013,0.499,1.021
1621164026383,2021-05-16T13.20.26.383,0.150,-0.141,0.476,0.995
1621164026393,2021-05-16T13.20.26.393,0.160,-0.255,0.451,1.006
1621164026403,2021-05-16T13.20.26.403,0.170,-0.259,0.450,0.999
1621164026413,2021-05-16T13.20.26.413,0.180,-0.180,0.455,0.967
1621164026423,2021-05-16T13.20.26.423,0.190,-0.169,0.473,0.918
1621164026433,2021-05-16T13.20.26.433,0.200,-0.165,0.495,0.849
1621164026443,2021-05-16T13.20.26.443,0.210,-0.012,0.538,0.674
1621164026453,2021-05-16T13.20.26.453,0.220,0.216,0.524,0.383
1621164026463,2021-05-16T13.20.26.463,0.230,0.036,0.494,0.322
1621164026473,2021-05-16T13.20.26.473,0.240,-0.316,0.565,0.359
1621164026483,2021-05-16T13.20.26.483,0.250,-0.598,0.671,0.426
1621164026493,2021-05-16T13.20.26.493,0.260,-0.647,0.718,0.530
1621164026503,2021-05-16T13.20.26.503,0.270,-0.559,0.710,0.675
1621164026513,2021-05-16T13.20.26.513,0.280,-0.478,0.701,0.817
1621164026523,2021-05-16T13.20.26.523,0.290,-0.383,0.682,0.917
1621164026533,2021-05-16T13.20.26.533,0.300,-0.287,0.644,0.993
1621164026543,2021-05-16T13.20.26.543,0.310,-0.220,0.700,1.048
