epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621618585828,2021-05-21T19.36.25.828,0.000,-0.276,0.067,0.964
1621618585838,2021-05-21T19.36.25.838,0.010,-0.277,0.068,0.976
1621618585848,2021-05-21T19.36.25.848,0.020,-0.280,0.068,0.979
1621618585858,2021-05-21T19.36.25.858,0.030,-0.277,0.069,0.973
1621618585868,2021-05-21T19.36.25.868,0.040,-0.280,0.071,0.973
1621618585878,2021-05-21T19.36.25.878,0.050,-0.283,0.072,0.975
1621618585888,2021-05-21T19.36.25.888,0.060,-0.288,0.073,0.974
1621618585898,2021-05-21T19.36.25.898,0.070,-0.293,0.073,0.977
1621618585908,2021-05-21T19.36.25.908,0.080,-0.293,0.078,0.981
1621618585918,2021-05-21T19.36.25.918,0.090,-0.292,0.074,0.979
1621618585928,2021-05-21T19.36.25.928,0.100,-0.291,0.072,0.981
1621618585938,2021-05-21T19.36.25.938,0.110,-0.290,0.071,0.985
1621618585948,2021-05-21T19.36.25.948,0.120,-0.290,0.065,0.983
1621618585958,2021-05-21T19.36.25.958,0.130,-0.292,0.067,0.981
1621618585968,2021-05-21T19.36.25.968,0.140,-0.294,0.071,0.980
1621618585978,2021-05-21T19.36.25.978,0.150,-0.292,0.080,0.980
1621618585988,2021-05-21T19.36.25.988,0.160,-0.290,0.085,0.977
1621618585998,2021-05-21T19.36.25.998,0.170,-0.292,0.088,0.982
1621618586008,2021-05-21T19.36.26.008,0.180,-0.291,0.091,0.987
1621618586018,2021-05-21T19.36.26.018,0.190,-0.288,0.091,0.989
1621618586028,2021-05-21T19.36.26.028,0.200,-0.281,0.086,0.993
1621618586038,2021-05-21T19.36.26.038,0.210,-0.282,0.082,0.997
1621618586048,2021-05-21T19.36.26.048,0.220,-0.279,0.077,0.997
1621618586058,2021-05-21T19.36.26.058,0.230,-0.278,0.071,0.992
1621618586068,2021-05-21T19.36.26.068,0.240,-0.280,0.060,0.986
1621618586078,2021-05-21T19.36.26.078,0.250,-0.279,0.058,0.979
1621618586088,2021-05-21T19.36.26.088,0.260,-0.285,0.057,0.971
1621618586098,2021-05-21T19.36.26.098,0.270,-0.291,0.060,0.974
1621618586108,2021-05-21T19.36.26.108,0.280,-0.295,0.062,0.978
1621618586118,2021-05-21T19.36.26.118,0.290,-0.294,0.062,0.979
1621618586128,2021-05-21T19.36.26.128,0.300,-0.294,0.064,0.984
1621618586138,2021-05-21T19.36.26.138,0.310,-0.292,0.065,0.985
1621618586148,2021-05-21T19.36.26.148,0.320,-0.293,0.068,0.987
1621618586158,2021-05-21T19.36.26.158,0.330,-0.296,0.070,0.983
1621618586168,2021-05-21T19.36.26.168,0.340,-0.298,0.075,0.977
1621618586178,2021-05-21T19.36.26.178,0.350,-0.302,0.074,0.975
1621618586188,2021-05-21T19.36.26.188,0.360,-0.302,0.078,0.974
1621618586198,2021-05-21T19.36.26.198,0.370,-0.299,0.081,0.973
1621618586208,2021-05-21T19.36.26.208,0.380,-0.298,0.082,0.975
1621618586218,2021-05-21T19.36.26.218,0.390,-0.296,0.080,0.976
1621618586228,2021-05-21T19.36.26.228,0.400,-0.293,0.075,0.977
1621618586238,2021-05-21T19.36.26.238,0.410,-0.286,0.072,0.982
1621618586248,2021-05-21T19.36.26.248,0.420,-0.287,0.074,0.983
1621618586258,2021-05-21T19.36.26.258,0.430,-0.290,0.073,0.983
1621618586268,2021-05-21T19.36.26.268,0.440,-0.292,0.075,0.982
1621618586278,2021-05-21T19.36.26.278,0.450,-0.291,0.076,0.983
1621618586288,2021-05-21T19.36.26.288,0.460,-0.290,0.080,0.985
1621618586298,2021-05-21T19.36.26.298,0.470,-0.292,0.082,0.984
1621618586308,2021-05-21T19.36.26.308,0.480,-0.287,0.084,0.994
1621618586318,2021-05-21T19.36.26.318,0.490,-0.285,0.083,0.995
1621618586328,2021-05-21T19.36.26.328,0.500,-0.284,0.081,0.993
1621618586338,2021-05-21T19.36.26.338,0.510,-0.282,0.074,0.992
1621618586348,2021-05-21T19.36.26.348,0.520,-0.282,0.074,0.989
1621618586358,2021-05-21T19.36.26.358,0.530,-0.283,0.070,0.985
1621618586368,2021-05-21T19.36.26.368,0.540,-0.285,0.065,0.981
1621618586378,2021-05-21T19.36.26.378,0.550,-0.289,0.065,0.979
1621618586388,2021-05-21T19.36.26.388,0.560,-0.292,0.068,0.980
1621618586398,2021-05-21T19.36.26.398,0.570,-0.291,0.074,0.984
1621618586408,2021-05-21T19.36.26.408,0.580,-0.295,0.075,0.984
1621618586418,2021-05-21T19.36.26.418,0.590,-0.297,0.077,0.987
1621618586428,2021-05-21T19.36.26.428,0.600,-0.295,0.078,0.992
1621618586438,2021-05-21T19.36.26.438,0.610,-0.295,0.083,0.992
1621618586448,2021-05-21T19.36.26.448,0.620,-0.288,0.085,0.990
1621618586458,2021-05-21T19.36.26.458,0.630,-0.285,0.083,0.985
1621618586468,2021-05-21T19.36.26.468,0.640,-0.287,0.081,0.982
1621618586478,2021-05-21T19.36.26.478,0.650,-0.283,0.077,0.979
1621618586488,2021-05-21T19.36.26.488,0.660,-0.284,0.072,0.978
1621618586498,2021-05-21T19.36.26.498,0.670,-0.288,0.071,0.978
1621618586508,2021-05-21T19.36.26.508,0.680,-0.290,0.068,0.981
1621618586518,2021-05-21T19.36.26.518,0.690,-0.292,0.063,0.984
1621618586528,2021-05-21T19.36.26.528,0.700,-0.290,0.063,0.982
1621618586538,2021-05-21T19.36.26.538,0.710,-0.291,0.063,0.981
1621618586548,2021-05-21T19.36.26.548,0.720,-0.292,0.060,0.982
1621618586558,2021-05-21T19.36.26.558,0.730,-0.295,0.059,0.977
1621618586568,2021-05-21T19.36.26.568,0.740,-0.301,0.061,0.970
1621618586578,2021-05-21T19.36.26.578,0.750,-0.309,0.066,0.966
1621618586588,2021-05-21T19.36.26.588,0.760,-0.314,0.073,0.963
1621618586598,2021-05-21T19.36.26.598,0.770,-0.319,0.078,0.964
1621618586608,2021-05-21T19.36.26.608,0.780,-0.321,0.083,0.966
1621618586618,2021-05-21T19.36.26.618,0.790,-0.318,0.091,0.977
1621618586628,2021-05-21T19.36.26.628,0.800,-0.311,0.093,0.988
1621618586638,2021-05-21T19.36.26.638,0.810,-0.304,0.095,0.990
1621618586648,2021-05-21T19.36.26.648,0.820,-0.299,0.091,0.988
1621618586658,2021-05-21T19.36.26.658,0.830,-0.297,0.084,0.987
1621618586668,2021-05-21T19.36.26.668,0.840,-0.294,0.083,0.985
1621618586678,2021-05-21T19.36.26.678,0.850,-0.291,0.080,0.982
1621618586688,2021-05-21T19.36.26.688,0.860,-0.285,0.078,0.984
1621618586698,2021-05-21T19.36.26.698,0.870,-0.281,0.077,0.987
1621618586708,2021-05-21T19.36.26.708,0.880,-0.279,0.076,0.993
1621618586718,2021-05-21T19.36.26.718,0.890,-0.274,0.070,0.998
1621618586728,2021-05-21T19.36.26.728,0.900,-0.270,0.074,0.998
1621618586738,2021-05-21T19.36.26.738,0.910,-0.268,0.071,1.000
1621618586748,2021-05-21T19.36.26.748,0.920,-0.269,0.072,1.000
1621618586758,2021-05-21T19.36.26.758,0.930,-0.279,0.070,0.989
1621618586768,2021-05-21T19.36.26.768,0.940,-0.288,0.071,0.984
1621618586778,2021-05-21T19.36.26.778,0.950,-0.292,0.074,0.981
1621618586788,2021-05-21T19.36.26.788,0.960,-0.299,0.075,0.975
1621618586798,2021-05-21T19.36.26.798,0.970,-0.304,0.076,0.972
1621618586808,2021-05-21T19.36.26.808,0.980,-0.312,0.078,0.974
1621618586818,2021-05-21T19.36.26.818,0.990,-0.312,0.079,0.979
1621618586828,2021-05-21T19.36.26.828,1.000,-0.310,0.076,0.978
1621618586838,2021-05-21T19.36.26.838,1.010,-0.311,0.072,0.979
1621618586848,2021-05-21T19.36.26.848,1.020,-0.307,0.073,0.976
1621618586858,2021-05-21T19.36.26.858,1.030,-0.302,0.074,0.974
1621618586868,2021-05-21T19.36.26.868,1.040,-0.300,0.070,0.971
1621618586878,2021-05-21T19.36.26.878,1.050,-0.297,0.070,0.971
1621618586888,2021-05-21T19.36.26.888,1.060,-0.297,0.073,0.971
1621618586898,2021-05-21T19.36.26.898,1.070,-0.295,0.073,0.974
1621618586908,2021-05-21T19.36.26.908,1.080,-0.294,0.077,0.978
1621618586918,2021-05-21T19.36.26.918,1.090,-0.294,0.078,0.985
1621618586928,2021-05-21T19.36.26.928,1.100,-0.292,0.081,0.989
1621618586938,2021-05-21T19.36.26.938,1.110,-0.292,0.081,0.991
1621618586948,2021-05-21T19.36.26.948,1.120,-0.289,0.080,0.988
1621618586958,2021-05-21T19.36.26.958,1.130,-0.291,0.081,0.985
1621618586968,2021-05-21T19.36.26.968,1.140,-0.292,0.079,0.985
1621618586978,2021-05-21T19.36.26.978,1.150,-0.287,0.077,0.984
1621618586988,2021-05-21T19.36.26.988,1.160,-0.286,0.077,0.980
1621618586998,2021-05-21T19.36.26.998,1.170,-0.292,0.076,0.983
1621618587008,2021-05-21T19.36.27.008,1.180,-0.292,0.075,0.986
1621618587018,2021-05-21T19.36.27.018,1.190,-0.292,0.077,0.987
1621618587028,2021-05-21T19.36.27.028,1.200,-0.292,0.078,0.987
1621618587038,2021-05-21T19.36.27.038,1.210,-0.294,0.077,0.990
1621618587048,2021-05-21T19.36.27.048,1.220,-0.296,0.076,0.994
1621618587058,2021-05-21T19.36.27.058,1.230,-0.294,0.075,0.990
1621618587068,2021-05-21T19.36.27.068,1.240,-0.295,0.077,0.985
1621618587078,2021-05-21T19.36.27.078,1.250,-0.295,0.074,0.982
1621618587088,2021-05-21T19.36.27.088,1.260,-0.296,0.072,0.981
1621618587098,2021-05-21T19.36.27.098,1.270,-0.295,0.072,0.978
1621618587108,2021-05-21T19.36.27.108,1.280,-0.296,0.073,0.974
1621618587118,2021-05-21T19.36.27.118,1.290,-0.299,0.071,0.970
1621618587128,2021-05-21T19.36.27.128,1.300,-0.306,0.065,0.969
1621618587138,2021-05-21T19.36.27.138,1.310,-0.308,0.061,0.963
1621618587148,2021-05-21T19.36.27.148,1.320,-0.317,0.059,0.960
1621618587158,2021-05-21T19.36.27.158,1.330,-0.321,0.059,0.962
1621618587168,2021-05-21T19.36.27.168,1.340,-0.322,0.064,0.964
1621618587178,2021-05-21T19.36.27.178,1.350,-0.323,0.071,0.969
1621618587188,2021-05-21T19.36.27.188,1.360,-0.327,0.077,0.971
1621618587198,2021-05-21T19.36.27.198,1.370,-0.330,0.076,0.978
1621618587208,2021-05-21T19.36.27.208,1.380,-0.326,0.069,0.976
1621618587218,2021-05-21T19.36.27.218,1.390,-0.317,0.068,0.985
1621618587228,2021-05-21T19.36.27.228,1.400,-0.297,0.077,0.984
1621618587238,2021-05-21T19.36.27.238,1.410,-0.305,0.076,0.977
1621618587248,2021-05-21T19.36.27.248,1.420,-0.302,0.079,0.971
1621618587258,2021-05-21T19.36.27.258,1.430,-0.285,0.083,0.969
1621618587268,2021-05-21T19.36.27.268,1.440,-0.270,0.089,0.977
1621618587278,2021-05-21T19.36.27.278,1.450,-0.260,0.093,0.989
1621618587288,2021-05-21T19.36.27.288,1.460,-0.253,0.094,0.994
1621618587298,2021-05-21T19.36.27.298,1.470,-0.245,0.095,1.000
1621618587308,2021-05-21T19.36.27.308,1.480,-0.237,0.092,1.008
1621618587318,2021-05-21T19.36.27.318,1.490,-0.233,0.085,1.016
1621618587328,2021-05-21T19.36.27.328,1.500,-0.235,0.075,1.019
1621618587338,2021-05-21T19.36.27.338,1.510,-0.240,0.067,1.021
1621618587348,2021-05-21T19.36.27.348,1.520,-0.247,0.061,1.020
1621618587358,2021-05-21T19.36.27.358,1.530,-0.253,0.058,1.015
1621618587368,2021-05-21T19.36.27.368,1.540,-0.259,0.053,1.008
1621618587378,2021-05-21T19.36.27.378,1.550,-0.258,0.049,1.004
1621618587388,2021-05-21T19.36.27.388,1.560,-0.259,0.058,1.003
1621618587398,2021-05-21T19.36.27.398,1.570,-0.258,0.066,0.997
1621618587408,2021-05-21T19.36.27.408,1.580,-0.262,0.067,0.990
1621618587418,2021-05-21T19.36.27.418,1.590,-0.274,0.067,0.984
1621618587428,2021-05-21T19.36.27.428,1.600,-0.282,0.071,0.979
1621618587438,2021-05-21T19.36.27.438,1.610,-0.291,0.073,0.971
1621618587448,2021-05-21T19.36.27.448,1.620,-0.301,0.072,0.963
1621618587458,2021-05-21T19.36.27.458,1.630,-0.310,0.074,0.967
1621618587468,2021-05-21T19.36.27.468,1.640,-0.313,0.076,0.972
1621618587478,2021-05-21T19.36.27.478,1.650,-0.312,0.076,0.973
1621618587488,2021-05-21T19.36.27.488,1.660,-0.308,0.077,0.981
1621618587498,2021-05-21T19.36.27.498,1.670,-0.304,0.079,0.984
1621618587508,2021-05-21T19.36.27.508,1.680,-0.300,0.079,0.988
1621618587518,2021-05-21T19.36.27.518,1.690,-0.295,0.080,0.984
1621618587528,2021-05-21T19.36.27.528,1.700,-0.293,0.077,0.984
1621618587538,2021-05-21T19.36.27.538,1.710,-0.291,0.073,0.983
1621618587548,2021-05-21T19.36.27.548,1.720,-0.287,0.072,0.982
1621618587558,2021-05-21T19.36.27.558,1.730,-0.286,0.069,0.980
1621618587568,2021-05-21T19.36.27.568,1.740,-0.283,0.067,0.981
1621618587578,2021-05-21T19.36.27.578,1.750,-0.283,0.067,0.982
1621618587588,2021-05-21T19.36.27.588,1.760,-0.278,0.069,0.983
1621618587598,2021-05-21T19.36.27.598,1.770,-0.278,0.073,0.985
1621618587608,2021-05-21T19.36.27.608,1.780,-0.282,0.071,0.985
1621618587618,2021-05-21T19.36.27.618,1.790,-0.286,0.074,0.988
1621618587628,2021-05-21T19.36.27.628,1.800,-0.287,0.077,0.988
1621618587638,2021-05-21T19.36.27.638,1.810,-0.285,0.071,0.987
1621618587648,2021-05-21T19.36.27.648,1.820,-0.285,0.074,0.986
1621618587658,2021-05-21T19.36.27.658,1.830,-0.289,0.071,0.987
1621618587668,2021-05-21T19.36.27.668,1.840,-0.288,0.070,0.988
1621618587678,2021-05-21T19.36.27.678,1.850,-0.286,0.069,0.985
1621618587688,2021-05-21T19.36.27.688,1.860,-0.287,0.066,0.984
1621618587698,2021-05-21T19.36.27.698,1.870,-0.288,0.065,0.980
1621618587708,2021-05-21T19.36.27.708,1.880,-0.288,0.068,0.980
1621618587718,2021-05-21T19.36.27.718,1.890,-0.292,0.068,0.978
1621618587728,2021-05-21T19.36.27.728,1.900,-0.293,0.070,0.979
1621618587738,2021-05-21T19.36.27.738,1.910,-0.292,0.072,0.985
1621618587748,2021-05-21T19.36.27.748,1.920,-0.289,0.076,0.990
1621618587758,2021-05-21T19.36.27.758,1.930,-0.287,0.078,0.994
1621618587768,2021-05-21T19.36.27.768,1.940,-0.288,0.079,0.989
1621618587778,2021-05-21T19.36.27.778,1.950,-0.283,0.078,0.987
1621618587788,2021-05-21T19.36.27.788,1.960,-0.281,0.076,0.988
1621618587798,2021-05-21T19.36.27.798,1.970,-0.279,0.073,0.986
1621618587808,2021-05-21T19.36.27.808,1.980,-0.281,0.075,0.983
1621618587818,2021-05-21T19.36.27.818,1.990,-0.282,0.073,0.988
1621618587828,2021-05-21T19.36.27.828,2.000,-0.279,0.072,0.989
1621618587838,2021-05-21T19.36.27.838,2.010,-0.282,0.073,0.988
1621618587848,2021-05-21T19.36.27.848,2.020,-0.285,0.072,0.987
