epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621618586465,2021-05-21T19.36.26.465,0.000,-0.359,-0.972,0.066
1621618586475,2021-05-21T19.36.26.475,0.010,-0.364,-0.977,0.067
1621618586485,2021-05-21T19.36.26.485,0.020,-0.365,-0.973,0.067
1621618586495,2021-05-21T19.36.26.495,0.030,-0.364,-0.975,0.065
1621618586505,2021-05-21T19.36.26.505,0.040,-0.360,-0.976,0.066
1621618586515,2021-05-21T19.36.26.515,0.050,-0.362,-0.977,0.067
1621618586525,2021-05-21T19.36.26.525,0.060,-0.363,-0.977,0.066
1621618586535,2021-05-21T19.36.26.535,0.070,-0.365,-0.974,0.065
1621618586545,2021-05-21T19.36.26.545,0.080,-0.365,-0.974,0.065
1621618586555,2021-05-21T19.36.26.555,0.090,-0.366,-0.973,0.066
1621618586565,2021-05-21T19.36.26.565,0.100,-0.365,-0.972,0.065
1621618586575,2021-05-21T19.36.26.575,0.110,-0.365,-0.974,0.067
1621618586585,2021-05-21T19.36.26.585,0.120,-0.365,-0.974,0.067
1621618586595,2021-05-21T19.36.26.595,0.130,-0.363,-0.976,0.070
1621618586605,2021-05-21T19.36.26.605,0.140,-0.362,-0.976,0.074
1621618586615,2021-05-21T19.36.26.615,0.150,-0.358,-0.976,0.073
1621618586625,2021-05-21T19.36.26.625,0.160,-0.357,-0.974,0.071
1621618586635,2021-05-21T19.36.26.635,0.170,-0.355,-0.975,0.071
1621618586645,2021-05-21T19.36.26.645,0.180,-0.355,-0.978,0.070
1621618586655,2021-05-21T19.36.26.655,0.190,-0.353,-0.979,0.071
1621618586665,2021-05-21T19.36.26.665,0.200,-0.354,-0.979,0.072
1621618586675,2021-05-21T19.36.26.675,0.210,-0.356,-0.976,0.073
1621618586685,2021-05-21T19.36.26.685,0.220,-0.358,-0.973,0.074
1621618586695,2021-05-21T19.36.26.695,0.230,-0.358,-0.973,0.075
1621618586705,2021-05-21T19.36.26.705,0.240,-0.360,-0.973,0.075
1621618586715,2021-05-21T19.36.26.715,0.250,-0.360,-0.969,0.075
1621618586725,2021-05-21T19.36.26.725,0.260,-0.360,-0.974,0.075
1621618586735,2021-05-21T19.36.26.735,0.270,-0.362,-0.974,0.073
1621618586745,2021-05-21T19.36.26.745,0.280,-0.365,-0.974,0.076
1621618586755,2021-05-21T19.36.26.755,0.290,-0.365,-0.973,0.075
1621618586765,2021-05-21T19.36.26.765,0.300,-0.366,-0.973,0.072
1621618586775,2021-05-21T19.36.26.775,0.310,-0.368,-0.973,0.072
1621618586785,2021-05-21T19.36.26.785,0.320,-0.372,-0.971,0.070
1621618586795,2021-05-21T19.36.26.795,0.330,-0.378,-0.978,0.071
1621618586805,2021-05-21T19.36.26.805,0.340,-0.363,-0.975,0.066
1621618586815,2021-05-21T19.36.26.815,0.350,-0.363,-0.971,0.069
1621618586825,2021-05-21T19.36.26.825,0.360,-0.374,-0.971,0.074
1621618586835,2021-05-21T19.36.26.835,0.370,-0.364,-0.966,0.077
1621618586845,2021-05-21T19.36.26.845,0.380,-0.358,-0.967,0.077
1621618586855,2021-05-21T19.36.26.855,0.390,-0.359,-0.972,0.073
1621618586865,2021-05-21T19.36.26.865,0.400,-0.360,-0.975,0.071
1621618586875,2021-05-21T19.36.26.875,0.410,-0.365,-0.977,0.070
1621618586885,2021-05-21T19.36.26.885,0.420,-0.363,-0.977,0.069
1621618586895,2021-05-21T19.36.26.895,0.430,-0.360,-0.975,0.067
1621618586905,2021-05-21T19.36.26.905,0.440,-0.365,-0.974,0.068
1621618586915,2021-05-21T19.36.26.915,0.450,-0.364,-0.975,0.071
1621618586925,2021-05-21T19.36.26.925,0.460,-0.363,-0.971,0.074
1621618586935,2021-05-21T19.36.26.935,0.470,-0.365,-0.972,0.071
1621618586945,2021-05-21T19.36.26.945,0.480,-0.367,-0.973,0.074
1621618586955,2021-05-21T19.36.26.955,0.490,-0.366,-0.972,0.075
1621618586965,2021-05-21T19.36.26.965,0.500,-0.363,-0.977,0.074
1621618586975,2021-05-21T19.36.26.975,0.510,-0.360,-0.978,0.071
1621618586985,2021-05-21T19.36.26.985,0.520,-0.362,-0.977,0.072
1621618586995,2021-05-21T19.36.26.995,0.530,-0.361,-0.976,0.071
1621618587005,2021-05-21T19.36.27.005,0.540,-0.361,-0.976,0.072
1621618587015,2021-05-21T19.36.27.015,0.550,-0.363,-0.975,0.071
1621618587025,2021-05-21T19.36.27.025,0.560,-0.362,-0.972,0.070
1621618587035,2021-05-21T19.36.27.035,0.570,-0.362,-0.975,0.072
1621618587045,2021-05-21T19.36.27.045,0.580,-0.359,-0.977,0.067
