epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1619357587999,2021-04-25T15.33.07.999,0.000,0.111,-0.080,-0.977
1619357588009,2021-04-25T15.33.08.009,0.010,0.111,-0.077,-0.986
1619357588019,2021-04-25T15.33.08.019,0.020,0.114,-0.080,-0.982
1619357588029,2021-04-25T15.33.08.029,0.030,0.113,-0.081,-0.984
1619357588039,2021-04-25T15.33.08.039,0.040,0.111,-0.079,-0.983
1619357588049,2021-04-25T15.33.08.049,0.050,0.113,-0.081,-0.984
1619357588059,2021-04-25T15.33.08.059,0.060,0.113,-0.081,-0.985
1619357588069,2021-04-25T15.33.08.069,0.070,0.113,-0.082,-0.984
1619357588079,2021-04-25T15.33.08.079,0.080,0.112,-0.081,-0.985
1619357588089,2021-04-25T15.33.08.089,0.090,0.114,-0.080,-0.983
1619357588099,2021-04-25T15.33.08.099,0.100,0.111,-0.078,-0.987
1619357588109,2021-04-25T15.33.08.109,0.110,0.112,-0.081,-0.985
1619357588119,2021-04-25T15.33.08.119,0.120,0.113,-0.081,-0.986
1619357588129,2021-04-25T15.33.08.129,0.130,0.113,-0.082,-0.988
1619357588139,2021-04-25T15.33.08.139,0.140,0.114,-0.081,-0.985
1619357588149,2021-04-25T15.33.08.149,0.150,0.115,-0.079,-0.984
1619357588159,2021-04-25T15.33.08.159,0.160,0.111,-0.077,-0.984
1619357588169,2021-04-25T15.33.08.169,0.170,0.113,-0.080,-0.986
1619357588179,2021-04-25T15.33.08.179,0.180,0.114,-0.080,-0.985
1619357588189,2021-04-25T15.33.08.189,0.190,0.113,-0.081,-0.985
1619357588199,2021-04-25T15.33.08.199,0.200,0.112,-0.082,-0.985
1619357588209,2021-04-25T15.33.08.209,0.210,0.113,-0.079,-0.983
1619357588219,2021-04-25T15.33.08.219,0.220,0.112,-0.080,-0.982
1619357588229,2021-04-25T15.33.08.229,0.230,0.112,-0.080,-0.986
1619357588239,2021-04-25T15.33.08.239,0.240,0.113,-0.080,-0.985
1619357588249,2021-04-25T15.33.08.249,0.250,0.112,-0.079,-0.984
1619357588259,2021-04-25T15.33.08.259,0.260,0.112,-0.080,-0.986
1619357588269,2021-04-25T15.33.08.269,0.270,0.116,-0.081,-0.987
1619357588279,2021-04-25T15.33.08.279,0.280,0.112,-0.080,-0.985
1619357588289,2021-04-25T15.33.08.289,0.290,0.113,-0.081,-0.984
1619357588299,2021-04-25T15.33.08.299,0.300,0.111,-0.082,-0.984
1619357588309,2021-04-25T15.33.08.309,0.310,0.113,-0.081,-0.986
1619357588319,2021-04-25T15.33.08.319,0.320,0.113,-0.080,-0.982
1619357588329,2021-04-25T15.33.08.329,0.330,0.111,-0.081,-0.984
1619357588339,2021-04-25T15.33.08.339,0.340,0.112,-0.082,-0.986
1619357588349,2021-04-25T15.33.08.349,0.350,0.113,-0.082,-0.985
1619357588359,2021-04-25T15.33.08.359,0.360,0.114,-0.079,-0.986
1619357588369,2021-04-25T15.33.08.369,0.370,0.113,-0.081,-0.986
1619357588379,2021-04-25T15.33.08.379,0.380,0.113,-0.079,-0.985
1619357588389,2021-04-25T15.33.08.389,0.390,0.113,-0.079,-0.983
1619357588399,2021-04-25T15.33.08.399,0.400,0.114,-0.080,-0.982
1619357588409,2021-04-25T15.33.08.409,0.410,0.112,-0.078,-0.984
1619357588419,2021-04-25T15.33.08.419,0.420,0.114,-0.080,-0.986
1619357588429,2021-04-25T15.33.08.429,0.430,0.113,-0.081,-0.987
1619357588439,2021-04-25T15.33.08.439,0.440,0.113,-0.080,-0.984
1619357588449,2021-04-25T15.33.08.449,0.450,0.111,-0.077,-0.984
1619357588459,2021-04-25T15.33.08.459,0.460,0.112,-0.081,-0.983
1619357588469,2021-04-25T15.33.08.469,0.470,0.111,-0.080,-0.985
1619357588479,2021-04-25T15.33.08.479,0.480,0.112,-0.079,-0.986
1619357588489,2021-04-25T15.33.08.489,0.490,0.114,-0.079,-0.984
1619357588499,2021-04-25T15.33.08.499,0.500,0.113,-0.081,-0.982
1619357588509,2021-04-25T15.33.08.509,0.510,0.112,-0.080,-0.985
1619357588519,2021-04-25T15.33.08.519,0.520,0.112,-0.081,-0.984
1619357588529,2021-04-25T15.33.08.529,0.530,0.111,-0.082,-0.985
1619357588539,2021-04-25T15.33.08.539,0.540,0.112,-0.079,-0.982
1619357588549,2021-04-25T15.33.08.549,0.550,0.113,-0.081,-0.982
1619357588559,2021-04-25T15.33.08.559,0.560,0.115,-0.078,-0.986
1619357588569,2021-04-25T15.33.08.569,0.570,0.112,-0.079,-0.984
1619357588579,2021-04-25T15.33.08.579,0.580,0.113,-0.078,-0.984
1619357588589,2021-04-25T15.33.08.589,0.590,0.112,-0.080,-0.985
1619357588599,2021-04-25T15.33.08.599,0.600,0.111,-0.080,-0.981
1619357588609,2021-04-25T15.33.08.609,0.610,0.111,-0.080,-0.984
1619357588619,2021-04-25T15.33.08.619,0.620,0.113,-0.081,-0.986
1619357588629,2021-04-25T15.33.08.629,0.630,0.112,-0.080,-0.984
1619357588639,2021-04-25T15.33.08.639,0.640,0.116,-0.081,-0.983
