epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621695184785,2021-05-22T16.53.04.785,0.000,-5.183,7.500,3.841
1621695184795,2021-05-22T16.53.04.795,0.010,-5.244,8.049,4.268
1621695184805,2021-05-22T16.53.04.805,0.020,-5.000,8.354,3.841
1621695184815,2021-05-22T16.53.04.815,0.030,-4.390,8.354,3.537
1621695184825,2021-05-22T16.53.04.825,0.040,-3.659,7.744,2.866
1621695184835,2021-05-22T16.53.04.835,0.050,-2.744,8.049,2.134
1621695184845,2021-05-22T16.53.04.845,0.060,-1.768,9.085,1.220
1621695184855,2021-05-22T16.53.04.855,0.070,-1.098,10.000,0.366
1621695184865,2021-05-22T16.53.04.865,0.080,-0.183,10.915,-0.305
1621695184875,2021-05-22T16.53.04.875,0.090,1.220,11.159,-0.793
1621695184885,2021-05-22T16.53.04.885,0.100,2.439,10.854,-1.220
1621695184895,2021-05-22T16.53.04.895,0.110,3.476,9.817,-1.220
1621695184905,2021-05-22T16.53.04.905,0.120,4.756,8.232,-1.098
1621695184915,2021-05-22T16.53.04.915,0.130,5.732,6.341,-0.854
1621695184925,2021-05-22T16.53.04.925,0.140,6.463,3.598,-0.915
1621695184935,2021-05-22T16.53.04.935,0.150,6.707,1.402,-1.098
1621695184945,2021-05-22T16.53.04.945,0.160,6.646,0.671,-1.098
1621695184955,2021-05-22T16.53.04.955,0.170,6.341,0.183,-1.098
1621695184965,2021-05-22T16.53.04.965,0.180,5.732,-0.854,-1.159
1621695184975,2021-05-22T16.53.04.975,0.190,5.122,-2.561,-1.159
1621695184985,2021-05-22T16.53.04.985,0.200,4.390,-4.329,-1.098
1621695184995,2021-05-22T16.53.04.995,0.210,3.659,-5.793,-0.915
1621695185005,2021-05-22T16.53.05.005,0.220,2.805,-6.951,-0.732
1621695185015,2021-05-22T16.53.05.015,0.230,2.073,-7.622,-0.610
1621695185025,2021-05-22T16.53.05.025,0.240,1.037,-7.988,-0.366
1621695185035,2021-05-22T16.53.05.035,0.250,0.244,-8.476,-0.244
1621695185045,2021-05-22T16.53.05.045,0.260,-0.244,-9.146,-0.305
1621695185055,2021-05-22T16.53.05.055,0.270,-0.732,-9.817,-0.061
1621695185065,2021-05-22T16.53.05.065,0.280,-0.976,-9.573,0.244
1621695185075,2021-05-22T16.53.05.075,0.290,-1.098,-7.988,0.488
1621695185085,2021-05-22T16.53.05.085,0.300,-1.037,-5.732,0.732
1621695185095,2021-05-22T16.53.05.095,0.310,-0.793,-3.963,0.854
