epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621180844708,2021-05-16T18.00.44.708,0.000,-1.037,-0.122,-1.890
1621180844718,2021-05-16T18.00.44.718,0.010,-0.549,0.061,-1.768
1621180844728,2021-05-16T18.00.44.728,0.020,-1.768,0.305,-2.195
1621180844738,2021-05-16T18.00.44.738,0.030,-3.049,0.366,-2.561
1621180844748,2021-05-16T18.00.44.748,0.040,-3.537,0.549,-3.354
1621180844758,2021-05-16T18.00.44.758,0.050,-4.024,0.854,-3.659
1621180844768,2021-05-16T18.00.44.768,0.060,-3.720,1.280,-4.207
1621180844778,2021-05-16T18.00.44.778,0.070,-3.476,1.098,-4.756
1621180844788,2021-05-16T18.00.44.788,0.080,-3.659,1.280,-5.000
1621180844798,2021-05-16T18.00.44.798,0.090,-3.171,1.524,-4.939
1621180844808,2021-05-16T18.00.44.808,0.100,-2.805,1.829,-3.780
1621180844818,2021-05-16T18.00.44.818,0.110,-1.829,1.707,-3.110
1621180844828,2021-05-16T18.00.44.828,0.120,-0.732,1.220,-2.927
1621180844838,2021-05-16T18.00.44.838,0.130,0.366,1.037,-2.561
1621180844848,2021-05-16T18.00.44.848,0.140,1.463,1.220,-2.195
1621180844858,2021-05-16T18.00.44.858,0.150,2.134,1.037,-2.073
1621180844868,2021-05-16T18.00.44.868,0.160,2.927,0.732,-2.134
1621180844878,2021-05-16T18.00.44.878,0.170,3.354,0.488,-2.256
1621180844888,2021-05-16T18.00.44.888,0.180,3.293,0.549,-2.622
1621180844898,2021-05-16T18.00.44.898,0.190,3.598,0.549,-3.598
1621180844908,2021-05-16T18.00.44.908,0.200,3.780,0.732,-4.878
1621180844918,2021-05-16T18.00.44.918,0.210,3.354,0.976,-6.402
1621180844928,2021-05-16T18.00.44.928,0.220,2.378,1.159,-6.829
1621180844938,2021-05-16T18.00.44.938,0.230,1.829,1.037,-6.341
1621180844948,2021-05-16T18.00.44.948,0.240,1.707,0.366,-4.024
1621180844958,2021-05-16T18.00.44.958,0.250,0.549,0.000,-2.073
1621180844968,2021-05-16T18.00.44.968,0.260,-0.915,0.122,-2.500
1621180844978,2021-05-16T18.00.44.978,0.270,-1.402,0.183,-2.927
1621180844988,2021-05-16T18.00.44.988,0.280,-1.220,-0.244,-2.378
1621180844998,2021-05-16T18.00.44.998,0.290,-1.707,-0.732,-1.951
1621180845008,2021-05-16T18.00.45.008,0.300,-2.195,-0.854,-1.707
1621180845018,2021-05-16T18.00.45.018,0.310,-2.012,-0.671,-1.402
1621180845028,2021-05-16T18.00.45.028,0.320,-1.524,-1.159,-0.732
1621180845038,2021-05-16T18.00.45.038,0.330,-2.622,-1.280,-0.305
1621180845048,2021-05-16T18.00.45.048,0.340,-2.622,-1.098,-0.244
1621180845058,2021-05-16T18.00.45.058,0.350,-1.707,-1.037,0.488
1621180845068,2021-05-16T18.00.45.068,0.360,-1.585,-0.915,0.915
1621180845078,2021-05-16T18.00.45.078,0.370,-1.524,-0.915,0.976
1621180845088,2021-05-16T18.00.45.088,0.380,-0.427,-0.854,1.098
1621180845098,2021-05-16T18.00.45.098,0.390,0.488,-1.037,1.463
1621180845108,2021-05-16T18.00.45.108,0.400,0.976,-0.915,1.707
