epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621173233481,2021-05-16T15.53.53.481,0.000,-38.902,-67.927,-30.183
1621173233491,2021-05-16T15.53.53.491,0.010,-37.805,-66.098,-30.244
1621173233501,2021-05-16T15.53.53.501,0.020,-34.695,-59.695,-29.329
1621173233511,2021-05-16T15.53.53.511,0.030,-30.488,-53.537,-27.927
1621173233521,2021-05-16T15.53.53.521,0.040,-27.073,-49.695,-26.646
1621173233531,2021-05-16T15.53.53.531,0.050,-23.720,-44.329,-24.146
1621173233541,2021-05-16T15.53.53.541,0.060,-20.549,-34.512,-20.793
1621173233551,2021-05-16T15.53.53.551,0.070,-18.354,-19.695,-17.195
1621173233561,2021-05-16T15.53.53.561,0.080,-17.378,-0.915,-13.110
1621173233571,2021-05-16T15.53.53.571,0.090,-17.561,19.390,-7.500
1621173233581,2021-05-16T15.53.53.581,0.100,-18.780,37.012,-0.671
1621173233591,2021-05-16T15.53.53.591,0.110,-20.610,50.976,7.073
1621173233601,2021-05-16T15.53.53.601,0.120,-21.463,63.780,14.939
1621173233611,2021-05-16T15.53.53.611,0.130,-19.085,75.549,23.720
1621173233621,2021-05-16T15.53.53.621,0.140,-13.963,86.037,30.610
1621173233631,2021-05-16T15.53.53.631,0.150,-8.598,97.805,34.146
1621173233641,2021-05-16T15.53.53.641,0.160,-2.927,105.793,37.500
1621173233651,2021-05-16T15.53.53.651,0.170,2.256,107.073,37.927
1621173233661,2021-05-16T15.53.53.661,0.180,5.732,96.463,37.073
1621173233671,2021-05-16T15.53.53.671,0.190,7.012,73.902,35.854
1621173233681,2021-05-16T15.53.53.681,0.200,8.354,46.707,32.744
1621173233691,2021-05-16T15.53.53.691,0.210,9.695,25.793,27.988
1621173233701,2021-05-16T15.53.53.701,0.220,11.341,13.537,21.951
1621173233711,2021-05-16T15.53.53.711,0.230,14.390,8.720,15.976
1621173233721,2021-05-16T15.53.53.721,0.240,17.439,9.329,10.854
1621173233731,2021-05-16T15.53.53.731,0.250,20.915,8.293,5.305
1621173233741,2021-05-16T15.53.53.741,0.260,24.390,6.585,2.439
1621173233751,2021-05-16T15.53.53.751,0.270,27.012,4.329,-0.488
1621173233761,2021-05-16T15.53.53.761,0.280,28.902,-2.622,-3.415
1621173233771,2021-05-16T15.53.53.771,0.290,29.817,-10.061,-3.963
1621173233781,2021-05-16T15.53.53.781,0.300,28.841,-15.488,-4.695
1621173233791,2021-05-16T15.53.53.791,0.310,26.951,-16.341,-5.000
1621173233801,2021-05-16T15.53.53.801,0.320,24.024,-13.902,-4.146
1621173233811,2021-05-16T15.53.53.811,0.330,20.183,-9.451,-2.988
1621173233821,2021-05-16T15.53.53.821,0.340,15.793,-3.110,-1.646
1621173233831,2021-05-16T15.53.53.831,0.350,11.341,4.329,-0.549
1621173233841,2021-05-16T15.53.53.841,0.360,7.256,10.366,0.488
1621173233851,2021-05-16T15.53.53.851,0.370,3.720,12.134,0.915
1621173233861,2021-05-16T15.53.53.861,0.380,0.793,12.195,1.159
1621173233871,2021-05-16T15.53.53.871,0.390,-2.073,11.220,0.732
1621173233881,2021-05-16T15.53.53.881,0.400,-4.329,9.268,0.183
1621173233891,2021-05-16T15.53.53.891,0.410,-6.402,6.707,-0.122
1621173233901,2021-05-16T15.53.53.901,0.420,-7.805,4.878,-0.244
1621173233911,2021-05-16T15.53.53.911,0.430,-8.293,4.085,-0.366
1621173233921,2021-05-16T15.53.53.921,0.440,-8.354,3.232,-0.427
1621173233931,2021-05-16T15.53.53.931,0.450,-8.537,1.159,-0.305
1621173233941,2021-05-16T15.53.53.941,0.460,-8.720,-1.951,-0.061
1621173233951,2021-05-16T15.53.53.951,0.470,-8.354,-4.146,0.183
1621173233961,2021-05-16T15.53.53.961,0.480,-7.866,-6.280,0.549
1621173233971,2021-05-16T15.53.53.971,0.490,-7.561,-7.683,1.159
1621173233981,2021-05-16T15.53.53.981,0.500,-6.951,-7.866,1.890
1621173233991,2021-05-16T15.53.53.991,0.510,-6.098,-7.378,2.561
1621173234001,2021-05-16T15.53.54.001,0.520,-5.244,-6.524,3.110
1621173234011,2021-05-16T15.53.54.011,0.530,-4.512,-4.878,3.598
