epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621617434415,2021-05-21T19.17.14.415,0.000,0.549,0.305,-0.244
1621617434425,2021-05-21T19.17.14.425,0.010,0.488,-0.122,-0.488
1621617434435,2021-05-21T19.17.14.435,0.020,0.183,0.061,-0.427
1621617434445,2021-05-21T19.17.14.445,0.030,0.183,0.305,-0.366
1621617434455,2021-05-21T19.17.14.455,0.040,0.305,0.244,-0.366
1621617434465,2021-05-21T19.17.14.465,0.050,0.305,0.305,-0.305
1621617434475,2021-05-21T19.17.14.475,0.060,0.305,0.366,-0.366
1621617434485,2021-05-21T19.17.14.485,0.070,0.244,0.427,-0.366
1621617434495,2021-05-21T19.17.14.495,0.080,0.183,0.427,-0.244
1621617434505,2021-05-21T19.17.14.505,0.090,0.183,0.305,-0.366
1621617434515,2021-05-21T19.17.14.515,0.100,0.305,0.366,-0.305
1621617434525,2021-05-21T19.17.14.525,0.110,0.122,0.366,-0.244
1621617434535,2021-05-21T19.17.14.535,0.120,0.122,0.366,-0.305
1621617434545,2021-05-21T19.17.14.545,0.130,0.000,0.427,-0.305
1621617434555,2021-05-21T19.17.14.555,0.140,0.061,0.427,-0.244
1621617434565,2021-05-21T19.17.14.565,0.150,0.122,0.427,-0.366
1621617434575,2021-05-21T19.17.14.575,0.160,0.244,0.366,-0.305
1621617434585,2021-05-21T19.17.14.585,0.170,0.122,0.366,-0.305
1621617434595,2021-05-21T19.17.14.595,0.180,0.000,0.244,-0.366
1621617434605,2021-05-21T19.17.14.605,0.190,0.183,0.244,-0.366
1621617434615,2021-05-21T19.17.14.615,0.200,0.244,0.244,-0.305
1621617434625,2021-05-21T19.17.14.625,0.210,0.183,0.061,-0.305
1621617434635,2021-05-21T19.17.14.635,0.220,0.244,0.061,-0.305
1621617434645,2021-05-21T19.17.14.645,0.230,0.244,0.122,-0.366
1621617434655,2021-05-21T19.17.14.655,0.240,0.305,0.061,-0.366
1621617434665,2021-05-21T19.17.14.665,0.250,0.488,0.000,-0.427
1621617434675,2021-05-21T19.17.14.675,0.260,0.366,0.061,-0.244
1621617434685,2021-05-21T19.17.14.685,0.270,0.427,-0.061,-0.366
1621617434695,2021-05-21T19.17.14.695,0.280,0.427,-0.061,-0.427
1621617434705,2021-05-21T19.17.14.705,0.290,0.427,0.061,-0.366
1621617434715,2021-05-21T19.17.14.715,0.300,0.366,-0.061,-0.427
1621617434725,2021-05-21T19.17.14.725,0.310,0.488,-0.061,-0.427
1621617434735,2021-05-21T19.17.14.735,0.320,0.427,-0.061,-0.427
1621617434745,2021-05-21T19.17.14.745,0.330,0.427,0.000,-0.366
1621617434755,2021-05-21T19.17.14.755,0.340,0.305,0.061,-0.305
1621617434765,2021-05-21T19.17.14.765,0.350,0.366,0.061,-0.366
1621617434775,2021-05-21T19.17.14.775,0.360,0.366,0.122,-0.366
1621617434785,2021-05-21T19.17.14.785,0.370,0.183,0.122,-0.366
1621617434795,2021-05-21T19.17.14.795,0.380,0.183,0.183,-0.244
1621617434805,2021-05-21T19.17.14.805,0.390,0.244,0.183,-0.183
1621617434815,2021-05-21T19.17.14.815,0.400,0.183,0.122,-0.244
1621617434825,2021-05-21T19.17.14.825,0.410,0.183,0.183,-0.305
1621617434835,2021-05-21T19.17.14.835,0.420,0.244,0.244,-0.366
1621617434845,2021-05-21T19.17.14.845,0.430,0.061,0.244,-0.244
1621617434855,2021-05-21T19.17.14.855,0.440,0.061,0.366,-0.305
1621617434865,2021-05-21T19.17.14.865,0.450,0.122,0.427,-0.366
1621617434875,2021-05-21T19.17.14.875,0.460,0.122,0.366,-0.305
1621617434885,2021-05-21T19.17.14.885,0.470,0.122,0.366,-0.366
1621617434895,2021-05-21T19.17.14.895,0.480,0.183,0.305,-0.366
1621617434905,2021-05-21T19.17.14.905,0.490,0.183,0.305,-0.366
1621617434915,2021-05-21T19.17.14.915,0.500,0.122,0.305,-0.366
1621617434925,2021-05-21T19.17.14.925,0.510,0.366,0.183,-0.366
1621617434935,2021-05-21T19.17.14.935,0.520,0.366,0.183,-0.427
1621617434945,2021-05-21T19.17.14.945,0.530,0.305,0.122,-0.366
1621617434955,2021-05-21T19.17.14.955,0.540,0.366,0.122,-0.366
1621617434965,2021-05-21T19.17.14.965,0.550,0.427,0.183,-0.366
1621617434975,2021-05-21T19.17.14.975,0.560,0.427,0.061,-0.427
1621617434985,2021-05-21T19.17.14.985,0.570,0.549,0.122,-0.427
1621617434995,2021-05-21T19.17.14.995,0.580,0.488,0.061,-0.427
1621617435005,2021-05-21T19.17.15.005,0.590,0.488,0.000,-0.427
1621617435015,2021-05-21T19.17.15.015,0.600,0.427,-0.061,-0.427
1621617435025,2021-05-21T19.17.15.025,0.610,0.427,0.000,-0.366
1621617435035,2021-05-21T19.17.15.035,0.620,0.488,0.061,-0.427
1621617435045,2021-05-21T19.17.15.045,0.630,0.366,0.061,-0.427
1621617435055,2021-05-21T19.17.15.055,0.640,0.427,0.061,-0.427
1621617435065,2021-05-21T19.17.15.065,0.650,0.488,0.061,-0.427
