epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1619358080691,2021-04-25T15.41.20.691,0.000,-6.646,6.890,9.634
1619358080701,2021-04-25T15.41.20.701,0.010,-6.646,6.951,10.366
1619358080711,2021-04-25T15.41.20.711,0.020,-7.378,6.951,10.488
1619358080721,2021-04-25T15.41.20.721,0.030,-8.415,5.610,9.878
1619358080731,2021-04-25T15.41.20.731,0.040,-8.841,4.634,9.085
1619358080741,2021-04-25T15.41.20.741,0.050,-8.780,4.878,8.110
1619358080751,2021-04-25T15.41.20.751,0.060,-8.780,4.756,6.890
1619358080761,2021-04-25T15.41.20.761,0.070,-8.841,5.122,5.610
1619358080771,2021-04-25T15.41.20.771,0.080,-8.171,5.061,4.451
1619358080781,2021-04-25T15.41.20.781,0.090,-7.317,4.695,3.049
1619358080791,2021-04-25T15.41.20.791,0.100,-6.220,5.366,1.585
1619358080801,2021-04-25T15.41.20.801,0.110,-4.390,6.098,0.305
1619358080811,2021-04-25T15.41.20.811,0.120,-2.744,7.378,-0.793
1619358080821,2021-04-25T15.41.20.821,0.130,-0.488,8.049,-1.890
1619358080831,2021-04-25T15.41.20.831,0.140,1.585,7.866,-3.049
1619358080841,2021-04-25T15.41.20.841,0.150,3.110,7.134,-3.720
1619358080851,2021-04-25T15.41.20.851,0.160,4.146,5.915,-3.902
1619358080861,2021-04-25T15.41.20.861,0.170,5.366,3.415,-3.963
1619358080871,2021-04-25T15.41.20.871,0.180,6.159,-0.244,-4.085
1619358080881,2021-04-25T15.41.20.881,0.190,6.280,-2.622,-3.963
1619358080891,2021-04-25T15.41.20.891,0.200,6.159,-4.390,-4.024
1619358080901,2021-04-25T15.41.20.901,0.210,6.220,-5.427,-4.390
1619358080911,2021-04-25T15.41.20.911,0.220,6.463,-5.732,-4.817
1619358080921,2021-04-25T15.41.20.921,0.230,6.768,-5.732,-5.366
1619358080931,2021-04-25T15.41.20.931,0.240,6.890,-5.366,-5.732
1619358080941,2021-04-25T15.41.20.941,0.250,7.012,-4.146,-5.976
1619358080951,2021-04-25T15.41.20.951,0.260,7.317,-3.171,-6.098
1619358080961,2021-04-25T15.41.20.961,0.270,7.500,-2.256,-6.037
1619358080971,2021-04-25T15.41.20.971,0.280,7.683,-1.341,-5.854
1619358080981,2021-04-25T15.41.20.981,0.290,8.049,-0.427,-5.427
1619358080991,2021-04-25T15.41.20.991,0.300,8.415,0.610,-4.817
1619358081001,2021-04-25T15.41.21.001,0.310,8.780,2.073,-4.573
1619358081011,2021-04-25T15.41.21.011,0.320,9.268,3.598,-4.634
