epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621176737381,2021-05-16T16.52.17.381,0.000,4.573,-12.622,-5.854
1621176737391,2021-05-16T16.52.17.391,0.010,4.756,-12.012,-5.915
1621176737401,2021-05-16T16.52.17.401,0.020,4.756,-7.622,-7.134
1621176737411,2021-05-16T16.52.17.411,0.030,6.037,0.366,-7.988
1621176737421,2021-05-16T16.52.17.421,0.040,7.622,7.561,-7.439
1621176737431,2021-05-16T16.52.17.431,0.050,7.073,14.085,-7.317
1621176737441,2021-05-16T16.52.17.441,0.060,3.110,19.451,-7.561
1621176737451,2021-05-16T16.52.17.451,0.070,-0.366,23.049,-7.744
1621176737461,2021-05-16T16.52.17.461,0.080,-1.402,25.305,-7.012
1621176737471,2021-05-16T16.52.17.471,0.090,-4.573,27.317,-5.305
1621176737481,2021-05-16T16.52.17.481,0.100,-7.378,26.829,-2.561
1621176737491,2021-05-16T16.52.17.491,0.110,-6.098,26.524,-0.427
1621176737501,2021-05-16T16.52.17.501,0.120,-2.378,24.268,1.829
1621176737511,2021-05-16T16.52.17.511,0.130,1.890,19.268,5.305
1621176737521,2021-05-16T16.52.17.521,0.140,4.390,12.744,9.329
1621176737531,2021-05-16T16.52.17.531,0.150,2.683,5.854,10.427
1621176737541,2021-05-16T16.52.17.541,0.160,5.976,-0.854,10.671
1621176737551,2021-05-16T16.52.17.551,0.170,10.915,1.524,12.439
1621176737561,2021-05-16T16.52.17.561,0.180,8.293,13.780,14.146
1621176737571,2021-05-16T16.52.17.571,0.190,2.927,33.963,10.488
1621176737581,2021-05-16T16.52.17.581,0.200,-4.085,51.768,4.146
1621176737591,2021-05-16T16.52.17.591,0.210,-11.890,59.390,-0.244
1621176737601,2021-05-16T16.52.17.601,0.220,-5.488,61.646,-2.805
1621176737611,2021-05-16T16.52.17.611,0.230,-16.402,45.183,2.012
1621176737621,2021-05-16T16.52.17.621,0.240,-21.280,12.866,2.683
1621176737631,2021-05-16T16.52.17.631,0.250,-10.000,-30.183,0.610
1621176737641,2021-05-16T16.52.17.641,0.260,-12.317,-65.305,14.878
1621176737651,2021-05-16T16.52.17.651,0.270,-7.561,-74.634,19.085
1621176737661,2021-05-16T16.52.17.661,0.280,3.171,-62.378,14.512
1621176737671,2021-05-16T16.52.17.671,0.290,8.232,-33.293,10.427
1621176737681,2021-05-16T16.52.17.681,0.300,11.829,-3.720,7.012
1621176737691,2021-05-16T16.52.17.691,0.310,17.012,15.183,4.207
1621176737701,2021-05-16T16.52.17.701,0.320,20.793,25.122,2.012
1621176737711,2021-05-16T16.52.17.711,0.330,22.073,25.244,1.220
1621176737721,2021-05-16T16.52.17.721,0.340,20.915,18.049,2.134
1621176737731,2021-05-16T16.52.17.731,0.350,19.634,12.195,3.049
1621176737741,2021-05-16T16.52.17.741,0.360,18.354,5.976,3.049
1621176737751,2021-05-16T16.52.17.751,0.370,16.402,-2.683,2.744
1621176737761,2021-05-16T16.52.17.761,0.380,13.902,-10.305,2.195
1621176737771,2021-05-16T16.52.17.771,0.390,11.646,-14.756,1.524
1621176737781,2021-05-16T16.52.17.781,0.400,9.634,-18.537,0.793
1621176737791,2021-05-16T16.52.17.791,0.410,7.683,-21.890,0.366
1621176737801,2021-05-16T16.52.17.801,0.420,6.159,-21.768,0.427
1621176737811,2021-05-16T16.52.17.811,0.430,5.549,-17.195,0.549
1621176737821,2021-05-16T16.52.17.821,0.440,5.366,-12.744,0.915
1621176737831,2021-05-16T16.52.17.831,0.450,4.939,-9.939,1.220
1621176737841,2021-05-16T16.52.17.841,0.460,5.671,-7.683,1.890
1621176737851,2021-05-16T16.52.17.851,0.470,6.280,-7.500,2.927
1621176737861,2021-05-16T16.52.17.861,0.480,6.037,-8.354,4.024
1621176737871,2021-05-16T16.52.17.871,0.490,4.268,-11.707,5.000
1621176737881,2021-05-16T16.52.17.881,0.500,2.622,-16.037,6.646
1621176737891,2021-05-16T16.52.17.891,0.510,1.402,-17.805,8.110
1621176737901,2021-05-16T16.52.17.901,0.520,0.183,-17.378,8.659
1621176737911,2021-05-16T16.52.17.911,0.530,-0.183,-17.683,9.024
1621176737921,2021-05-16T16.52.17.921,0.540,-0.915,-16.646,9.451
1621176737931,2021-05-16T16.52.17.931,0.550,0.671,-12.927,8.415
1621176737941,2021-05-16T16.52.17.941,0.560,1.524,-8.841,7.256
1621176737951,2021-05-16T16.52.17.951,0.570,1.951,-6.098,6.951
1621176737961,2021-05-16T16.52.17.961,0.580,3.171,-5.305,6.524
1621176737971,2021-05-16T16.52.17.971,0.590,4.085,-4.390,5.427
1621176737981,2021-05-16T16.52.17.981,0.600,4.085,-4.207,4.573
1621176737991,2021-05-16T16.52.17.991,0.610,3.902,-4.207,3.902
1621176738001,2021-05-16T16.52.18.001,0.620,3.963,-4.024,2.378
1621176738011,2021-05-16T16.52.18.011,0.630,3.476,-4.329,1.341
