epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621264866123,2021-05-17T17.21.06.123,0.000,0.488,0.793,-0.244
1621264866133,2021-05-17T17.21.06.133,0.010,0.671,0.305,-0.122
1621264866143,2021-05-17T17.21.06.143,0.020,0.488,0.732,-0.366
1621264866153,2021-05-17T17.21.06.153,0.030,0.366,0.793,-0.427
1621264866163,2021-05-17T17.21.06.163,0.040,0.305,0.427,-0.427
1621264866173,2021-05-17T17.21.06.173,0.050,0.122,0.244,-0.366
1621264866183,2021-05-17T17.21.06.183,0.060,0.183,0.000,-0.305
1621264866193,2021-05-17T17.21.06.193,0.070,0.183,-0.244,-0.305
1621264866203,2021-05-17T17.21.06.203,0.080,0.061,-0.244,-0.244
1621264866213,2021-05-17T17.21.06.213,0.090,0.061,-0.122,-0.183
1621264866223,2021-05-17T17.21.06.223,0.100,0.061,-0.061,-0.244
1621264866233,2021-05-17T17.21.06.233,0.110,0.061,0.366,-0.244
1621264866243,2021-05-17T17.21.06.243,0.120,0.183,0.488,-0.244
1621264866253,2021-05-17T17.21.06.253,0.130,0.244,0.366,-0.305
1621264866263,2021-05-17T17.21.06.263,0.140,0.183,0.427,-0.244
1621264866273,2021-05-17T17.21.06.273,0.150,0.183,0.366,-0.244
1621264866283,2021-05-17T17.21.06.283,0.160,0.305,0.000,-0.244
1621264866293,2021-05-17T17.21.06.293,0.170,0.244,-0.244,-0.244
1621264866303,2021-05-17T17.21.06.303,0.180,0.366,-0.366,-0.305
1621264866313,2021-05-17T17.21.06.313,0.190,0.427,-0.427,-0.366
1621264866323,2021-05-17T17.21.06.323,0.200,0.488,-0.366,-0.366
1621264866333,2021-05-17T17.21.06.333,0.210,0.488,-0.244,-0.366
1621264866343,2021-05-17T17.21.06.343,0.220,0.793,-0.122,-0.488
1621264866353,2021-05-17T17.21.06.353,0.230,0.915,-0.061,-0.549
1621264866363,2021-05-17T17.21.06.363,0.240,1.098,-0.122,-0.610
1621264866373,2021-05-17T17.21.06.373,0.250,1.037,-0.183,-0.671
1621264866383,2021-05-17T17.21.06.383,0.260,1.098,-0.061,-0.793
1621264866393,2021-05-17T17.21.06.393,0.270,1.341,0.122,-0.793
1621264866403,2021-05-17T17.21.06.403,0.280,1.402,0.122,-0.915
1621264866413,2021-05-17T17.21.06.413,0.290,1.402,0.000,-0.854
1621264866423,2021-05-17T17.21.06.423,0.300,1.463,0.061,-0.793
1621264866433,2021-05-17T17.21.06.433,0.310,1.341,0.488,-0.671
1621264866443,2021-05-17T17.21.06.443,0.320,1.890,0.854,-0.732
1621264866453,2021-05-17T17.21.06.453,0.330,1.829,0.122,-0.976
1621264866463,2021-05-17T17.21.06.463,0.340,1.524,-0.488,-0.854
1621264866473,2021-05-17T17.21.06.473,0.350,1.402,-0.793,-0.732
1621264866483,2021-05-17T17.21.06.483,0.360,1.463,-0.305,-0.793
1621264866493,2021-05-17T17.21.06.493,0.370,1.524,0.122,-0.793
1621264866503,2021-05-17T17.21.06.503,0.380,1.280,0.183,-0.854
1621264866513,2021-05-17T17.21.06.513,0.390,1.159,0.000,-0.732
1621264866523,2021-05-17T17.21.06.523,0.400,0.976,-0.244,-0.671
1621264866533,2021-05-17T17.21.06.533,0.410,0.854,-0.183,-0.610
1621264866543,2021-05-17T17.21.06.543,0.420,0.793,0.000,-0.549
1621264866553,2021-05-17T17.21.06.553,0.430,0.732,0.122,-0.549
1621264866563,2021-05-17T17.21.06.563,0.440,0.732,0.122,-0.427
1621264866573,2021-05-17T17.21.06.573,0.450,0.610,0.122,-0.488
1621264866583,2021-05-17T17.21.06.583,0.460,0.488,0.122,-0.427
1621264866593,2021-05-17T17.21.06.593,0.470,0.427,0.183,-0.366
1621264866603,2021-05-17T17.21.06.603,0.480,0.366,0.061,-0.366
1621264866613,2021-05-17T17.21.06.613,0.490,0.244,-0.122,-0.305
1621264866623,2021-05-17T17.21.06.623,0.500,0.244,0.061,-0.305
1621264866633,2021-05-17T17.21.06.633,0.510,0.183,0.183,-0.305
1621264866643,2021-05-17T17.21.06.643,0.520,0.061,0.122,-0.305
1621264866653,2021-05-17T17.21.06.653,0.530,-0.122,0.122,-0.244
1621264866663,2021-05-17T17.21.06.663,0.540,-0.061,0.061,-0.183
1621264866673,2021-05-17T17.21.06.673,0.550,0.000,0.000,-0.122
1621264866683,2021-05-17T17.21.06.683,0.560,-0.061,0.122,-0.122
1621264866693,2021-05-17T17.21.06.693,0.570,0.000,0.244,-0.122
1621264866703,2021-05-17T17.21.06.703,0.580,-0.061,0.244,-0.122
1621264866713,2021-05-17T17.21.06.713,0.590,0.000,0.244,-0.061
1621264866723,2021-05-17T17.21.06.723,0.600,0.244,0.488,-0.061
1621264866733,2021-05-17T17.21.06.733,0.610,0.244,0.488,-0.122
1621264866743,2021-05-17T17.21.06.743,0.620,0.244,0.427,-0.122
