epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621094214131,2021-05-15T17.56.54.131,0.000,-1.220,0.366,-0.366
1621094214141,2021-05-15T17.56.54.141,0.010,-1.463,0.488,-0.610
1621094214151,2021-05-15T17.56.54.151,0.020,-1.159,0.366,-0.732
1621094214161,2021-05-15T17.56.54.161,0.030,-0.915,-0.122,-0.671
1621094214171,2021-05-15T17.56.54.171,0.040,-0.732,-0.610,-0.244
1621094214181,2021-05-15T17.56.54.181,0.050,-0.549,-1.037,0.366
1621094214191,2021-05-15T17.56.54.191,0.060,-0.305,-1.159,0.854
1621094214201,2021-05-15T17.56.54.201,0.070,-0.061,-1.524,1.280
1621094214211,2021-05-15T17.56.54.211,0.080,0.305,-2.195,1.768
1621094214221,2021-05-15T17.56.54.221,0.090,0.549,-3.415,2.073
1621094214231,2021-05-15T17.56.54.231,0.100,0.610,-4.878,2.683
1621094214241,2021-05-15T17.56.54.241,0.110,0.427,-5.671,3.293
1621094214251,2021-05-15T17.56.54.251,0.120,0.305,-5.549,3.537
1621094214261,2021-05-15T17.56.54.261,0.130,0.000,-4.573,3.476
1621094214271,2021-05-15T17.56.54.271,0.140,-0.610,-2.561,3.049
1621094214281,2021-05-15T17.56.54.281,0.150,-0.671,-2.317,2.439
1621094214291,2021-05-15T17.56.54.291,0.160,-0.854,-4.634,1.951
1621094214301,2021-05-15T17.56.54.301,0.170,-1.159,-7.134,1.524
1621094214311,2021-05-15T17.56.54.311,0.180,-1.707,-9.268,1.280
1621094214321,2021-05-15T17.56.54.321,0.190,-2.561,-10.549,1.585
1621094214331,2021-05-15T17.56.54.331,0.200,-3.780,-11.220,2.317
1621094214341,2021-05-15T17.56.54.341,0.210,-4.878,-11.890,2.927
1621094214351,2021-05-15T17.56.54.351,0.220,-5.610,-12.683,3.415
1621094214361,2021-05-15T17.56.54.361,0.230,-6.037,-14.024,3.415
1621094214371,2021-05-15T17.56.54.371,0.240,-6.098,-15.915,3.232
1621094214381,2021-05-15T17.56.54.381,0.250,-6.280,-17.622,3.293
1621094214391,2021-05-15T17.56.54.391,0.260,-6.159,-19.085,3.598
1621094214401,2021-05-15T17.56.54.401,0.270,-6.159,-20.610,3.902
1621094214411,2021-05-15T17.56.54.411,0.280,-5.915,-21.524,4.390
1621094214421,2021-05-15T17.56.54.421,0.290,-5.061,-22.866,5.061
1621094214431,2021-05-15T17.56.54.431,0.300,-4.329,-25.183,5.854
1621094214441,2021-05-15T17.56.54.441,0.310,-3.232,-27.317,6.768
1621094214451,2021-05-15T17.56.54.451,0.320,-1.829,-28.659,7.744
1621094214461,2021-05-15T17.56.54.461,0.330,-0.427,-28.537,8.780
1621094214471,2021-05-15T17.56.54.471,0.340,0.976,-28.659,9.756
1621094214481,2021-05-15T17.56.54.481,0.350,2.317,-28.841,10.427
1621094214491,2021-05-15T17.56.54.491,0.360,3.171,-28.354,11.402
1621094214501,2021-05-15T17.56.54.501,0.370,4.573,-27.195,12.378
1621094214511,2021-05-15T17.56.54.511,0.380,5.732,-26.341,12.805
1621094214521,2021-05-15T17.56.54.521,0.390,7.073,-25.183,12.805
1621094214531,2021-05-15T17.56.54.531,0.400,8.659,-23.963,12.744
1621094214541,2021-05-15T17.56.54.541,0.410,9.817,-23.720,12.439
1621094214551,2021-05-15T17.56.54.551,0.420,10.732,-24.268,12.622
1621094214561,2021-05-15T17.56.54.561,0.430,11.037,-24.573,13.476
1621094214571,2021-05-15T17.56.54.571,0.440,10.976,-24.390,15.122
1621094214581,2021-05-15T17.56.54.581,0.450,10.305,-24.268,17.317
1621094214591,2021-05-15T17.56.54.591,0.460,9.817,-25.976,19.878
1621094214601,2021-05-15T17.56.54.601,0.470,9.268,-28.780,22.744
1621094214611,2021-05-15T17.56.54.611,0.480,8.598,-30.854,24.756
1621094214621,2021-05-15T17.56.54.621,0.490,8.415,-33.841,27.561
1621094214631,2021-05-15T17.56.54.631,0.500,7.683,-35.610,29.878
1621094214641,2021-05-15T17.56.54.641,0.510,7.561,-38.415,31.585
1621094214651,2021-05-15T17.56.54.651,0.520,8.171,-41.768,33.598
1621094214661,2021-05-15T17.56.54.661,0.530,9.268,-44.207,35.915
1621094214671,2021-05-15T17.56.54.671,0.540,10.854,-45.305,38.110
1621094214681,2021-05-15T17.56.54.681,0.550,12.012,-44.512,39.939
1621094214691,2021-05-15T17.56.54.691,0.560,12.866,-42.805,41.768
