epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621095393788,2021-05-15T18.16.33.788,0.000,0.549,-1.037,0.183
1621095393798,2021-05-15T18.16.33.798,0.010,0.427,-0.671,0.610
1621095393808,2021-05-15T18.16.33.808,0.020,0.488,-0.122,0.183
1621095393818,2021-05-15T18.16.33.818,0.030,0.610,0.610,0.061
1621095393828,2021-05-15T18.16.33.828,0.040,0.549,0.671,0.122
1621095393838,2021-05-15T18.16.33.838,0.050,0.488,0.488,-0.061
1621095393848,2021-05-15T18.16.33.848,0.060,0.305,0.061,-0.122
1621095393858,2021-05-15T18.16.33.858,0.070,0.122,-0.427,-0.305
1621095393868,2021-05-15T18.16.33.868,0.080,0.061,-0.793,-0.183
1621095393878,2021-05-15T18.16.33.878,0.090,-0.183,-0.915,-0.183
1621095393888,2021-05-15T18.16.33.888,0.100,-0.122,-0.549,-0.244
1621095393898,2021-05-15T18.16.33.898,0.110,-0.061,0.183,-0.366
1621095393908,2021-05-15T18.16.33.908,0.120,0.000,0.732,-0.366
1621095393918,2021-05-15T18.16.33.918,0.130,0.000,0.793,-0.488
1621095393928,2021-05-15T18.16.33.928,0.140,0.061,0.793,-0.427
1621095393938,2021-05-15T18.16.33.938,0.150,0.244,0.915,-0.183
1621095393948,2021-05-15T18.16.33.948,0.160,0.244,0.671,0.000
1621095393958,2021-05-15T18.16.33.958,0.170,0.244,0.305,0.183
1621095393968,2021-05-15T18.16.33.968,0.180,0.244,-0.305,0.183
1621095393978,2021-05-15T18.16.33.978,0.190,0.366,-0.732,0.305
1621095393988,2021-05-15T18.16.33.988,0.200,0.305,-0.793,0.061
1621095393998,2021-05-15T18.16.33.998,0.210,0.366,-0.793,-0.061
1621095394008,2021-05-15T18.16.34.008,0.220,0.488,-0.732,-0.183
1621095394018,2021-05-15T18.16.34.018,0.230,0.793,-0.305,-0.244
1621095394028,2021-05-15T18.16.34.028,0.240,0.854,0.244,-0.305
1621095394038,2021-05-15T18.16.34.038,0.250,0.976,0.427,-0.183
1621095394048,2021-05-15T18.16.34.048,0.260,0.732,0.122,0.000
1621095394058,2021-05-15T18.16.34.058,0.270,0.427,-0.366,-0.061
1621095394068,2021-05-15T18.16.34.068,0.280,0.488,-0.549,-0.305
1621095394078,2021-05-15T18.16.34.078,0.290,0.488,-0.244,-0.427
1621095394088,2021-05-15T18.16.34.088,0.300,0.488,-0.061,-0.549
1621095394098,2021-05-15T18.16.34.098,0.310,0.610,0.000,-0.671
1621095394108,2021-05-15T18.16.34.108,0.320,0.610,0.244,-0.549
1621095394118,2021-05-15T18.16.34.118,0.330,0.549,0.610,-0.366
1621095394128,2021-05-15T18.16.34.128,0.340,0.488,0.305,-0.122
1621095394138,2021-05-15T18.16.34.138,0.350,0.366,-0.183,-0.061
1621095394148,2021-05-15T18.16.34.148,0.360,0.305,-0.732,-0.122
1621095394158,2021-05-15T18.16.34.158,0.370,0.244,-1.159,-0.183
1621095394168,2021-05-15T18.16.34.168,0.380,0.122,-1.098,-0.305
1621095394178,2021-05-15T18.16.34.178,0.390,0.244,-0.671,-0.244
1621095394188,2021-05-15T18.16.34.188,0.400,0.305,-0.305,-0.305
1621095394198,2021-05-15T18.16.34.198,0.410,0.366,0.244,-0.488
1621095394208,2021-05-15T18.16.34.208,0.420,0.244,0.488,-0.427
1621095394218,2021-05-15T18.16.34.218,0.430,0.061,0.122,-0.244
1621095394228,2021-05-15T18.16.34.228,0.440,-0.366,-0.610,-0.061
1621095394238,2021-05-15T18.16.34.238,0.450,-0.610,-1.402,0.000
1621095394248,2021-05-15T18.16.34.248,0.460,-0.793,-2.073,0.183
1621095394258,2021-05-15T18.16.34.258,0.470,-0.915,-2.256,0.366
1621095394268,2021-05-15T18.16.34.268,0.480,-0.976,-2.134,0.305
1621095394278,2021-05-15T18.16.34.278,0.490,-0.854,-1.585,0.366
1621095394288,2021-05-15T18.16.34.288,0.500,-0.793,-1.098,0.244
1621095394298,2021-05-15T18.16.34.298,0.510,-0.793,-0.915,0.183
1621095394308,2021-05-15T18.16.34.308,0.520,-0.854,-0.854,0.000
1621095394318,2021-05-15T18.16.34.318,0.530,-0.915,-0.671,-0.122
1621095394328,2021-05-15T18.16.34.328,0.540,-0.854,-0.732,-0.183
1621095394338,2021-05-15T18.16.34.338,0.550,-0.793,-0.915,-0.244
1621095394348,2021-05-15T18.16.34.348,0.560,-0.671,-0.915,-0.061
1621095394358,2021-05-15T18.16.34.358,0.570,-0.671,-1.159,0.061
1621095394368,2021-05-15T18.16.34.368,0.580,-0.549,-1.341,0.000
1621095394378,2021-05-15T18.16.34.378,0.590,-0.427,-1.037,-0.061
1621095394388,2021-05-15T18.16.34.388,0.600,-0.488,-0.854,-0.244
1621095394398,2021-05-15T18.16.34.398,0.610,-0.549,-0.915,-0.366
1621095394408,2021-05-15T18.16.34.408,0.620,-0.488,-0.671,-0.427
1621095394418,2021-05-15T18.16.34.418,0.630,-0.366,-0.305,-0.305
1621095394428,2021-05-15T18.16.34.428,0.640,-0.244,0.000,-0.122
1621095394438,2021-05-15T18.16.34.438,0.650,-0.244,0.183,0.000
1621095394448,2021-05-15T18.16.34.448,0.660,-0.183,0.000,0.122
1621095394458,2021-05-15T18.16.34.458,0.670,-0.183,-0.427,0.183
1621095394468,2021-05-15T18.16.34.468,0.680,-0.122,-0.488,0.183
1621095394478,2021-05-15T18.16.34.478,0.690,-0.061,-0.549,0.061
1621095394488,2021-05-15T18.16.34.488,0.700,-0.061,-0.793,0.122
1621095394498,2021-05-15T18.16.34.498,0.710,0.000,-0.610,0.122
1621095394508,2021-05-15T18.16.34.508,0.720,0.122,-0.122,-0.183
1621095394518,2021-05-15T18.16.34.518,0.730,0.244,0.244,-0.305
1621095394528,2021-05-15T18.16.34.528,0.740,0.122,0.488,-0.488
1621095394538,2021-05-15T18.16.34.538,0.750,0.061,0.549,-0.610
1621095394548,2021-05-15T18.16.34.548,0.760,-0.061,0.549,-0.793
1621095394558,2021-05-15T18.16.34.558,0.770,-0.061,0.366,-0.915
1621095394568,2021-05-15T18.16.34.568,0.780,-0.061,0.366,-0.549
1621095394578,2021-05-15T18.16.34.578,0.790,-0.305,0.305,-0.427
1621095394588,2021-05-15T18.16.34.588,0.800,-0.244,-0.244,-0.122
1621095394598,2021-05-15T18.16.34.598,0.810,-0.244,-0.305,-0.061
1621095394608,2021-05-15T18.16.34.608,0.820,-0.305,-0.183,-0.122
1621095394618,2021-05-15T18.16.34.618,0.830,-0.122,-0.183,0.000
1621095394628,2021-05-15T18.16.34.628,0.840,-0.061,0.061,0.061
1621095394638,2021-05-15T18.16.34.638,0.850,0.122,0.122,-0.061
1621095394648,2021-05-15T18.16.34.648,0.860,0.122,-0.122,-0.183
1621095394658,2021-05-15T18.16.34.658,0.870,0.000,-0.427,-0.122
