epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1619358483437,2021-04-25T15.48.03.437,0.000,0.366,0.061,-0.427
1619358483447,2021-04-25T15.48.03.447,0.010,0.061,0.305,-0.732
1619358483457,2021-04-25T15.48.03.457,0.020,0.183,0.427,-0.305
1619358483467,2021-04-25T15.48.03.467,0.030,0.183,0.366,-0.305
1619358483477,2021-04-25T15.48.03.477,0.040,0.183,0.366,-0.305
1619358483487,2021-04-25T15.48.03.487,0.050,0.183,0.427,-0.305
1619358483497,2021-04-25T15.48.03.497,0.060,0.183,0.305,-0.366
1619358483507,2021-04-25T15.48.03.507,0.070,0.244,0.366,-0.427
1619358483517,2021-04-25T15.48.03.517,0.080,0.244,0.366,-0.366
1619358483527,2021-04-25T15.48.03.527,0.090,0.366,0.244,-0.305
1619358483537,2021-04-25T15.48.03.537,0.100,0.366,0.305,-0.366
1619358483547,2021-04-25T15.48.03.547,0.110,0.183,0.244,-0.427
1619358483557,2021-04-25T15.48.03.557,0.120,0.305,0.183,-0.427
1619358483567,2021-04-25T15.48.03.567,0.130,0.366,0.122,-0.305
1619358483577,2021-04-25T15.48.03.577,0.140,0.305,0.122,-0.305
1619358483587,2021-04-25T15.48.03.587,0.150,0.305,0.122,-0.427
1619358483597,2021-04-25T15.48.03.597,0.160,0.244,0.061,-0.366
1619358483607,2021-04-25T15.48.03.607,0.170,0.366,0.000,-0.366
1619358483617,2021-04-25T15.48.03.617,0.180,0.305,0.000,-0.305
1619358483627,2021-04-25T15.48.03.627,0.190,0.305,0.000,-0.244
1619358483637,2021-04-25T15.48.03.637,0.200,0.305,0.061,-0.244
1619358483647,2021-04-25T15.48.03.647,0.210,0.244,0.183,-0.305
1619358483657,2021-04-25T15.48.03.657,0.220,0.244,0.244,-0.244
1619358483667,2021-04-25T15.48.03.667,0.230,0.305,0.305,-0.305
1619358483677,2021-04-25T15.48.03.677,0.240,0.305,0.244,-0.366
1619358483687,2021-04-25T15.48.03.687,0.250,0.427,0.244,-0.305
1619358483697,2021-04-25T15.48.03.697,0.260,0.366,0.183,-0.366
1619358483707,2021-04-25T15.48.03.707,0.270,0.427,0.244,-0.366
1619358483717,2021-04-25T15.48.03.717,0.280,0.427,0.122,-0.305
1619358483727,2021-04-25T15.48.03.727,0.290,0.244,0.244,-0.305
1619358483737,2021-04-25T15.48.03.737,0.300,0.305,0.305,-0.305
1619358483747,2021-04-25T15.48.03.747,0.310,0.366,0.244,-0.305
1619358483757,2021-04-25T15.48.03.757,0.320,0.366,0.183,-0.305
1619358483767,2021-04-25T15.48.03.767,0.330,0.305,0.122,-0.366
1619358483777,2021-04-25T15.48.03.777,0.340,0.244,0.183,-0.427
1619358483787,2021-04-25T15.48.03.787,0.350,0.305,0.305,-0.427
1619358483797,2021-04-25T15.48.03.797,0.360,0.244,0.244,-0.305
1619358483807,2021-04-25T15.48.03.807,0.370,0.244,0.305,-0.366
1619358483817,2021-04-25T15.48.03.817,0.380,0.183,0.244,-0.366
1619358483827,2021-04-25T15.48.03.827,0.390,0.183,0.244,-0.366
1619358483837,2021-04-25T15.48.03.837,0.400,0.305,0.183,-0.366
1619358483847,2021-04-25T15.48.03.847,0.410,0.244,0.244,-0.427
1619358483857,2021-04-25T15.48.03.857,0.420,0.244,0.183,-0.427
1619358483867,2021-04-25T15.48.03.867,0.430,0.183,0.183,-0.305
1619358483877,2021-04-25T15.48.03.877,0.440,0.061,0.244,-0.244
1619358483887,2021-04-25T15.48.03.887,0.450,0.122,0.183,-0.305
1619358483897,2021-04-25T15.48.03.897,0.460,0.244,0.183,-0.366
1619358483907,2021-04-25T15.48.03.907,0.470,0.244,0.183,-0.305
1619358483917,2021-04-25T15.48.03.917,0.480,0.305,0.122,-0.305
1619358483927,2021-04-25T15.48.03.927,0.490,0.305,0.122,-0.366
1619358483937,2021-04-25T15.48.03.937,0.500,0.244,0.183,-0.305
1619358483947,2021-04-25T15.48.03.947,0.510,0.183,0.183,-0.305
1619358483957,2021-04-25T15.48.03.957,0.520,0.244,0.183,-0.366
1619358483967,2021-04-25T15.48.03.967,0.530,0.183,0.244,-0.305
1619358483977,2021-04-25T15.48.03.977,0.540,0.366,0.183,-0.305
1619358483987,2021-04-25T15.48.03.987,0.550,0.244,0.305,-0.305
1619358483997,2021-04-25T15.48.03.997,0.560,0.183,0.244,-0.366
1619358484007,2021-04-25T15.48.04.007,0.570,0.244,0.305,-0.244
1619358484017,2021-04-25T15.48.04.017,0.580,0.244,0.183,-0.183
1619358484027,2021-04-25T15.48.04.027,0.590,0.366,0.122,-0.305
1619358484037,2021-04-25T15.48.04.037,0.600,0.305,0.000,-0.366
1619358484047,2021-04-25T15.48.04.047,0.610,0.305,-0.061,-0.305
1619358484057,2021-04-25T15.48.04.057,0.620,0.488,0.122,-0.244
1619358484067,2021-04-25T15.48.04.067,0.630,0.488,0.122,-0.366
1619358484077,2021-04-25T15.48.04.077,0.640,0.488,0.244,-0.366
1619358484087,2021-04-25T15.48.04.087,0.650,0.488,0.366,-0.427
1619358484097,2021-04-25T15.48.04.097,0.660,0.488,0.366,-0.427
1619358484107,2021-04-25T15.48.04.107,0.670,0.488,0.549,-0.488
1619358484117,2021-04-25T15.48.04.117,0.680,0.427,0.610,-0.427
1619358484127,2021-04-25T15.48.04.127,0.690,0.427,0.732,-0.427
1619358484137,2021-04-25T15.48.04.137,0.700,0.427,0.732,-0.427
1619358484147,2021-04-25T15.48.04.147,0.710,0.366,0.915,-0.549
1619358484157,2021-04-25T15.48.04.157,0.720,0.366,0.854,-0.549
1619358484167,2021-04-25T15.48.04.167,0.730,0.305,0.793,-0.549
1619358484177,2021-04-25T15.48.04.177,0.740,0.305,0.732,-0.549
1619358484187,2021-04-25T15.48.04.187,0.750,0.305,0.671,-0.488
1619358484197,2021-04-25T15.48.04.197,0.760,0.366,0.671,-0.488
1619358484207,2021-04-25T15.48.04.207,0.770,0.488,0.549,-0.549
1619358484217,2021-04-25T15.48.04.217,0.780,0.488,0.305,-0.549
1619358484227,2021-04-25T15.48.04.227,0.790,0.549,0.305,-0.488
1619358484237,2021-04-25T15.48.04.237,0.800,0.671,0.183,-0.488
1619358484247,2021-04-25T15.48.04.247,0.810,0.732,0.183,-0.549
1619358484257,2021-04-25T15.48.04.257,0.820,0.610,0.061,-0.549
1619358484267,2021-04-25T15.48.04.267,0.830,0.610,-0.061,-0.366
1619358484277,2021-04-25T15.48.04.277,0.840,0.549,-0.122,-0.366
1619358484287,2021-04-25T15.48.04.287,0.850,0.488,-0.183,-0.366
1619358484297,2021-04-25T15.48.04.297,0.860,0.488,-0.244,-0.244
1619358484307,2021-04-25T15.48.04.307,0.870,0.305,-0.305,-0.305
1619358484317,2021-04-25T15.48.04.317,0.880,0.244,-0.366,-0.366
