epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1621617848677,2021-05-21T19.24.08.677,0.000,0.366,-0.915,-0.366
1621617848687,2021-05-21T19.24.08.687,0.010,0.244,-1.037,-0.427
1621617848697,2021-05-21T19.24.08.697,0.020,0.427,-0.732,-0.427
1621617848707,2021-05-21T19.24.08.707,0.030,0.305,-0.183,-0.427
1621617848717,2021-05-21T19.24.08.717,0.040,0.366,0.244,-0.244
1621617848727,2021-05-21T19.24.08.727,0.050,0.549,0.427,-0.183
1621617848737,2021-05-21T19.24.08.737,0.060,0.488,0.549,-0.183
1621617848747,2021-05-21T19.24.08.747,0.070,0.488,0.793,-0.183
1621617848757,2021-05-21T19.24.08.757,0.080,0.488,0.854,-0.183
1621617848767,2021-05-21T19.24.08.767,0.090,0.427,0.854,-0.122
1621617848777,2021-05-21T19.24.08.777,0.100,0.366,0.793,-0.122
1621617848787,2021-05-21T19.24.08.787,0.110,0.305,0.610,-0.061
1621617848797,2021-05-21T19.24.08.797,0.120,0.366,0.671,-0.061
1621617848807,2021-05-21T19.24.08.807,0.130,0.366,0.854,-0.061
1621617848817,2021-05-21T19.24.08.817,0.140,0.366,0.915,-0.122
1621617848827,2021-05-21T19.24.08.827,0.150,0.244,1.037,-0.366
1621617848837,2021-05-21T19.24.08.837,0.160,0.183,0.976,-0.366
1621617848847,2021-05-21T19.24.08.847,0.170,0.183,0.915,-0.305
1621617848857,2021-05-21T19.24.08.857,0.180,0.244,0.732,-0.366
1621617848867,2021-05-21T19.24.08.867,0.190,0.122,0.610,-0.427
1621617848877,2021-05-21T19.24.08.877,0.200,0.061,0.427,-0.427
1621617848887,2021-05-21T19.24.08.887,0.210,-0.061,0.244,-0.549
1621617848897,2021-05-21T19.24.08.897,0.220,-0.061,0.183,-0.549
1621617848907,2021-05-21T19.24.08.907,0.230,0.061,0.061,-0.549
1621617848917,2021-05-21T19.24.08.917,0.240,0.122,0.000,-0.549
1621617848927,2021-05-21T19.24.08.927,0.250,0.122,0.122,-0.488
1621617848937,2021-05-21T19.24.08.937,0.260,0.183,0.061,-0.427
1621617848947,2021-05-21T19.24.08.947,0.270,0.183,0.000,-0.366
1621617848957,2021-05-21T19.24.08.957,0.280,0.244,0.244,-0.366
1621617848967,2021-05-21T19.24.08.967,0.290,0.305,0.305,-0.427
1621617848977,2021-05-21T19.24.08.977,0.300,0.244,0.305,-0.305
1621617848987,2021-05-21T19.24.08.987,0.310,0.244,0.366,-0.244
1621617848997,2021-05-21T19.24.08.997,0.320,0.244,0.244,-0.427
1621617849007,2021-05-21T19.24.09.007,0.330,0.244,0.244,-0.427
1621617849017,2021-05-21T19.24.09.017,0.340,0.305,0.305,-0.427
1621617849027,2021-05-21T19.24.09.027,0.350,0.305,0.244,-0.366
1621617849037,2021-05-21T19.24.09.037,0.360,0.305,0.183,-0.305
1621617849047,2021-05-21T19.24.09.047,0.370,0.244,0.244,-0.305
1621617849057,2021-05-21T19.24.09.057,0.380,0.305,0.305,-0.305
1621617849067,2021-05-21T19.24.09.067,0.390,0.305,0.305,-0.366
1621617849077,2021-05-21T19.24.09.077,0.400,0.183,0.244,-0.305
1621617849087,2021-05-21T19.24.09.087,0.410,0.183,0.366,-0.305
1621617849097,2021-05-21T19.24.09.097,0.420,0.183,0.366,-0.366
1621617849107,2021-05-21T19.24.09.107,0.430,0.122,0.305,-0.244
1621617849117,2021-05-21T19.24.09.117,0.440,-0.061,0.061,0.000
1621617849127,2021-05-21T19.24.09.127,0.450,-0.183,-0.244,0.000
