epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1619282815036,2021-04-24T18.46.55.036,0.000,-0.399,-0.869,0.373
1619282815046,2021-04-24T18.46.55.046,0.010,-0.403,-0.876,0.375
1619282815056,2021-04-24T18.46.55.056,0.020,-0.402,-0.876,0.374
1619282815066,2021-04-24T18.46.55.066,0.030,-0.403,-0.872,0.375
1619282815076,2021-04-24T18.46.55.076,0.040,-0.401,-0.873,0.376
1619282815086,2021-04-24T18.46.55.086,0.050,-0.405,-0.874,0.375
1619282815096,2021-04-24T18.46.55.096,0.060,-0.402,-0.875,0.371
1619282815106,2021-04-24T18.46.55.106,0.070,-0.400,-0.875,0.372
1619282815116,2021-04-24T18.46.55.116,0.080,-0.404,-0.874,0.374
1619282815126,2021-04-24T18.46.55.126,0.090,-0.405,-0.877,0.373
1619282815136,2021-04-24T18.46.55.136,0.100,-0.401,-0.875,0.376
1619282815146,2021-04-24T18.46.55.146,0.110,-0.400,-0.875,0.374
1619282815156,2021-04-24T18.46.55.156,0.120,-0.400,-0.874,0.375
1619282815166,2021-04-24T18.46.55.166,0.130,-0.402,-0.875,0.375
1619282815176,2021-04-24T18.46.55.176,0.140,-0.406,-0.875,0.376
1619282815186,2021-04-24T18.46.55.186,0.150,-0.402,-0.875,0.375
1619282815196,2021-04-24T18.46.55.196,0.160,-0.401,-0.872,0.374
1619282815206,2021-04-24T18.46.55.206,0.170,-0.406,-0.874,0.376
1619282815216,2021-04-24T18.46.55.216,0.180,-0.403,-0.874,0.378
1619282815226,2021-04-24T18.46.55.226,0.190,-0.400,-0.875,0.376
1619282815236,2021-04-24T18.46.55.236,0.200,-0.397,-0.875,0.374
1619282815246,2021-04-24T18.46.55.246,0.210,-0.401,-0.875,0.376
1619282815256,2021-04-24T18.46.55.256,0.220,-0.405,-0.873,0.375
1619282815266,2021-04-24T18.46.55.266,0.230,-0.408,-0.874,0.375
1619282815276,2021-04-24T18.46.55.276,0.240,-0.401,-0.873,0.373
1619282815286,2021-04-24T18.46.55.286,0.250,-0.401,-0.874,0.375
1619282815296,2021-04-24T18.46.55.296,0.260,-0.404,-0.874,0.372
1619282815306,2021-04-24T18.46.55.306,0.270,-0.402,-0.872,0.373
1619282815316,2021-04-24T18.46.55.316,0.280,-0.398,-0.874,0.378
1619282815326,2021-04-24T18.46.55.326,0.290,-0.398,-0.876,0.377
1619282815336,2021-04-24T18.46.55.336,0.300,-0.399,-0.877,0.370
1619282815346,2021-04-24T18.46.55.346,0.310,-0.398,-0.875,0.369
1619282815356,2021-04-24T18.46.55.356,0.320,-0.402,-0.875,0.371
1619282815366,2021-04-24T18.46.55.366,0.330,-0.405,-0.872,0.376
1619282815376,2021-04-24T18.46.55.376,0.340,-0.403,-0.872,0.375
1619282815386,2021-04-24T18.46.55.386,0.350,-0.404,-0.877,0.377
1619282815396,2021-04-24T18.46.55.396,0.360,-0.397,-0.879,0.377
1619282815406,2021-04-24T18.46.55.406,0.370,-0.399,-0.876,0.370
1619282815416,2021-04-24T18.46.55.416,0.380,-0.399,-0.875,0.371
1619282815426,2021-04-24T18.46.55.426,0.390,-0.397,-0.875,0.371
1619282815436,2021-04-24T18.46.55.436,0.400,-0.399,-0.875,0.369
1619282815446,2021-04-24T18.46.55.446,0.410,-0.399,-0.875,0.370
1619282815456,2021-04-24T18.46.55.456,0.420,-0.402,-0.877,0.369
1619282815466,2021-04-24T18.46.55.466,0.430,-0.403,-0.874,0.371
1619282815476,2021-04-24T18.46.55.476,0.440,-0.405,-0.874,0.373
1619282815486,2021-04-24T18.46.55.486,0.450,-0.401,-0.875,0.377
1619282815496,2021-04-24T18.46.55.496,0.460,-0.403,-0.873,0.376
1619282815506,2021-04-24T18.46.55.506,0.470,-0.402,-0.877,0.375
1619282815516,2021-04-24T18.46.55.516,0.480,-0.399,-0.876,0.372
1619282815526,2021-04-24T18.46.55.526,0.490,-0.401,-0.875,0.371
1619282815536,2021-04-24T18.46.55.536,0.500,-0.400,-0.876,0.373
1619282815546,2021-04-24T18.46.55.546,0.510,-0.396,-0.875,0.374
1619282815556,2021-04-24T18.46.55.556,0.520,-0.395,-0.875,0.374
1619282815566,2021-04-24T18.46.55.566,0.530,-0.396,-0.875,0.379
1619282815576,2021-04-24T18.46.55.576,0.540,-0.398,-0.878,0.377
1619282815586,2021-04-24T18.46.55.586,0.550,-0.389,-0.875,0.373
1619282815596,2021-04-24T18.46.55.596,0.560,-0.392,-0.875,0.373
1619282815606,2021-04-24T18.46.55.606,0.570,-0.397,-0.879,0.372
1619282815616,2021-04-24T18.46.55.616,0.580,-0.396,-0.878,0.371
1619282815626,2021-04-24T18.46.55.626,0.590,-0.396,-0.874,0.370
1619282815636,2021-04-24T18.46.55.636,0.600,-0.400,-0.877,0.376
1619282815646,2021-04-24T18.46.55.646,0.610,-0.396,-0.876,0.376
1619282815656,2021-04-24T18.46.55.656,0.620,-0.396,-0.875,0.371
1619282815666,2021-04-24T18.46.55.666,0.630,-0.398,-0.877,0.372
1619282815676,2021-04-24T18.46.55.676,0.640,-0.398,-0.877,0.374
1619282815686,2021-04-24T18.46.55.686,0.650,-0.394,-0.877,0.374
1619282815696,2021-04-24T18.46.55.696,0.660,-0.394,-0.877,0.374
1619282815706,2021-04-24T18.46.55.706,0.670,-0.389,-0.875,0.373
1619282815716,2021-04-24T18.46.55.716,0.680,-0.397,-0.875,0.377
1619282815726,2021-04-24T18.46.55.726,0.690,-0.403,-0.876,0.377
1619282815736,2021-04-24T18.46.55.736,0.700,-0.393,-0.877,0.378
1619282815746,2021-04-24T18.46.55.746,0.710,-0.390,-0.876,0.377
1619282815756,2021-04-24T18.46.55.756,0.720,-0.396,-0.876,0.373
1619282815766,2021-04-24T18.46.55.766,0.730,-0.395,-0.875,0.375
1619282815776,2021-04-24T18.46.55.776,0.740,-0.399,-0.875,0.377
1619282815786,2021-04-24T18.46.55.786,0.750,-0.400,-0.877,0.376
1619282815796,2021-04-24T18.46.55.796,0.760,-0.393,-0.874,0.375
1619282815806,2021-04-24T18.46.55.806,0.770,-0.399,-0.875,0.378
1619282815816,2021-04-24T18.46.55.816,0.780,-0.401,-0.877,0.376
1619282815826,2021-04-24T18.46.55.826,0.790,-0.396,-0.875,0.375
1619282815836,2021-04-24T18.46.55.836,0.800,-0.397,-0.875,0.375
1619282815846,2021-04-24T18.46.55.846,0.810,-0.398,-0.876,0.377
1619282815856,2021-04-24T18.46.55.856,0.820,-0.399,-0.875,0.375
1619282815866,2021-04-24T18.46.55.866,0.830,-0.399,-0.875,0.373
1619282815876,2021-04-24T18.46.55.876,0.840,-0.397,-0.878,0.374
