epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1619281173048,2021-04-24T18.19.33.048,0.000,0.005,-0.086,-0.985
1619281173058,2021-04-24T18.19.33.058,0.010,0.005,-0.088,-0.996
1619281173068,2021-04-24T18.19.33.068,0.020,0.007,-0.089,-0.994
1619281173078,2021-04-24T18.19.33.078,0.030,0.005,-0.087,-0.992
1619281173088,2021-04-24T18.19.33.088,0.040,0.006,-0.089,-0.991
1619281173098,2021-04-24T18.19.33.098,0.050,0.006,-0.089,-0.991
1619281173108,2021-04-24T18.19.33.108,0.060,0.008,-0.087,-0.993
1619281173118,2021-04-24T18.19.33.118,0.070,0.007,-0.089,-0.994
1619281173128,2021-04-24T18.19.33.128,0.080,0.004,-0.092,-0.995
1619281173138,2021-04-24T18.19.33.138,0.090,0.004,-0.089,-0.992
1619281173148,2021-04-24T18.19.33.148,0.100,0.006,-0.088,-0.996
1619281173158,2021-04-24T18.19.33.158,0.110,0.008,-0.090,-0.993
1619281173168,2021-04-24T18.19.33.168,0.120,0.005,-0.086,-0.992
1619281173178,2021-04-24T18.19.33.178,0.130,0.005,-0.088,-0.993
1619281173188,2021-04-24T18.19.33.188,0.140,0.006,-0.089,-0.992
1619281173198,2021-04-24T18.19.33.198,0.150,0.007,-0.088,-0.994
1619281173208,2021-04-24T18.19.33.208,0.160,0.007,-0.088,-0.994
1619281173218,2021-04-24T18.19.33.218,0.170,0.005,-0.088,-0.994
1619281173228,2021-04-24T18.19.33.228,0.180,0.005,-0.088,-0.989
1619281173238,2021-04-24T18.19.33.238,0.190,0.005,-0.089,-0.993
1619281173248,2021-04-24T18.19.33.248,0.200,0.007,-0.089,-0.994
1619281173258,2021-04-24T18.19.33.258,0.210,0.006,-0.091,-0.991
1619281173268,2021-04-24T18.19.33.268,0.220,0.004,-0.089,-0.993
1619281173278,2021-04-24T18.19.33.278,0.230,0.004,-0.089,-0.989
1619281173288,2021-04-24T18.19.33.288,0.240,0.006,-0.090,-0.994
1619281173298,2021-04-24T18.19.33.298,0.250,0.005,-0.087,-0.996
1619281173308,2021-04-24T18.19.33.308,0.260,0.007,-0.089,-0.994
1619281173318,2021-04-24T18.19.33.318,0.270,0.006,-0.088,-0.991
1619281173328,2021-04-24T18.19.33.328,0.280,0.004,-0.087,-0.993
1619281173338,2021-04-24T18.19.33.338,0.290,0.006,-0.088,-0.997
1619281173348,2021-04-24T18.19.33.348,0.300,0.008,-0.088,-0.996
1619281173358,2021-04-24T18.19.33.358,0.310,0.007,-0.091,-0.993
1619281173368,2021-04-24T18.19.33.368,0.320,0.006,-0.088,-0.995
1619281173378,2021-04-24T18.19.33.378,0.330,0.007,-0.089,-0.995
1619281173388,2021-04-24T18.19.33.388,0.340,0.007,-0.090,-0.993
1619281173398,2021-04-24T18.19.33.398,0.350,0.009,-0.088,-0.993
1619281173408,2021-04-24T18.19.33.408,0.360,0.006,-0.089,-0.992
1619281173418,2021-04-24T18.19.33.418,0.370,0.006,-0.090,-0.994
1619281173428,2021-04-24T18.19.33.428,0.380,0.007,-0.088,-0.993
1619281173438,2021-04-24T18.19.33.438,0.390,0.006,-0.088,-0.994
1619281173448,2021-04-24T18.19.33.448,0.400,0.005,-0.089,-0.993
1619281173458,2021-04-24T18.19.33.458,0.410,0.006,-0.087,-0.991
1619281173468,2021-04-24T18.19.33.468,0.420,0.004,-0.090,-0.992
1619281173478,2021-04-24T18.19.33.478,0.430,0.005,-0.089,-0.992
1619281173488,2021-04-24T18.19.33.488,0.440,0.008,-0.089,-0.991
1619281173498,2021-04-24T18.19.33.498,0.450,0.009,-0.091,-0.993
1619281173508,2021-04-24T18.19.33.508,0.460,0.004,-0.089,-0.994
1619281173518,2021-04-24T18.19.33.518,0.470,0.007,-0.088,-0.993
1619281173528,2021-04-24T18.19.33.528,0.480,0.008,-0.088,-0.990
1619281173538,2021-04-24T18.19.33.538,0.490,0.007,-0.088,-0.994
1619281173548,2021-04-24T18.19.33.548,0.500,0.003,-0.088,-0.993
1619281173558,2021-04-24T18.19.33.558,0.510,0.003,-0.089,-0.993
1619281173568,2021-04-24T18.19.33.568,0.520,0.006,-0.089,-0.991
1619281173578,2021-04-24T18.19.33.578,0.530,0.005,-0.090,-0.993
1619281173588,2021-04-24T18.19.33.588,0.540,0.006,-0.089,-0.992
1619281173598,2021-04-24T18.19.33.598,0.550,0.006,-0.087,-0.993
1619281173608,2021-04-24T18.19.33.608,0.560,0.005,-0.087,-0.992
1619281173618,2021-04-24T18.19.33.618,0.570,0.004,-0.088,-0.992
1619281173628,2021-04-24T18.19.33.628,0.580,0.009,-0.088,-0.993
1619281173638,2021-04-24T18.19.33.638,0.590,0.005,-0.089,-0.993
1619281173648,2021-04-24T18.19.33.648,0.600,0.006,-0.089,-0.993
1619281173658,2021-04-24T18.19.33.658,0.610,0.008,-0.092,-0.994
1619281173668,2021-04-24T18.19.33.668,0.620,0.006,-0.089,-0.991
1619281173678,2021-04-24T18.19.33.678,0.630,0.006,-0.088,-0.995
1619281173688,2021-04-24T18.19.33.688,0.640,0.006,-0.089,-0.992
1619281173698,2021-04-24T18.19.33.698,0.650,0.007,-0.090,-0.991
1619281173708,2021-04-24T18.19.33.708,0.660,0.005,-0.089,-0.991
