epoch (ms),time (01:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1620669116179,2021-05-10T19:51:56.179,0.840,-0.110,-0.261,-1.005
1620669116189,2021-05-10T19:51:56.189,0.850,-0.123,-0.270,-1.000
1620669116199,2021-05-10T19:51:56.199,0.860,-0.111,-0.283,-1.005
1620669116209,2021-05-10T19:51:56.209,0.870,-0.114,-0.294,-1.000
1620669116219,2021-05-10T19:51:56.219,0.880,-0.117,-0.307,-0.983
1620669116229,2021-05-10T19:51:56.229,0.890,-0.125,-0.318,-0.975
1620669116239,2021-05-10T19:51:56.239,0.900,-0.139,-0.323,-0.955
1620669116249,2021-05-10T19:51:56.249,0.910,-0.146,-0.332,-0.938
1620669116259,2021-05-10T19:51:56.259,0.920,-0.171,-0.349,-0.947
1620669116269,2021-05-10T19:51:56.269,0.930,-0.199,-0.353,-0.959
1620669116279,2021-05-10T19:51:56.279,0.940,-0.223,-0.360,-0.949
1620669116289,2021-05-10T19:51:56.289,0.950,-0.230,-0.361,-0.938
1620669116299,2021-05-10T19:51:56.299,0.960,-0.223,-0.357,-0.940
1620669116309,2021-05-10T19:51:56.309,0.970,-0.212,-0.354,-0.942
1620669116319,2021-05-10T19:51:56.319,0.980,-0.211,-0.354,-0.938
1620669116329,2021-05-10T19:51:56.329,0.990,-0.212,-0.352,-0.955
1620669116339,2021-05-10T19:51:56.339,1.000,-0.207,-0.354,-0.967
1620669116349,2021-05-10T19:51:56.349,1.010,-0.210,-0.354,-0.967
1620669116359,2021-05-10T19:51:56.359,1.020,-0.237,-0.357,-0.966
1620669116369,2021-05-10T19:51:56.369,1.030,-0.271,-0.347,-0.986
1620669116379,2021-05-10T19:51:56.379,1.040,-0.272,-0.343,-0.967
1620669116389,2021-05-10T19:51:56.389,1.050,-0.279,-0.343,-0.960
1620669116399,2021-05-10T19:51:56.399,1.060,-0.316,-0.342,-0.975
1620669116409,2021-05-10T19:51:56.409,1.070,-0.317,-0.350,-0.929
1620669116419,2021-05-10T19:51:56.419,1.080,-0.288,-0.358,-0.901
1620669116429,2021-05-10T19:51:56.429,1.090,-0.280,-0.367,-0.907
1620669116439,2021-05-10T19:51:56.439,1.100,-0.292,-0.393,-0.886
1620669116449,2021-05-10T19:51:56.449,1.110,-0.309,-0.422,-0.857
1620669116459,2021-05-10T19:51:56.459,1.120,-0.335,-0.448,-0.844
1620669116469,2021-05-10T19:51:56.469,1.130,-0.363,-0.479,-0.818
1620669116479,2021-05-10T19:51:56.479,1.140,-0.364,-0.501,-0.808
1620669116489,2021-05-10T19:51:56.489,1.150,-0.354,-0.509,-0.814
1620669116499,2021-05-10T19:51:56.499,1.160,-0.334,-0.514,-0.832
1620669116509,2021-05-10T19:51:56.509,1.170,-0.295,-0.522,-0.839
1620669116519,2021-05-10T19:51:56.519,1.180,-0.273,-0.532,-0.838
1620669116529,2021-05-10T19:51:56.529,1.190,-0.280,-0.521,-0.863
1620669116539,2021-05-10T19:51:56.539,1.200,-0.235,-0.507,-0.883
1620669116549,2021-05-10T19:51:56.549,1.210,-0.170,-0.499,-0.890
1620669116559,2021-05-10T19:51:56.559,1.220,-0.179,-0.490,-0.882
1620669116569,2021-05-10T19:51:56.569,1.230,-0.227,-0.489,-0.842
1620669116579,2021-05-10T19:51:56.579,1.240,-0.298,-0.487,-0.847
1620669116589,2021-05-10T19:51:56.589,1.250,-0.347,-0.481,-0.856
1620669116599,2021-05-10T19:51:56.599,1.260,-0.357,-0.481,-0.842
1620669116609,2021-05-10T19:51:56.609,1.270,-0.366,-0.484,-0.844
1620669116619,2021-05-10T19:51:56.619,1.280,-0.354,-0.482,-0.859
1620669116629,2021-05-10T19:51:56.629,1.290,-0.345,-0.476,-0.870
1620669116639,2021-05-10T19:51:56.639,1.300,-0.327,-0.461,-0.851
1620669116649,2021-05-10T19:51:56.649,1.310,-0.336,-0.466,-0.806
1620669116659,2021-05-10T19:51:56.659,1.320,-0.355,-0.476,-0.792
1620669116669,2021-05-10T19:51:56.669,1.330,-0.335,-0.488,-0.797
1620669116679,2021-05-10T19:51:56.679,1.340,-0.315,-0.503,-0.794
1620669116689,2021-05-10T19:51:56.689,1.350,-0.331,-0.520,-0.774
1620669116699,2021-05-10T19:51:56.699,1.360,-0.333,-0.530,-0.769
1620669116709,2021-05-10T19:51:56.709,1.370,-0.319,-0.537,-0.766
1620669116719,2021-05-10T19:51:56.719,1.380,-0.318,-0.548,-0.748
1620669116729,2021-05-10T19:51:56.729,1.390,-0.322,-0.553,-0.727
1620669116739,2021-05-10T19:51:56.739,1.400,-0.340,-0.563,-0.709
1620669116749,2021-05-10T19:51:56.749,1.410,-0.354,-0.575,-0.693
1620669116759,2021-05-10T19:51:56.759,1.420,-0.363,-0.584,-0.695
1620669116769,2021-05-10T19:51:56.769,1.430,-0.365,-0.593,-0.678
1620669116779,2021-05-10T19:51:56.779,1.440,-0.376,-0.606,-0.661
1620669116789,2021-05-10T19:51:56.789,1.450,-0.378,-0.622,-0.666
1620669116799,2021-05-10T19:51:56.799,1.460,-0.357,-0.633,-0.674
1620669116809,2021-05-10T19:51:56.809,1.470,-0.352,-0.648,-0.661
1620669116819,2021-05-10T19:51:56.819,1.480,-0.327,-0.657,-0.662
1620669116829,2021-05-10T19:51:56.829,1.490,-0.314,-0.655,-0.663
1620669116839,2021-05-10T19:51:56.839,1.500,-0.304,-0.660,-0.654
1620669116849,2021-05-10T19:51:56.849,1.510,-0.322,-0.667,-0.642
1620669116859,2021-05-10T19:51:56.859,1.520,-0.344,-0.657,-0.644
1620669116869,2021-05-10T19:51:56.869,1.530,-0.364,-0.646,-0.670
1620669116879,2021-05-10T19:51:56.879,1.540,-0.418,-0.612,-0.738
1620669116889,2021-05-10T19:51:56.889,1.550,-0.402,-0.591,-0.754
1620669116899,2021-05-10T19:51:56.899,1.560,-0.353,-0.583,-0.734
1620669116909,2021-05-10T19:51:56.909,1.570,-0.371,-0.557,-0.739
1620669116919,2021-05-10T19:51:56.919,1.580,-0.373,-0.549,-0.734
1620669116929,2021-05-10T19:51:56.929,1.590,-0.346,-0.556,-0.719
1620669116939,2021-05-10T19:51:56.939,1.600,-0.356,-0.549,-0.721
1620669116949,2021-05-10T19:51:56.949,1.610,-0.341,-0.563,-0.739
1620669116959,2021-05-10T19:51:56.959,1.620,-0.341,-0.579,-0.741
1620669116969,2021-05-10T19:51:56.969,1.630,-0.371,-0.588,-0.749
1620669116979,2021-05-10T19:51:56.979,1.640,-0.378,-0.594,-0.747
1620669116989,2021-05-10T19:51:56.989,1.650,-0.390,-0.597,-0.752
1620669116999,2021-05-10T19:51:56.999,1.660,-0.394,-0.590,-0.758
1620669117009,2021-05-10T19:51:57.009,1.670,-0.357,-0.586,-0.760
1620669117019,2021-05-10T19:51:57.019,1.680,-0.343,-0.587,-0.762
1620669117029,2021-05-10T19:51:57.029,1.690,-0.338,-0.583,-0.765
1620669117039,2021-05-10T19:51:57.039,1.700,-0.370,-0.581,-0.766
1620669117049,2021-05-10T19:51:57.049,1.710,-0.374,-0.579,-0.785
1620669117059,2021-05-10T19:51:57.059,1.720,-0.395,-0.569,-0.840
1620669117069,2021-05-10T19:51:57.069,1.730,-0.398,-0.572,-0.855
1620669117079,2021-05-10T19:51:57.079,1.740,-0.408,-0.594,-0.796
1620669117089,2021-05-10T19:51:57.089,1.750,-0.396,-0.575,-0.801
1620669117099,2021-05-10T19:51:57.099,1.760,-0.406,-0.564,-0.880
1620669117109,2021-05-10T19:51:57.109,1.770,-0.431,-0.604,-0.899
1620669117119,2021-05-10T19:51:57.119,1.780,-0.500,-0.627,-0.899
1620669117129,2021-05-10T19:51:57.129,1.790,-0.640,-0.619,-0.992
1620669117139,2021-05-10T19:51:57.139,1.800,-0.703,-0.604,-1.101
1620669117149,2021-05-10T19:51:57.149,1.810,-0.696,-0.607,-1.182
1620669117159,2021-05-10T19:51:57.159,1.820,-0.503,-0.639,-1.052
1620669117169,2021-05-10T19:51:57.169,1.830,-0.273,-0.741,-0.935
1620669117179,2021-05-10T19:51:57.179,1.840,-0.356,-0.736,-0.963
1620669117189,2021-05-10T19:51:57.189,1.850,-0.343,-0.732,-0.852
1620669117199,2021-05-10T19:51:57.199,1.860,-0.098,-0.796,-0.729
1620669117209,2021-05-10T19:51:57.209,1.870,-0.000,-0.820,-0.685
1620669117219,2021-05-10T19:51:57.219,1.880,0.042,-0.851,-0.593
1620669117229,2021-05-10T19:51:57.229,1.890,0.036,-0.900,-0.568
1620669117239,2021-05-10T19:51:57.239,1.900,-0.039,-0.883,-0.586
1620669117249,2021-05-10T19:51:57.249,1.910,-0.037,-0.892,-0.575
1620669117259,2021-05-10T19:51:57.259,1.920,-0.083,-0.849,-0.633
1620669117269,2021-05-10T19:51:57.269,1.930,-0.090,-0.808,-0.707
1620669117279,2021-05-10T19:51:57.279,1.940,-0.021,-0.770,-0.735
1620669117289,2021-05-10T19:51:57.289,1.950,-0.049,-0.717,-0.771
1620669117299,2021-05-10T19:51:57.299,1.960,-0.083,-0.642,-0.773
1620669117309,2021-05-10T19:51:57.309,1.970,-0.112,-0.580,-0.761
1620669117319,2021-05-10T19:51:57.319,1.980,-0.170,-0.521,-0.755
1620669117329,2021-05-10T19:51:57.329,1.990,-0.188,-0.505,-0.731
1620669117339,2021-05-10T19:51:57.339,2.000,-0.231,-0.458,-0.739
1620669117349,2021-05-10T19:51:57.349,2.010,-0.306,-0.431,-0.775
1620669117359,2021-05-10T19:51:57.359,2.020,-0.310,-0.415,-0.744
1620669117369,2021-05-10T19:51:57.369,2.030,-0.344,-0.388,-0.736
1620669117379,2021-05-10T19:51:57.379,2.040,-0.400,-0.370,-0.741
1620669117389,2021-05-10T19:51:57.389,2.050,-0.389,-0.355,-0.711
1620669117399,2021-05-10T19:51:57.399,2.060,-0.418,-0.340,-0.702
1620669117409,2021-05-10T19:51:57.409,2.070,-0.441,-0.337,-0.685
1620669117419,2021-05-10T19:51:57.419,2.080,-0.371,-0.343,-0.640
1620669117429,2021-05-10T19:51:57.429,2.090,-0.326,-0.345,-0.604
1620669117439,2021-05-10T19:51:57.439,2.100,-0.333,-0.356,-0.543
1620669117449,2021-05-10T19:51:57.449,2.110,-0.342,-0.379,-0.453
1620669117459,2021-05-10T19:51:57.459,2.120,-0.401,-0.380,-0.342
1620669117469,2021-05-10T19:51:57.469,2.130,-0.465,-0.386,-0.222
1620669117479,2021-05-10T19:51:57.479,2.140,-0.475,-0.370,-0.162
1620669117489,2021-05-10T19:51:57.489,2.150,-0.360,-0.357,-0.247
1620669117499,2021-05-10T19:51:57.499,2.160,-0.237,-0.377,-0.364
1620669117509,2021-05-10T19:51:57.509,2.170,-0.188,-0.430,-0.471
1620669117519,2021-05-10T19:51:57.519,2.180,-0.167,-0.476,-0.587
1620669117529,2021-05-10T19:51:57.529,2.190,-0.204,-0.502,-0.814
1620669117539,2021-05-10T19:51:57.539,2.200,-0.401,-0.537,-1.161
1620669117549,2021-05-10T19:51:57.549,2.210,-0.823,-0.463,-1.760
1620669117559,2021-05-10T19:51:57.559,2.220,-0.903,-0.808,-2.472
1620669117569,2021-05-10T19:51:57.569,2.230,-1.205,-1.558,-1.399
1620669117579,2021-05-10T19:51:57.579,2.240,-1.186,-0.757,-0.208
1620669117589,2021-05-10T19:51:57.589,2.250,-0.271,-0.195,-0.310
1620669117599,2021-05-10T19:51:57.599,2.260,-0.014,-0.405,-0.539
1620669117609,2021-05-10T19:51:57.609,2.270,-0.203,-0.614,-0.707
1620669117619,2021-05-10T19:51:57.619,2.280,-0.216,-0.459,-0.633
1620669117629,2021-05-10T19:51:57.629,2.290,-0.292,-0.384,-0.712
1620669117639,2021-05-10T19:51:57.639,2.300,-0.417,-0.422,-0.986
1620669117649,2021-05-10T19:51:57.649,2.310,-0.339,-0.500,-1.168
1620669117659,2021-05-10T19:51:57.659,2.320,-0.239,-0.518,-1.131
1620669117669,2021-05-10T19:51:57.669,2.330,-0.200,-0.507,-1.059
1620669117679,2021-05-10T19:51:57.679,2.340,-0.197,-0.495,-1.024
1620669117689,2021-05-10T19:51:57.689,2.350,-0.213,-0.499,-0.970
1620669117699,2021-05-10T19:51:57.699,2.360,-0.255,-0.505,-0.908
1620669117709,2021-05-10T19:51:57.709,2.370,-0.271,-0.517,-0.873
1620669117719,2021-05-10T19:51:57.719,2.380,-0.289,-0.529,-0.849
1620669117729,2021-05-10T19:51:57.729,2.390,-0.274,-0.535,-0.827
1620669117739,2021-05-10T19:51:57.739,2.400,-0.226,-0.545,-0.790
1620669117749,2021-05-10T19:51:57.749,2.410,-0.211,-0.557,-0.774
1620669117759,2021-05-10T19:51:57.759,2.420,-0.196,-0.572,-0.764
1620669117769,2021-05-10T19:51:57.769,2.430,-0.192,-0.584,-0.769
1620669117779,2021-05-10T19:51:57.779,2.440,-0.215,-0.579,-0.775
1620669117789,2021-05-10T19:51:57.789,2.450,-0.236,-0.564,-0.799
1620669117799,2021-05-10T19:51:57.799,2.460,-0.230,-0.542,-0.812
1620669117809,2021-05-10T19:51:57.809,2.470,-0.228,-0.527,-0.821
1620669117819,2021-05-10T19:51:57.819,2.480,-0.222,-0.503,-0.821
1620669117829,2021-05-10T19:51:57.829,2.490,-0.208,-0.487,-0.807
1620669117839,2021-05-10T19:51:57.839,2.500,-0.208,-0.471,-0.785
1620669117849,2021-05-10T19:51:57.849,2.510,-0.234,-0.482,-0.771
1620669117859,2021-05-10T19:51:57.859,2.520,-0.241,-0.512,-0.812
1620669117869,2021-05-10T19:51:57.869,2.530,-0.240,-0.527,-0.859
1620669117879,2021-05-10T19:51:57.879,2.540,-0.230,-0.531,-0.916
1620669117889,2021-05-10T19:51:57.889,2.550,-0.167,-0.521,-0.985
1620669117899,2021-05-10T19:51:57.899,2.560,-0.070,-0.500,-1.032
1620669117909,2021-05-10T19:51:57.909,2.570,0.005,-0.502,-1.054
1620669117919,2021-05-10T19:51:57.919,2.580,-0.014,-0.479,-1.011
1620669117929,2021-05-10T19:51:57.929,2.590,-0.142,-0.470,-0.847
1620669117939,2021-05-10T19:51:57.939,2.600,-0.181,-0.462,-0.749
1620669117949,2021-05-10T19:51:57.949,2.610,-0.189,-0.514,-0.813
1620669117959,2021-05-10T19:51:57.959,2.620,0.102,-0.522,-1.144
1620669117969,2021-05-10T19:51:57.969,2.630,0.248,-0.438,-1.264
1620669117979,2021-05-10T19:51:57.979,2.640,0.220,-0.402,-1.037
1620669117989,2021-05-10T19:51:57.989,2.650,0.049,-0.414,-0.966
1620669117999,2021-05-10T19:51:57.999,2.660,-0.104,-0.403,-0.993
1620669118009,2021-05-10T19:51:58.009,2.670,-0.168,-0.396,-1.003
1620669118019,2021-05-10T19:51:58.019,2.680,-0.150,-0.401,-0.951
1620669118029,2021-05-10T19:51:58.029,2.690,-0.126,-0.402,-0.961
1620669118039,2021-05-10T19:51:58.039,2.700,-0.061,-0.418,-0.972
1620669118049,2021-05-10T19:51:58.049,2.710,-0.050,-0.427,-0.941
1620669118059,2021-05-10T19:51:58.059,2.720,-0.031,-0.433,-0.935
1620669118069,2021-05-10T19:51:58.069,2.730,-0.052,-0.437,-0.943
1620669118079,2021-05-10T19:51:58.079,2.740,-0.089,-0.433,-0.938
1620669118089,2021-05-10T19:51:58.089,2.750,-0.072,-0.445,-0.920
1620669118099,2021-05-10T19:51:58.099,2.760,-0.023,-0.482,-0.930
1620669118109,2021-05-10T19:51:58.109,2.770,-0.009,-0.521,-0.902
1620669118119,2021-05-10T19:51:58.119,2.780,-0.004,-0.522,-0.910
1620669118129,2021-05-10T19:51:58.129,2.790,-0.007,-0.502,-0.946
1620669118139,2021-05-10T19:51:58.139,2.800,-0.025,-0.467,-0.949
1620669118149,2021-05-10T19:51:58.149,2.810,-0.019,-0.438,-0.956
1620669118159,2021-05-10T19:51:58.159,2.820,-0.010,-0.431,-0.957
1620669118169,2021-05-10T19:51:58.169,2.830,-0.018,-0.428,-0.955
1620669118179,2021-05-10T19:51:58.179,2.840,-0.018,-0.424,-0.963
1620669118189,2021-05-10T19:51:58.189,2.850,-0.032,-0.422,-0.950
1620669118199,2021-05-10T19:51:58.199,2.860,-0.056,-0.416,-0.940
1620669118209,2021-05-10T19:51:58.209,2.870,-0.070,-0.416,-0.935
1620669118219,2021-05-10T19:51:58.219,2.880,-0.049,-0.425,-0.932
1620669118229,2021-05-10T19:51:58.229,2.890,-0.032,-0.442,-0.925
1620669118239,2021-05-10T19:51:58.239,2.900,-0.024,-0.443,-0.915
1620669118249,2021-05-10T19:51:58.249,2.910,-0.033,-0.446,-0.917
1620669118259,2021-05-10T19:51:58.259,2.920,-0.050,-0.448,-0.897
1620669118269,2021-05-10T19:51:58.269,2.930,-0.061,-0.453,-0.887
1620669118279,2021-05-10T19:51:58.279,2.940,-0.085,-0.451,-0.885
1620669118289,2021-05-10T19:51:58.289,2.950,-0.097,-0.457,-0.877
1620669118299,2021-05-10T19:51:58.299,2.960,-0.092,-0.461,-0.872
1620669118309,2021-05-10T19:51:58.309,2.970,-0.072,-0.463,-0.881
1620669118319,2021-05-10T19:51:58.319,2.980,-0.065,-0.464,-0.894
1620669118329,2021-05-10T19:51:58.329,2.990,-0.058,-0.460,-0.912
1620669118339,2021-05-10T19:51:58.339,3.000,-0.047,-0.456,-0.914
1620669118349,2021-05-10T19:51:58.349,3.010,-0.063,-0.456,-0.917
1620669118359,2021-05-10T19:51:58.359,3.020,-0.085,-0.452,-0.908
1620669118369,2021-05-10T19:51:58.369,3.030,-0.093,-0.452,-0.905
1620669118379,2021-05-10T19:51:58.379,3.040,-0.091,-0.454,-0.913
1620669118389,2021-05-10T19:51:58.389,3.050,-0.088,-0.454,-0.911
1620669118399,2021-05-10T19:51:58.399,3.060,-0.092,-0.450,-0.899
1620669118409,2021-05-10T19:51:58.409,3.070,-0.085,-0.452,-0.892
1620669118419,2021-05-10T19:51:58.419,3.080,-0.084,-0.458,-0.894
1620669118429,2021-05-10T19:51:58.429,3.090,-0.078,-0.461,-0.906
1620669118439,2021-05-10T19:51:58.439,3.100,-0.077,-0.464,-0.904
1620669118449,2021-05-10T19:51:58.449,3.110,-0.089,-0.460,-0.893
1620669118459,2021-05-10T19:51:58.459,3.120,-0.073,-0.458,-0.897
1620669118469,2021-05-10T19:51:58.469,3.130,-0.056,-0.464,-0.900
1620669118479,2021-05-10T19:51:58.479,3.140,-0.066,-0.465,-0.890
1620669118489,2021-05-10T19:51:58.489,3.150,-0.069,-0.463,-0.893
1620669118499,2021-05-10T19:51:58.499,3.160,-0.061,-0.464,-0.902
1620669118509,2021-05-10T19:51:58.509,3.170,-0.064,-0.467,-0.897
1620669118519,2021-05-10T19:51:58.519,3.180,-0.079,-0.467,-0.900
1620669118529,2021-05-10T19:51:58.529,3.190,-0.065,-0.470,-0.903
1620669118539,2021-05-10T19:51:58.539,3.200,-0.039,-0.473,-0.929
1620669118549,2021-05-10T19:51:58.549,3.210,-0.043,-0.475,-0.931
1620669118559,2021-05-10T19:51:58.559,3.220,-0.034,-0.471,-0.936
1620669118569,2021-05-10T19:51:58.569,3.230,-0.047,-0.497,-0.946
1620669118579,2021-05-10T19:51:58.579,3.240,-0.131,-0.483,-0.858
1620669118589,2021-05-10T19:51:58.589,3.250,-0.128,-0.458,-0.876
1620669118599,2021-05-10T19:51:58.599,3.260,-0.076,-0.472,-0.934
1620669118609,2021-05-10T19:51:58.609,3.270,-0.035,-0.481,-0.957
1620669118619,2021-05-10T19:51:58.619,3.280,-0.017,-0.476,-0.959
1620669118629,2021-05-10T19:51:58.629,3.290,-0.027,-0.471,-0.949
1620669118639,2021-05-10T19:51:58.639,3.300,-0.064,-0.472,-0.920
1620669118649,2021-05-10T19:51:58.649,3.310,-0.096,-0.467,-0.896
1620669118659,2021-05-10T19:51:58.659,3.320,-0.098,-0.464,-0.890
1620669118669,2021-05-10T19:51:58.669,3.330,-0.072,-0.463,-0.902
1620669118679,2021-05-10T19:51:58.679,3.340,-0.062,-0.464,-0.926
1620669118689,2021-05-10T19:51:58.689,3.350,-0.083,-0.456,-0.918
1620669118699,2021-05-10T19:51:58.699,3.360,-0.120,-0.446,-0.902
1620669118709,2021-05-10T19:51:58.709,3.370,-0.117,-0.446,-0.900
1620669118719,2021-05-10T19:51:58.719,3.380,-0.081,-0.448,-0.912
1620669118729,2021-05-10T19:51:58.729,3.390,-0.046,-0.460,-0.930
1620669118739,2021-05-10T19:51:58.739,3.400,-0.020,-0.467,-0.944
1620669118749,2021-05-10T19:51:58.749,3.410,-0.021,-0.475,-0.928
1620669118759,2021-05-10T19:51:58.759,3.420,-0.034,-0.479,-0.909
1620669118769,2021-05-10T19:51:58.769,3.430,-0.050,-0.484,-0.893
1620669118779,2021-05-10T19:51:58.779,3.440,-0.066,-0.497,-0.889
1620669118789,2021-05-10T19:51:58.789,3.450,-0.060,-0.505,-0.876
1620669118799,2021-05-10T19:51:58.799,3.460,-0.076,-0.507,-0.854
1620669118809,2021-05-10T19:51:58.809,3.470,-0.079,-0.508,-0.852
