epoc (ms),timestamp (+0200),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1621092138068,2021-05-15T17.22.18.068,0.000,-0.497,-0.385,0.813
1621092138078,2021-05-15T17.22.18.078,0.010,-0.500,-0.388,0.817
1621092138088,2021-05-15T17.22.18.088,0.020,-0.497,-0.384,0.819
1621092138098,2021-05-15T17.22.18.098,0.030,-0.497,-0.383,0.822
1621092138108,2021-05-15T17.22.18.108,0.040,-0.497,-0.385,0.822
1621092138118,2021-05-15T17.22.18.118,0.050,-0.495,-0.387,0.825
1621092138128,2021-05-15T17.22.18.128,0.060,-0.493,-0.383,0.829
1621092138138,2021-05-15T17.22.18.138,0.070,-0.494,-0.386,0.825
1621092138148,2021-05-15T17.22.18.148,0.080,-0.495,-0.386,0.824
1621092138158,2021-05-15T17.22.18.158,0.090,-0.498,-0.389,0.822
1621092138168,2021-05-15T17.22.18.168,0.100,-0.501,-0.390,0.820
1621092138178,2021-05-15T17.22.18.178,0.110,-0.501,-0.387,0.821
1621092138188,2021-05-15T17.22.18.188,0.120,-0.503,-0.387,0.823
1621092138198,2021-05-15T17.22.18.198,0.130,-0.505,-0.387,0.826
1621092138208,2021-05-15T17.22.18.208,0.140,-0.501,-0.385,0.828
1621092138218,2021-05-15T17.22.18.218,0.150,-0.500,-0.385,0.833
1621092138228,2021-05-15T17.22.18.228,0.160,-0.502,-0.383,0.834
1621092138238,2021-05-15T17.22.18.238,0.170,-0.500,-0.382,0.831
1621092138248,2021-05-15T17.22.18.248,0.180,-0.499,-0.381,0.829
1621092138258,2021-05-15T17.22.18.258,0.190,-0.500,-0.382,0.829
1621092138268,2021-05-15T17.22.18.268,0.200,-0.502,-0.382,0.826
1621092138278,2021-05-15T17.22.18.278,0.210,-0.505,-0.384,0.825
1621092138288,2021-05-15T17.22.18.288,0.220,-0.505,-0.384,0.824
1621092138298,2021-05-15T17.22.18.298,0.230,-0.504,-0.384,0.822
1621092138308,2021-05-15T17.22.18.308,0.240,-0.507,-0.385,0.822
1621092138318,2021-05-15T17.22.18.318,0.250,-0.506,-0.384,0.823
1621092138328,2021-05-15T17.22.18.328,0.260,-0.502,-0.384,0.821
1621092138338,2021-05-15T17.22.18.338,0.270,-0.503,-0.386,0.820
1621092138348,2021-05-15T17.22.18.348,0.280,-0.502,-0.387,0.822
1621092138358,2021-05-15T17.22.18.358,0.290,-0.500,-0.387,0.822
1621092138368,2021-05-15T17.22.18.368,0.300,-0.501,-0.391,0.823
1621092138378,2021-05-15T17.22.18.378,0.310,-0.498,-0.392,0.822
1621092138388,2021-05-15T17.22.18.388,0.320,-0.494,-0.391,0.823
1621092138398,2021-05-15T17.22.18.398,0.330,-0.495,-0.391,0.826
1621092138408,2021-05-15T17.22.18.408,0.340,-0.496,-0.392,0.825
1621092138418,2021-05-15T17.22.18.418,0.350,-0.496,-0.390,0.831
1621092138428,2021-05-15T17.22.18.428,0.360,-0.496,-0.389,0.830
1621092138438,2021-05-15T17.22.18.438,0.370,-0.496,-0.392,0.828
1621092138448,2021-05-15T17.22.18.448,0.380,-0.501,-0.390,0.825
1621092138458,2021-05-15T17.22.18.458,0.390,-0.503,-0.388,0.826
1621092138468,2021-05-15T17.22.18.468,0.400,-0.506,-0.386,0.826
1621092138478,2021-05-15T17.22.18.478,0.410,-0.505,-0.385,0.822
1621092138488,2021-05-15T17.22.18.488,0.420,-0.508,-0.383,0.823
1621092138498,2021-05-15T17.22.18.498,0.430,-0.505,-0.380,0.820
1621092138508,2021-05-15T17.22.18.508,0.440,-0.502,-0.379,0.827
