epoc (ms),timestamp (+0200),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1619345935977,2021-04-25T12.18.55.977,0.000,0.061,-0.122,-0.610
1619345935987,2021-04-25T12.18.55.987,0.010,0.305,-0.671,-0.610
1619345935997,2021-04-25T12.18.55.997,0.020,0.122,-0.549,-0.427
1619345936007,2021-04-25T12.18.56.007,0.030,0.061,-0.305,-0.488
1619345936017,2021-04-25T12.18.56.017,0.040,0.000,-0.305,-0.610
1619345936027,2021-04-25T12.18.56.027,0.050,-0.061,-0.244,-0.671
1619345936037,2021-04-25T12.18.56.037,0.060,-0.061,-0.244,-0.671
1619345936047,2021-04-25T12.18.56.047,0.070,-0.061,-0.244,-0.732
1619345936057,2021-04-25T12.18.56.057,0.080,-0.122,-0.183,-0.732
1619345936067,2021-04-25T12.18.56.067,0.090,-0.122,-0.244,-0.793
1619345936077,2021-04-25T12.18.56.077,0.100,-0.122,-0.183,-0.793
1619345936087,2021-04-25T12.18.56.087,0.110,-0.061,-0.244,-0.793
1619345936097,2021-04-25T12.18.56.097,0.120,0.000,-0.305,-0.610
1619345936107,2021-04-25T12.18.56.107,0.130,0.000,-0.244,-0.671
1619345936117,2021-04-25T12.18.56.117,0.140,0.000,-0.183,-0.549
1619345936127,2021-04-25T12.18.56.127,0.150,0.061,-0.183,-0.549
1619345936137,2021-04-25T12.18.56.137,0.160,0.122,-0.122,-0.549
1619345936147,2021-04-25T12.18.56.147,0.170,0.061,-0.244,-0.549
1619345936157,2021-04-25T12.18.56.157,0.180,0.000,-0.183,-0.488
1619345936167,2021-04-25T12.18.56.167,0.190,0.061,-0.183,-0.427
1619345936177,2021-04-25T12.18.56.177,0.200,0.122,-0.305,-0.244
1619345936187,2021-04-25T12.18.56.187,0.210,0.244,-0.366,-0.244
1619345936197,2021-04-25T12.18.56.197,0.220,0.305,-0.427,-0.183
1619345936207,2021-04-25T12.18.56.207,0.230,0.366,-0.244,-0.305
1619345936217,2021-04-25T12.18.56.217,0.240,0.488,-0.061,-0.427
1619345936227,2021-04-25T12.18.56.227,0.250,0.427,-0.061,-0.427
1619345936237,2021-04-25T12.18.56.237,0.260,0.366,-0.427,-0.488
1619345936247,2021-04-25T12.18.56.247,0.270,0.244,-0.854,-0.427
1619345936257,2021-04-25T12.18.56.257,0.280,0.183,-1.159,-0.488
1619345936267,2021-04-25T12.18.56.267,0.290,0.244,-1.037,-0.427
1619345936277,2021-04-25T12.18.56.277,0.300,0.305,-0.915,-0.366
1619345936287,2021-04-25T12.18.56.287,0.310,0.305,-0.854,-0.427
1619345936297,2021-04-25T12.18.56.297,0.320,0.366,-0.793,-0.427
1619345936307,2021-04-25T12.18.56.307,0.330,0.305,-0.610,-0.427
1619345936317,2021-04-25T12.18.56.317,0.340,0.244,-0.366,-0.366
1619345936327,2021-04-25T12.18.56.327,0.350,0.305,0.000,-0.366
1619345936337,2021-04-25T12.18.56.337,0.360,0.183,0.427,-0.305
1619345936347,2021-04-25T12.18.56.347,0.370,0.000,0.610,-0.366
1619345936357,2021-04-25T12.18.56.357,0.380,0.000,0.488,-0.366
1619345936367,2021-04-25T12.18.56.367,0.390,-0.061,0.244,-0.305
1619345936377,2021-04-25T12.18.56.377,0.400,-0.183,0.122,-0.305
1619345936387,2021-04-25T12.18.56.387,0.410,-0.122,0.061,-0.488
1619345936397,2021-04-25T12.18.56.397,0.420,-0.061,0.000,-0.610
1619345936407,2021-04-25T12.18.56.407,0.430,-0.061,-0.183,-0.671
1619345936417,2021-04-25T12.18.56.417,0.440,0.000,-0.305,-0.671
1619345936427,2021-04-25T12.18.56.427,0.450,-0.061,-0.427,-0.610
1619345936437,2021-04-25T12.18.56.437,0.460,0.122,-0.427,-0.549
1619345936447,2021-04-25T12.18.56.447,0.470,0.122,-0.610,-0.488
1619345936457,2021-04-25T12.18.56.457,0.480,0.061,-0.549,-0.244
1619345936467,2021-04-25T12.18.56.467,0.490,0.183,-0.488,0.000
1619345936477,2021-04-25T12.18.56.477,0.500,0.183,-0.488,0.061
1619345936487,2021-04-25T12.18.56.487,0.510,0.183,-0.427,-0.061
1619345936497,2021-04-25T12.18.56.497,0.520,0.183,-0.366,0.061
1619345936507,2021-04-25T12.18.56.507,0.530,0.427,-0.305,0.061
1619345936517,2021-04-25T12.18.56.517,0.540,0.305,-0.061,0.000
1619345936527,2021-04-25T12.18.56.527,0.550,0.366,0.061,-0.061
1619345936537,2021-04-25T12.18.56.537,0.560,0.488,0.122,-0.122
1619345936547,2021-04-25T12.18.56.547,0.570,0.488,0.244,-0.183
1619345936557,2021-04-25T12.18.56.557,0.580,0.488,0.122,-0.244
1619345936567,2021-04-25T12.18.56.567,0.590,0.427,-0.061,-0.244
1619345936577,2021-04-25T12.18.56.577,0.600,0.488,-0.244,-0.366
1619345936587,2021-04-25T12.18.56.587,0.610,0.427,-0.244,-0.305
1619345936597,2021-04-25T12.18.56.597,0.620,0.305,-0.305,-0.122
1619345936607,2021-04-25T12.18.56.607,0.630,0.366,-0.427,-0.122
1619345936617,2021-04-25T12.18.56.617,0.640,0.366,-0.366,-0.183
1619345936627,2021-04-25T12.18.56.627,0.650,0.366,-0.305,-0.122
1619345936637,2021-04-25T12.18.56.637,0.660,0.366,-0.305,-0.183
1619345936647,2021-04-25T12.18.56.647,0.670,0.427,-0.183,-0.183
1619345936657,2021-04-25T12.18.56.657,0.680,0.610,-0.183,-0.244
1619345936667,2021-04-25T12.18.56.667,0.690,0.610,-0.305,-0.244
1619345936677,2021-04-25T12.18.56.677,0.700,0.549,-0.488,-0.183
1619345936687,2021-04-25T12.18.56.687,0.710,0.610,-0.671,-0.305
1619345936697,2021-04-25T12.18.56.697,0.720,0.610,-0.793,-0.366
1619345936707,2021-04-25T12.18.56.707,0.730,0.488,-0.915,-0.305
1619345936717,2021-04-25T12.18.56.717,0.740,0.488,-0.854,-0.366
1619345936727,2021-04-25T12.18.56.727,0.750,0.427,-0.793,-0.305
1619345936737,2021-04-25T12.18.56.737,0.760,0.366,-0.793,-0.366
1619345936747,2021-04-25T12.18.56.747,0.770,0.366,-0.671,-0.366
1619345936757,2021-04-25T12.18.56.757,0.780,0.366,-0.427,-0.305
1619345936767,2021-04-25T12.18.56.767,0.790,0.366,-0.183,-0.244
1619345936777,2021-04-25T12.18.56.777,0.800,0.305,-0.061,-0.244
1619345936787,2021-04-25T12.18.56.787,0.810,0.244,-0.122,-0.244
1619345936797,2021-04-25T12.18.56.797,0.820,0.244,-0.122,-0.244
1619345936807,2021-04-25T12.18.56.807,0.830,0.183,-0.122,-0.244
1619345936817,2021-04-25T12.18.56.817,0.840,0.122,-0.305,-0.244
1619345936827,2021-04-25T12.18.56.827,0.850,0.183,-0.427,-0.183
1619345936837,2021-04-25T12.18.56.837,0.860,0.122,-0.427,-0.183
1619345936847,2021-04-25T12.18.56.847,0.870,0.122,-0.488,-0.183
1619345936857,2021-04-25T12.18.56.857,0.880,0.183,-0.366,-0.122
1619345936867,2021-04-25T12.18.56.867,0.890,0.183,-0.366,-0.061
1619345936877,2021-04-25T12.18.56.877,0.900,0.183,-0.305,-0.061
1619345936887,2021-04-25T12.18.56.887,0.910,0.183,-0.244,0.000
1619345936897,2021-04-25T12.18.56.897,0.920,0.183,-0.183,-0.061
1619345936907,2021-04-25T12.18.56.907,0.930,0.183,-0.183,0.000
1619345936917,2021-04-25T12.18.56.917,0.940,0.183,-0.366,0.061
1619345936927,2021-04-25T12.18.56.927,0.950,0.244,-0.488,0.000
1619345936937,2021-04-25T12.18.56.937,0.960,0.305,-0.427,-0.061
1619345936947,2021-04-25T12.18.56.947,0.970,0.305,-0.366,0.000
1619345936957,2021-04-25T12.18.56.957,0.980,0.366,-0.244,-0.061
1619345936967,2021-04-25T12.18.56.967,0.990,0.488,-0.305,-0.061
1619345936977,2021-04-25T12.18.56.977,1.000,0.488,-0.244,0.061
1619345936987,2021-04-25T12.18.56.987,1.010,0.488,-0.244,0.061
1619345936997,2021-04-25T12.18.56.997,1.020,0.549,-0.122,0.000
1619345937007,2021-04-25T12.18.57.007,1.030,0.610,-0.244,0.000
1619345937017,2021-04-25T12.18.57.017,1.040,0.671,-0.488,0.000
1619345937027,2021-04-25T12.18.57.027,1.050,0.610,-0.854,0.061
1619345937037,2021-04-25T12.18.57.037,1.060,0.488,-0.854,0.061
1619345937047,2021-04-25T12.18.57.047,1.070,0.488,-0.915,0.122
1619345937057,2021-04-25T12.18.57.057,1.080,0.549,-0.732,0.244
1619345937067,2021-04-25T12.18.57.067,1.090,0.549,-0.671,0.305
1619345937077,2021-04-25T12.18.57.077,1.100,0.671,-0.366,0.244
1619345937087,2021-04-25T12.18.57.087,1.110,0.671,0.000,0.183
1619345937097,2021-04-25T12.18.57.097,1.120,0.610,0.305,0.183
1619345937107,2021-04-25T12.18.57.107,1.130,0.488,0.122,0.061
1619345937117,2021-04-25T12.18.57.117,1.140,0.244,-0.305,0.061
1619345937127,2021-04-25T12.18.57.127,1.150,0.061,-0.793,0.122
1619345937137,2021-04-25T12.18.57.137,1.160,0.000,-0.976,0.000
1619345937147,2021-04-25T12.18.57.147,1.170,-0.122,-0.915,0.061
1619345937157,2021-04-25T12.18.57.157,1.180,-0.061,-0.671,-0.122
1619345937167,2021-04-25T12.18.57.167,1.190,-0.244,-0.549,-0.183
1619345937177,2021-04-25T12.18.57.177,1.200,-0.366,-0.427,-0.305
1619345937187,2021-04-25T12.18.57.187,1.210,-0.366,-0.366,-0.366
1619345937197,2021-04-25T12.18.57.197,1.220,-0.427,-0.122,-0.549
1619345937207,2021-04-25T12.18.57.207,1.230,-0.488,0.244,-0.488
1619345937217,2021-04-25T12.18.57.217,1.240,-0.671,0.732,-0.366
1619345937227,2021-04-25T12.18.57.227,1.250,-0.732,0.854,-0.244
1619345937237,2021-04-25T12.18.57.237,1.260,-0.854,1.037,-0.122
1619345937247,2021-04-25T12.18.57.247,1.270,-0.915,1.159,-0.122
1619345937257,2021-04-25T12.18.57.257,1.280,-0.915,1.159,-0.061
1619345937267,2021-04-25T12.18.57.267,1.290,-1.037,1.280,-0.122
1619345937277,2021-04-25T12.18.57.277,1.300,-1.037,1.280,-0.183
1619345937287,2021-04-25T12.18.57.287,1.310,-0.976,1.280,-0.305
1619345937297,2021-04-25T12.18.57.297,1.320,-0.976,1.098,-0.427
1619345937307,2021-04-25T12.18.57.307,1.330,-0.976,0.976,-0.366
1619345937317,2021-04-25T12.18.57.317,1.340,-0.976,0.915,-0.366
1619345937327,2021-04-25T12.18.57.327,1.350,-0.976,0.732,-0.244
1619345937337,2021-04-25T12.18.57.337,1.360,-0.976,0.732,-0.061
1619345937347,2021-04-25T12.18.57.347,1.370,-1.098,0.976,-0.061
1619345937357,2021-04-25T12.18.57.357,1.380,-1.220,1.280,-0.122
1619345937367,2021-04-25T12.18.57.367,1.390,-1.220,1.402,-0.122
1619345937377,2021-04-25T12.18.57.377,1.400,-1.524,1.524,-0.244
1619345937387,2021-04-25T12.18.57.387,1.410,-1.646,1.768,-0.305
1619345937397,2021-04-25T12.18.57.397,1.420,-1.646,1.768,-0.488
1619345937407,2021-04-25T12.18.57.407,1.430,-1.829,1.890,-0.671
1619345937417,2021-04-25T12.18.57.417,1.440,-1.890,2.317,-0.915
1619345937427,2021-04-25T12.18.57.427,1.450,-2.012,2.744,-1.098
1619345937437,2021-04-25T12.18.57.437,1.460,-2.012,3.354,-1.037
1619345937447,2021-04-25T12.18.57.447,1.470,-1.890,3.963,-1.220
1619345937457,2021-04-25T12.18.57.457,1.480,-1.707,4.634,-1.280
1619345937467,2021-04-25T12.18.57.467,1.490,-1.402,5.305,-1.463
1619345937477,2021-04-25T12.18.57.477,1.500,-1.280,5.976,-1.402
1619345937487,2021-04-25T12.18.57.487,1.510,-1.037,6.402,-1.220
1619345937497,2021-04-25T12.18.57.497,1.520,-0.610,6.402,-1.037
1619345937507,2021-04-25T12.18.57.507,1.530,-0.244,6.280,-0.732
1619345937517,2021-04-25T12.18.57.517,1.540,-0.061,6.280,-0.305
1619345937527,2021-04-25T12.18.57.527,1.550,0.427,5.671,0.061
1619345937537,2021-04-25T12.18.57.537,1.560,0.732,4.878,0.366
1619345937547,2021-04-25T12.18.57.547,1.570,1.037,3.902,0.610
1619345937557,2021-04-25T12.18.57.557,1.580,1.463,2.744,0.793
